table_id,row_id,_b_highest_degree_granted_b_full_path,_b_highest_degree_granted_b_level_1,_b_highest_degree_granted_b_level_2,_b_highest_degree_granted_b_hierarchy_depth,field_2016_short_form_populationa,field_2016_standard_form_population,field_2017_short_form_populationa,field_2017_standard_form_population,field_2018_short_form_populationa,field_2018_standard_form_population,field_2019_short_form_populationa,field_2019_standard_form_population,field_2020_short_form_populationa,field_2020_standard_form_population,field_2021_short_form_populationa,field_2021_standard_form_population
7923,r001,All respondents,All respondents,,1,257,639,255,643,265,646,267,647,261,655,262,648
7923,r002,All respondents -> Doctorate,All respondents,Doctorate,2,63,454,66,464,76,467,73,473,77,474,81,478
7923,r003,All respondents -> Professional,All respondents,Professional,2,40,44,42,35,44,34,45,32,44,37,42,37
7923,r004,All respondents -> Master's,All respondents,Master's,2,101,106,101,105,96,102,104,95,96,98,92,93
7923,r005,All respondents -> Bachelor's,All respondents,Bachelor's,2,53,35,46,39,49,43,45,47,44,46,47,40
