table_id,row_id,region_country_or_economy,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1860,r001,World,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1860,r002,China,0.54,0.51,0.81,0.68,1.04,0.72,1.04,1.23,0.91,1.1,0.95,1.31,1.12,1.3,1.11,1.11,1.26,1.16,1.28,1.21,1.16
1860,r003,United States,1.78,2.02,1.95,1.87,1.8,1.88,1.67,1.75,1.6,1.74,1.69,1.74,1.94,1.91,1.96,1.98,1.79,1.87,1.78,1.9,2.02
1860,r004,India,0.13,0.0,0.4,0.41,0.14,0.55,0.13,0.38,0.47,0.95,0.49,0.24,0.24,0.51,0.5,0.11,0.45,0.64,0.44,0.53,0.5
1860,r005,Germany,1.34,1.14,0.81,1.21,0.83,1.27,1.34,1.33,1.62,1.9,1.98,1.64,1.7,1.56,1.95,1.78,2.05,2.25,2.08,2.07,2.16
1860,r006,Japan,0.5,0.87,0.68,0.62,0.3,0.42,0.52,0.46,0.54,0.63,1.34,1.22,0.74,1.03,0.75,1.47,1.15,1.47,1.04,1.17,1.67
1860,r007,United Kingdom,1.23,1.39,1.52,1.32,1.43,1.61,1.68,1.64,1.94,1.79,2.27,2.18,2.27,2.23,2.18,2.37,2.31,2.77,2.67,2.61,2.8
1860,r008,Russia,0.24,0.4,0.22,0.38,0.15,0.16,0.28,0.2,0.29,0.43,0.42,0.32,0.2,0.36,0.51,0.56,0.63,0.66,0.52,0.32,0.58
1860,r009,Italy,0.57,0.52,0.62,1.02,0.55,0.67,0.85,0.49,1.14,1.05,1.29,1.05,0.95,0.78,1.3,1.1,1.36,1.4,1.8,1.29,1.39
1860,r010,South Korea,0.78,0.59,0.43,0.21,0.4,0.56,0.52,0.69,1.18,0.37,1.03,0.93,0.65,0.77,0.73,0.66,0.54,0.73,0.77,1.04,0.88
1860,r011,France,1.52,1.54,1.18,1.22,1.37,1.5,1.27,0.88,1.57,1.67,1.59,1.85,1.45,1.98,2.05,1.61,1.79,2.19,2.19,2.01,2.23
1860,r012,Brazil,0.29,0.88,0.84,1.08,0.6,0.2,0.48,0.35,0.54,0.92,1.37,0.81,0.5,0.73,0.69,0.62,0.75,0.56,0.67,0.84,0.82
1860,r013,Canada,1.37,1.55,1.34,1.3,0.99,1.47,1.21,1.49,1.44,1.27,1.75,1.39,1.83,1.85,1.47,1.69,1.71,2.27,1.94,2.2,2.46
1860,r014,Spain,0.79,0.41,0.73,0.78,0.79,1.04,0.59,0.76,1.24,0.98,0.7,1.02,1.05,1.15,1.36,1.29,1.44,1.66,1.56,1.13,1.71
1860,r015,Australia,1.36,1.39,2.26,2.14,1.81,2.01,2.12,2.27,1.83,2.43,2.01,2.65,3.22,2.68,2.86,2.21,2.56,3.21,2.81,2.87,3.08
1860,r016,Iran,ne,0.0,ne,ne,0.0,0.0,0.0,1.39,2.86,0.73,1.18,0.0,0.5,0.21,0.23,0.35,0.87,1.15,0.69,0.63,0.53
1860,r017,EU (all members),1.04,0.97,0.91,1.0,0.96,1.04,0.98,0.98,1.2,1.18,1.18,1.2,1.17,1.16,1.28,1.18,1.24,1.38,1.38,1.33,1.44
