table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
1214,r001,"Female, all institutions","Female, all institutions",,,1,78345
1214,r002,"Female, all institutions -> Foreign or unknown institutions","Female, all institutions",Foreign or unknown institutions,,2,28829
1214,r003,"Female, all institutions -> Top 50 U.S. institutions","Female, all institutions",Top 50 U.S. institutions,,2,16585
1214,r004,"Female, all institutions -> Top 50 U.S. institutions -> U. California, Berkeley","Female, all institutions",Top 50 U.S. institutions,"U. California, Berkeley",3,892
1214,r005,"Female, all institutions -> Top 50 U.S. institutions -> Cornell U.","Female, all institutions",Top 50 U.S. institutions,Cornell U.,3,637
1214,r006,"Female, all institutions -> Top 50 U.S. institutions -> U. Michigan, Ann Arbor","Female, all institutions",Top 50 U.S. institutions,"U. Michigan, Ann Arbor",3,546
1214,r007,"Female, all institutions -> Top 50 U.S. institutions -> U. California, Los Angeles","Female, all institutions",Top 50 U.S. institutions,"U. California, Los Angeles",3,542
1214,r008,"Female, all institutions -> Top 50 U.S. institutions -> Massachusetts Institute of Technology","Female, all institutions",Top 50 U.S. institutions,Massachusetts Institute of Technology,3,510
1214,r009,"Female, all institutions -> Top 50 U.S. institutions -> U. Florida","Female, all institutions",Top 50 U.S. institutions,U. Florida,3,495
1214,r010,"Female, all institutions -> Top 50 U.S. institutions -> U. Wisconsin-Madison","Female, all institutions",Top 50 U.S. institutions,U. Wisconsin-Madison,3,487
1214,r011,"Female, all institutions -> Top 50 U.S. institutions -> U. California, Davis","Female, all institutions",Top 50 U.S. institutions,"U. California, Davis",3,473
1214,r012,"Female, all institutions -> Top 50 U.S. institutions -> U. Texas, Austin","Female, all institutions",Top 50 U.S. institutions,"U. Texas, Austin",3,448
1214,r013,"Female, all institutions -> Top 50 U.S. institutions -> U. California, San Diego","Female, all institutions",Top 50 U.S. institutions,"U. California, San Diego",3,428
1214,r014,"Female, all institutions -> Top 50 U.S. institutions -> U. Illinois, Urbana-Champaign","Female, all institutions",Top 50 U.S. institutions,"U. Illinois, Urbana-Champaign",3,407
1214,r015,"Female, all institutions -> Top 50 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center","Female, all institutions",Top 50 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,391
1214,r016,"Female, all institutions -> Top 50 U.S. institutions -> Harvard U.","Female, all institutions",Top 50 U.S. institutions,Harvard U.,3,381
1214,r017,"Female, all institutions -> Top 50 U.S. institutions -> U. Washington, Seattle","Female, all institutions",Top 50 U.S. institutions,"U. Washington, Seattle",3,369
1214,r018,"Female, all institutions -> Top 50 U.S. institutions -> U. Maryland, College Park","Female, all institutions",Top 50 U.S. institutions,"U. Maryland, College Park",3,348
1214,r019,"Female, all institutions -> Top 50 U.S. institutions -> Stanford U.","Female, all institutions",Top 50 U.S. institutions,Stanford U.,3,343
1214,r020,"Female, all institutions -> Top 50 U.S. institutions -> U. Virginia, Charlottesville","Female, all institutions",Top 50 U.S. institutions,"U. Virginia, Charlottesville",3,337
1214,r021,"Female, all institutions -> Top 50 U.S. institutions -> U. North Carolina, Chapel Hill","Female, all institutions",Top 50 U.S. institutions,"U. North Carolina, Chapel Hill",3,333
1214,r022,"Female, all institutions -> Top 50 U.S. institutions -> Michigan State U.","Female, all institutions",Top 50 U.S. institutions,Michigan State U.,3,323
