table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013
10868,r001,All agencies,All agencies,,,,,1,103528,112074,118848,121730,127263,127106,141090,140355,135533,138525,125720
10868,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10868,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2040,2102,2184,2214,2248,2202,2267,2364,2341,2171,2019
10868,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,5,9,8,6,6,5,4,4,4,4,5
10868,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1062,1098,1108,1135,1142,1123,1141,1178,1133,1090,1014
10868,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,28,24,24,26,26,28,29,30,29,37,37
10868,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,68,71,74,75,92,78,79,86,81,77,71
10868,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,2,2,2,1,1,0.05,0.05,0.05,1,1,1
10868,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,292,296,301,308,320,295,344,357,353,331,329
10868,r010,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,5,7,7,7,7,7,7,6,7,5,5
10868,r011,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,6,6,6,7,7,7,7,7,7,7,7
10868,r012,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,568,586,652,645,627,655,652,690,724,614,546
10868,r013,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,4,4,4,4,21,4,4,5,2,4,4
10868,r014,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1208,1059,1033,942,1028,1045,1147,1274,1067,1055,1092
10868,r015,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,23,24,23,22,23,25,29,47,59,102,131
10868,r016,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,1,0.05,0.05,0.05,1,2,3,7,1,NA,NA
10868,r017,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,476,444,419,386,456,430,500,687,507,513,535
10868,r018,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,685,566,584,527,541,581,608,525,492,433,419
10868,r019,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,24,24,7,7,7,7,7,8,8,8,7
10868,r020,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,51898,57793,63388,65871,72211,71833,75857,73471,75158,73804,63558
10868,r021,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,na,na,na,na,na,na,na,na,2846,2750,2372
10868,r022,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,12503,13068,15324,14304,15904,15906,16241,16264,na,na,na
10868,r023,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,18259,20319,19971,21688,25264,25232,27950,26521,26500,27545,23524
10868,r024,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,7610,9223,10208,11318,11629,11878,11908,10853,9832,9220,7883
10868,r025,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,13290,14885,17577,18382,19233,18633,19571,19635,17793,17728,15419
10868,r026,"All agencies -> Departments -> Department of Defense -> Operational Test and Evaluation, Director",All agencies,Departments,Department of Defense,"Operational Test and Evaluation, Director",,4,236,298,308,179,182,185,186,197,NA,NA,NA
10868,r027,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,na,na,na,na,na,na,na,na,18187,16561,14359
10868,r028,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,303,311,316,337,333,328,322,363,346,338,310
10868,r029,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,7412,7554,7733,7562,7877,8239,9890,10686,9946,9952,9841
10868,r030,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,NA,NA,NA,NA,NA,0,0,378,175,103,182
10868,r031,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,23,25,11,11,11,14,8,13,13,14,14
10868,r032,All agencies -> Departments -> Department of Energy -> Civilian Radioactive Waste Management,All agencies,Departments,Department of Energy,Civilian Radioactive Waste Management,,4,76,79,54,53,11,1,0.05,0,0,0,0
