table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
1207,r015,"All institutions -> Top 50 U.S. institutions -> Texas A&M U., College Station and Health Science Center",All institutions,Top 50 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,99
1207,r016,All institutions -> Top 50 U.S. institutions -> U. Arizona,All institutions,Top 50 U.S. institutions,U. Arizona,3,80
1207,r017,"All institutions -> Top 50 U.S. institutions -> U. California, San Diego",All institutions,Top 50 U.S. institutions,"U. California, San Diego",3,76
1207,r018,All institutions -> Top 50 U.S. institutions -> U. Miami,All institutions,Top 50 U.S. institutions,U. Miami,3,76
1207,r019,"All institutions -> Top 50 U.S. institutions -> U. New Mexico, Albuquerque",All institutions,Top 50 U.S. institutions,"U. New Mexico, Albuquerque",3,73
1207,r020,All institutions -> Top 50 U.S. institutions -> Stanford U.,All institutions,Top 50 U.S. institutions,Stanford U.,3,72
1207,r021,All institutions -> Top 50 U.S. institutions -> Florida State U.,All institutions,Top 50 U.S. institutions,Florida State U.,3,64
1207,r022,"All institutions -> Top 50 U.S. institutions -> U. Texas, San Antonio",All institutions,Top 50 U.S. institutions,"U. Texas, San Antonio",3,59
1207,r023,All institutions -> Top 50 U.S. institutions -> Arizona State U.,All institutions,Top 50 U.S. institutions,Arizona State U.,3,58
1207,r024,"All institutions -> Top 50 U.S. institutions -> U. California, Santa Barbara",All institutions,Top 50 U.S. institutions,"U. California, Santa Barbara",3,58
1207,r025,"All institutions -> Top 50 U.S. institutions -> U. California, Riverside",All institutions,Top 50 U.S. institutions,"U. California, Riverside",3,57
1207,r026,All institutions -> Top 50 U.S. institutions -> U. Central Florida,All institutions,Top 50 U.S. institutions,U. Central Florida,3,57
1207,r027,All institutions -> Top 50 U.S. institutions -> Cornell U.,All institutions,Top 50 U.S. institutions,Cornell U.,3,55
1207,r028,"All institutions -> Top 50 U.S. institutions -> U. California, Santa Cruz",All institutions,Top 50 U.S. institutions,"U. California, Santa Cruz",3,55
1207,r029,"All institutions -> Top 50 U.S. institutions -> New Mexico State U., Las Cruces",All institutions,Top 50 U.S. institutions,"New Mexico State U., Las Cruces",3,52
1207,r030,"All institutions -> Top 50 U.S. institutions -> San Diego State U., San Diego",All institutions,Top 50 U.S. institutions,"San Diego State U., San Diego",3,51
1207,r031,All institutions -> Top 50 U.S. institutions -> Harvard U.,All institutions,Top 50 U.S. institutions,Harvard U.,3,50
1207,r032,"All institutions -> Top 50 U.S. institutions -> U. Puerto Rico, Humacao",All institutions,Top 50 U.S. institutions,"U. Puerto Rico, Humacao",3,48
1207,r033,All institutions -> Top 50 U.S. institutions -> New York U.,All institutions,Top 50 U.S. institutions,New York U.,3,46
1207,r034,All institutions -> Top 50 U.S. institutions -> U. Texas Pan American,All institutions,Top 50 U.S. institutions,U. Texas Pan American,3,46
1207,r035,"All institutions -> Top 50 U.S. institutions -> U. Illinois, Urbana-Champaign",All institutions,Top 50 U.S. institutions,"U. Illinois, Urbana-Champaign",3,44
1207,r036,"All institutions -> Top 50 U.S. institutions -> U. Puerto Rico, Cayey",All institutions,Top 50 U.S. institutions,"U. Puerto Rico, Cayey",3,43
1207,r037,"All institutions -> Top 50 U.S. institutions -> U. Michigan, Ann Arbor",All institutions,Top 50 U.S. institutions,"U. Michigan, Ann Arbor",3,41
1207,r038,All institutions -> Top 50 U.S. institutions -> Columbia U. in the City of New York,All institutions,Top 50 U.S. institutions,Columbia U. in the City of New York,3,40
1207,r039,All institutions -> Top 50 U.S. institutions -> Rice U.,All institutions,Top 50 U.S. institutions,Rice U.,3,40
1207,r040,"All institutions -> Top 50 U.S. institutions -> U. Maryland, College Park",All institutions,Top 50 U.S. institutions,"U. Maryland, College Park",3,37
1207,r041,"All institutions -> Top 50 U.S. institutions -> U. South Florida, Tampa",All institutions,Top 50 U.S. institutions,"U. South Florida, Tampa",3,37
1207,r042,All institutions -> Top 50 U.S. institutions -> Yale U.,All institutions,Top 50 U.S. institutions,Yale U.,3,37
1207,r043,All institutions -> Top 50 U.S. institutions -> Duke U.,All institutions,Top 50 U.S. institutions,Duke U.,3,36
1207,r044,"All institutions -> Top 50 U.S. institutions -> California State Polytechnic U., Pomona",All institutions,Top 50 U.S. institutions,"California State Polytechnic U., Pomona",3,35
1207,r045,"All institutions -> Top 50 U.S. institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,Top 50 U.S. institutions,"Rutgers, State U. New Jersey, New Brunswick",3,35
1207,r046,"All institutions -> Top 50 U.S. institutions -> California State U., Northridge",All institutions,Top 50 U.S. institutions,"California State U., Northridge",3,34
1207,r047,"All institutions -> Top 50 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,Top 50 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,34
1207,r048,All institutions -> Top 50 U.S. institutions -> Princeton U.,All institutions,Top 50 U.S. institutions,Princeton U.,3,34
1207,r049,All institutions -> Top 50 U.S. institutions -> U. Southern California,All institutions,Top 50 U.S. institutions,U. Southern California,3,34
1207,r050,"All institutions -> Top 50 U.S. institutions -> U. Washington, Seattle",All institutions,Top 50 U.S. institutions,"U. Washington, Seattle",3,34
1207,r051,All institutions -> Top 50 U.S. institutions -> Georgia Institute of Technology,All institutions,Top 50 U.S. institutions,Georgia Institute of Technology,3,33
1207,r052,All institutions -> Top 50 U.S. institutions -> U. Notre Dame,All institutions,Top 50 U.S. institutions,U. Notre Dame,3,33
1207,r053,All institutions -> Top 50 U.S. institutions -> U. Wisconsin-Madison,All institutions,Top 50 U.S. institutions,U. Wisconsin-Madison,3,32
1207,r054,All institutions -> Other U.S. institutions,All institutions,Other U.S. institutions,,2,3511
