table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_total,field_dhs,field_doc,field_dod,field_doe,field_doi,field_dot,field_epa,field_hhs,field_nasa,field_nsf,field_usda
6427,r001,All locations,All locations,,,1,6083419.1,0.0,359142.7,311736.4,2324950.3,7156.6,40321.8,4499.0,1769029.0,35801.5,440954.2,789827.5
6427,r002,All locations -> Alabama,All locations,Alabama,,2,57873.0,0.0,0.0,3030.4,0.0,0.0,674.5,0.0,10214.7,0.0,1885.6,42067.8
6427,r003,All locations -> Alaska,All locations,Alaska,,2,12362.6,0.0,8464.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3898.2,0.0
6427,r004,All locations -> Arizona,All locations,Arizona,,2,3067.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3067.9,0.0
6427,r005,All locations -> Arkansas,All locations,Arkansas,,2,580.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.3,0.0
6427,r006,All locations -> California,All locations,California,,2,669404.4,0.0,2729.9,46394.4,402738.6,0.0,1489.2,0.0,7583.7,17200.0,25295.5,165973.1
6427,r007,All locations -> Colorado,All locations,Colorado,,2,140769.3,0.0,83934.9,0.0,53288.0,229.6,0.0,0.0,0.0,0.0,2368.4,948.4
6427,r008,All locations -> Connecticut,All locations,Connecticut,,2,105.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.9,0.0
6427,r009,All locations -> Delaware,All locations,Delaware,,2,5540.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5540.5,0.0
6427,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,97521.6,0.0,0.0,0.0,28675.0,0.0,13690.7,848.9,5352.1,0.0,48792.9,162.0
6427,r011,All locations -> Florida,All locations,Florida,,2,127766.7,0.0,83774.0,21117.0,0.0,0.0,15.5,160.4,7600.0,1946.2,11075.9,2077.8
6427,r012,All locations -> Georgia,All locations,Georgia,,2,37936.4,0.0,0.0,0.0,0.0,0.0,60.9,116.1,2000.0,0.0,3063.6,32695.8
6427,r013,All locations -> Hawaii,All locations,Hawaii,,2,6080.4,0.0,5438.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.9,0.0
6427,r014,All locations -> Idaho,All locations,Idaho,,2,249621.6,0.0,0.0,0.0,249040.0,0.0,0.0,0.0,0.0,0.0,581.6,0.0
