table_id,row_id,region_country_or_economy,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1859,r001,World,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1859,r002,China,0.41,0.53,0.42,0.35,0.28,0.28,0.38,0.49,0.41,0.38,0.4,0.38,0.46,0.51,0.6,0.64,0.76,0.93,0.94,1.09,1.17
1859,r003,United States,1.41,1.45,1.59,1.65,1.69,1.72,1.57,1.57,1.51,1.49,1.66,1.69,1.68,1.73,1.69,1.75,1.67,1.56,1.62,1.59,1.52
1859,r004,India,0.78,0.82,0.77,0.68,0.78,0.88,1.02,1.17,1.19,1.35,1.49,1.36,1.7,1.38,1.17,1.02,0.95,0.87,0.88,0.99,0.94
1859,r005,Germany,1.12,1.3,1.19,1.19,1.18,1.1,1.28,1.31,1.34,1.35,1.16,1.19,1.3,1.35,1.45,1.41,1.13,1.21,1.3,1.32,1.11
1859,r006,Japan,0.79,0.66,0.73,0.67,0.59,0.7,0.8,0.6,0.61,0.59,0.61,0.54,0.62,0.53,0.57,0.6,0.59,0.57,0.56,0.53,0.69
1859,r007,United Kingdom,1.29,1.37,1.49,1.31,1.42,1.28,1.11,1.3,1.57,1.64,1.73,1.73,1.69,1.6,1.77,1.8,1.88,1.99,1.89,2.01,1.95
1859,r008,Russia,0.19,0.35,0.27,0.2,0.31,0.26,0.13,0.19,0.16,0.25,0.34,0.3,0.34,0.35,0.42,0.27,0.35,0.44,0.33,0.4,0.42
1859,r009,Italy,0.69,1.39,1.14,1.07,1.24,1.4,1.34,1.05,1.33,1.17,1.37,1.19,1.5,1.35,1.4,1.5,1.81,1.44,1.68,1.46,1.46
1859,r010,South Korea,0.81,0.6,0.91,0.76,0.85,0.57,0.99,0.86,0.97,1.25,0.81,0.81,0.68,0.88,0.87,1.08,1.08,1.04,0.92,0.9,0.93
1859,r011,France,1.22,1.11,1.18,1.05,1.0,1.31,1.1,1.07,1.38,1.24,1.26,1.25,1.44,1.22,1.36,1.31,1.28,1.27,1.18,1.21,1.2
1859,r012,Brazil,0.67,0.63,0.96,0.71,0.8,0.64,0.87,0.86,0.62,0.79,0.81,0.65,1.25,0.54,0.74,0.5,0.59,0.54,0.44,0.45,0.51
1859,r013,Canada,1.62,1.44,1.1,1.44,1.18,1.58,1.17,1.44,1.37,1.54,1.6,1.84,1.54,1.76,1.65,1.83,1.68,1.45,1.67,1.7,1.73
1859,r014,Spain,1.06,1.27,1.18,1.03,1.07,0.96,1.23,1.13,1.44,1.75,1.57,1.52,1.73,1.71,1.78,1.83,1.55,1.6,1.46,1.42,1.3
1859,r015,Australia,2.26,1.68,2.02,1.72,1.27,1.64,1.9,1.91,1.81,1.83,1.74,1.99,2.14,2.48,2.13,2.02,2.28,2.23,2.25,2.5,2.45
1859,r016,Iran,1.1,0.0,2.15,1.07,0.23,0.63,0.65,0.49,0.39,0.56,0.64,1.18,0.81,1.25,1.08,1.18,1.34,1.66,1.89,1.88,2.27
1859,r017,EU (all members),1.12,1.26,1.16,1.09,1.1,1.17,1.13,1.16,1.32,1.32,1.33,1.25,1.29,1.22,1.31,1.33,1.26,1.27,1.25,1.17,1.15
