table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_hhs,field_nasa,field_nsf,field_usda,field_othera
11240,r001,All minority-serving institutions,All minority-serving institutions,,1,-,1475493,7880,121096,40651,3449,4626,7829,571761,16216,425934,270488,5564
11240,r002,All minority-serving institutions -> U. New Mexico,All minority-serving institutions,U. New Mexico,2,1,149074,374,15601,5275,635,0,750,92293,1328,31338,981,500
11240,r003,"All minority-serving institutions -> U. Texas Health Science Center, The, San Antonio",All minority-serving institutions,"U. Texas Health Science Center, The, San Antonio",2,2,113446,0,9043,0,0,0,0,104403,0,0,0,0
11240,r004,All minority-serving institutions -> Florida International U.,All minority-serving institutions,Florida International U.,2,3,93036,1082,6433,1703,978,0,426,42396,883,35305,1893,1937
11240,r005,"All minority-serving institutions -> New Mexico State U., Las Cruces",All minority-serving institutions,"New Mexico State U., Las Cruces",2,4,57340,259,4551,2166,654,4001,0,17368,3203,8705,16433,0
11240,r006,All minority-serving institutions -> North Carolina Agricultural and Technical State U.,All minority-serving institutions,North Carolina Agricultural and Technical State U.,2,5,52340,0,10169,5736,0,0,250,3725,1446,9974,21040,0
11240,r007,"All minority-serving institutions -> U. Texas, The, El Paso",All minority-serving institutions,"U. Texas, The, El Paso",2,6,48885,0,2888,45,0,0,0,17739,1555,25909,750,0
11240,r008,All minority-serving institutions -> Georgia State U.<sup>b</sup>,All minority-serving institutions,Georgia State U.<sup>b</sup>,2,7,47776,0,819,0,0,0,0,46958,0,0,0,0
11240,r009,"All minority-serving institutions -> U. Texas, The, San Antonio",All minority-serving institutions,"U. Texas, The, San Antonio",2,8,45572,0,3827,9101,0,0,0,16282,402,14509,1450,0
11240,r010,All minority-serving institutions -> Howard U.<sup>b</sup>,All minority-serving institutions,Howard U.<sup>b</sup>,2,9,36586,235,10148,1503,29,0,310,17115,363,6858,0,25
11240,r011,All minority-serving institutions -> Tuskegee U.,All minority-serving institutions,Tuskegee U.,2,10,32333,0,357,0,0,228,0,10364,0,5683,15701,0
11240,r012,"All minority-serving institutions -> U. Puerto Rico, Medical Sciences Campus",All minority-serving institutions,"U. Puerto Rico, Medical Sciences Campus",2,11,30061,0,0,0,0,0,0,29294,0,767,0,0
11240,r013,"All minority-serving institutions -> CUNY, City C.",All minority-serving institutions,"CUNY, City C.",2,12,29566,0,5662,0,0,0,0,10806,0,12698,0,399
11240,r014,All minority-serving institutions -> Delaware State U.,All minority-serving institutions,Delaware State U.,2,13,28400,0,1471,5106,0,0,0,8827,0,2186,10810,0
11240,r015,All minority-serving institutions -> Prairie View A&M U.,All minority-serving institutions,Prairie View A&M U.,2,14,28128,0,2244,1525,0,0,0,144,92,3350,20773,0
11240,r016,All minority-serving institutions -> Florida A&M U.,All minority-serving institutions,Florida A&M U.,2,15,27700,0,2518,0,0,0,0,5972,0,8478,10731,0
11240,r017,All minority-serving institutions -> Tennessee State U.,All minority-serving institutions,Tennessee State U.,2,16,25920,0,248,0,0,129,0,815,0,3854,20874,0
11240,r018,All minority-serving institutions -> Morgan State U.,All minority-serving institutions,Morgan State U.,2,17,23410,0,10308,1480,24,0,0,6549,690,4360,0,0
11240,r019,"All minority-serving institutions -> U. California, Merced",All minority-serving institutions,"U. California, Merced",2,18,22829,0,1967,1145,0,0,0,3938,268,13789,1724,0
11240,r020,"All minority-serving institutions -> U. Texas Rio Grande Valley, The",All minority-serving institutions,"U. Texas Rio Grande Valley, The",2,19,21535,0,1697,436,0,0,0,9562,158,7447,2235,0
11240,r021,"All minority-serving institutions -> U. Maryland, Eastern Shore",All minority-serving institutions,"U. Maryland, Eastern Shore",2,20,21046,0,362,0,0,0,108,654,0,700,19223,0
11240,r022,All minority-serving institutions -> Central State U.,All minority-serving institutions,Central State U.,2,21,20277,0,600,0,0,0,250,0,0,0,19427,0
11240,r023,"All minority-serving institutions -> California State U., Northridge<sup>b</sup>",All minority-serving institutions,"California State U., Northridge<sup>b</sup>",2,22,18564,0,1526,420,0,0,0,7934,0,8683,0,0
11240,r024,All minority-serving institutions -> Texas State U.,All minority-serving institutions,Texas State U.,2,23,18321,2108,1335,911,230,0,0,3240,254,7922,1234,1088
11240,r025,"All minority-serving institutions -> Southern U. and A&M C., Baton Rouge",All minority-serving institutions,"Southern U. and A&M C., Baton Rouge",2,24,18257,0,274,0,0,0,0,103,0,4642,13238,0
11240,r026,All minority-serving institutions -> Alabama A&M U.,All minority-serving institutions,Alabama A&M U.,2,25,17931,0,1479,0,0,0,0,807,0,3990,11655,0
11240,r027,All minority-serving institutions -> Fort Valley State U.,All minority-serving institutions,Fort Valley State U.,2,26,15759,0,0,0,0,0,250,0,0,2754,12756,0
11240,r028,All minority-serving institutions -> Virginia State U.<sup>b</sup>,All minority-serving institutions,Virginia State U.<sup>b</sup>,2,27,15416,0,2043,0,0,0,0,258,0,1439,11675,0
11240,r029,All minority-serving institutions -> U. Virgin Islands,All minority-serving institutions,U. Virgin Islands,2,28,14644,0,152,0,125,0,0,549,63,9631,4124,0
11240,r030,"All minority-serving institutions -> Rutgers, The State U. New Jersey<sup>b</sup>",All minority-serving institutions,"Rutgers, The State U. New Jersey<sup>b</sup>",2,29,14560,0,0,0,0,0,0,8223,0,5259,0,1077
11240,r031,All minority-serving institutions -> Clark Atlanta U.,All minority-serving institutions,Clark Atlanta U.,2,30,14313,0,993,0,0,0,0,2827,0,10448,45,0
11240,r032,All minority-serving institutions -> Kentucky State U.,All minority-serving institutions,Kentucky State U.,2,31,13906,0,0,0,0,0,0,0,0,274,13632,0
11240,r033,All minority-serving institutions -> North Carolina Central U.,All minority-serving institutions,North Carolina Central U.,2,32,13255,0,727,225,0,0,0,9973,0,2330,0,0
11240,r034,"All minority-serving institutions -> California State U., Long Beach<sup>b</sup>",All minority-serving institutions,"California State U., Long Beach<sup>b</sup>",2,33,12286,0,1059,0,0,0,0,5973,0,4748,6,500
11240,r035,All minority-serving institutions -> Xavier U. Louisiana,All minority-serving institutions,Xavier U. Louisiana,2,34,12002,0,203,0,0,0,0,10902,144,678,75,0
11240,r036,All minority-serving institutions -> Langston U.,All minority-serving institutions,Langston U.,2,35,11966,0,1200,0,0,0,0,1225,0,399,9142,0
11240,r037,All minority-serving institutions -> Jackson State U.,All minority-serving institutions,Jackson State U.,2,36,11380,100,814,1099,0,0,0,5053,0,4314,0,0
11240,r038,All minority-serving institutions -> South Carolina State U.,All minority-serving institutions,South Carolina State U.,2,37,11216,0,0,0,0,0,0,3520,0,0,7697,0
11240,r039,"All minority-serving institutions -> U. Puerto Rico, Rio Piedras",All minority-serving institutions,"U. Puerto Rico, Rio Piedras",2,38,10642,0,0,0,0,0,0,3730,0,6912,0,0
11240,r040,All minority-serving institutions -> Texas A&M U.-Corpus Christi,All minority-serving institutions,Texas A&M U.-Corpus Christi,2,39,10379,1179,0,134,549,0,0,0,617,7900,0,0
11240,r041,All minority-serving institutions -> U. District of Columbia,All minority-serving institutions,U. District of Columbia,2,40,8671,0,1246,0,0,0,0,375,0,4728,2321,0
11240,r042,All minority-serving institutions -> Hampton U.,All minority-serving institutions,Hampton U.,2,41,8536,0,799,452,0,0,0,2135,3828,1322,0,0
11240,r043,All minority-serving institutions -> Texas A&M U.-Kingsville,All minority-serving institutions,Texas A&M U.-Kingsville,2,42,8395,0,914,35,102,0,0,1196,264,4876,1006,0
11240,r044,All minority-serving institutions -> Charles R. Drew U. Medicine and Science,All minority-serving institutions,Charles R. Drew U. Medicine and Science,2,43,7859,0,0,0,0,0,0,7859,0,0,0,0
11240,r045,"All minority-serving institutions -> California State U., Los Angeles<sup>b</sup>",All minority-serving institutions,"California State U., Los Angeles<sup>b</sup>",2,44,7661,0,0,0,0,0,0,1301,50,6309,0,0
11240,r046,"All minority-serving institutions -> U. Arkansas, Pine Bluff",All minority-serving institutions,"U. Arkansas, Pine Bluff",2,45,7437,0,1199,0,0,0,0,0,0,6237,0,0
11240,r047,"All minority-serving institutions -> California State U., Fresno<sup>b</sup>",All minority-serving institutions,"California State U., Fresno<sup>b</sup>",2,46,6900,0,383,0,0,0,0,1255,0,2528,2734,0
11240,r048,"All minority-serving institutions -> California State U., Fullerton<sup>b</sup>",All minority-serving institutions,"California State U., Fullerton<sup>b</sup>",2,47,6871,0,584,0,0,0,0,3061,0,3226,0,0
11240,r049,"All minority-serving institutions -> U. Puerto Rico, Mayaguez<sup>b</sup>",All minority-serving institutions,"U. Puerto Rico, Mayaguez<sup>b</sup>",2,48,6571,2000,756,0,0,0,0,771,0,2977,68,0
11240,r050,All minority-serving institutions -> Morehouse C.,All minority-serving institutions,Morehouse C.,2,49,6060,0,0,0,0,0,0,0,0,6060,0,0
11240,r051,All minority-serving institutions -> Sisseton Wahpeton C.,All minority-serving institutions,Sisseton Wahpeton C.,2,50,5311,0,336,0,0,0,0,0,0,4571,403,0
11240,r052,All minority-serving institutions -> Bowie State U.,All minority-serving institutions,Bowie State U.,2,51,5233,0,111,0,0,0,250,255,0,4617,0,0
11240,r053,All minority-serving institutions -> Texas Southern U.,All minority-serving institutions,Texas Southern U.,2,52,5100,0,0,150,0,0,0,3268,60,1622,0,0
11240,r054,All minority-serving institutions -> Salish Kootenai C.,All minority-serving institutions,Salish Kootenai C.,2,53,4811,0,655,0,0,0,0,97,0,3453,605,0
11240,r055,All minority-serving institutions -> Spelman C.,All minority-serving institutions,Spelman C.,2,54,4284,0,0,0,0,0,0,1134,0,3114,0,37
11240,r056,All minority-serving institutions -> Norfolk State U.,All minority-serving institutions,Norfolk State U.,2,55,4175,0,452,56,0,0,0,0,0,3667,0,0
11240,r057,"All minority-serving institutions -> CUNY, Hostos Community C.",All minority-serving institutions,"CUNY, Hostos Community C.",2,56,4175,0,0,0,0,0,0,0,0,4175,0,0
11240,r058,"All minority-serving institutions -> California State U., San Marcos<sup>b</sup>",All minority-serving institutions,"California State U., San Marcos<sup>b</sup>",2,57,3880,0,1500,0,0,0,0,2180,200,0,0,0
11240,r059,All minority-serving institutions -> Northeastern Illinois U.,All minority-serving institutions,Northeastern Illinois U.,2,58,3847,0,0,0,0,0,0,1599,0,2248,0,0
11240,r060,"All minority-serving institutions -> CUNY, Graduate Center",All minority-serving institutions,"CUNY, Graduate Center",2,59,3836,0,0,0,0,0,0,334,0,3502,0,0
11240,r061,"All minority-serving institutions -> California State U., Dominguez Hills",All minority-serving institutions,"California State U., Dominguez Hills",2,60,3833,0,1121,0,0,0,0,850,0,1330,533,0
11240,r062,"All minority-serving institutions -> CUNY, New York City C. Technology",All minority-serving institutions,"CUNY, New York City C. Technology",2,61,3741,0,683,0,0,0,0,0,0,3058,0,0
11240,r063,All minority-serving institutions -> Dine C.,All minority-serving institutions,Dine C.,2,62,3462,0,0,0,0,0,0,1252,0,2200,10,0
11240,r064,All minority-serving institutions -> Oakwood U.,All minority-serving institutions,Oakwood U.,2,63,3437,0,0,0,0,0,247,2804,0,386,0,0
11240,r065,All minority-serving institutions -> Northwest Indian C.,All minority-serving institutions,Northwest Indian C.,2,64,3345,543,0,0,0,0,0,0,0,2399,403,0
11240,r066,All minority-serving institutions -> New Mexico Highlands U.,All minority-serving institutions,New Mexico Highlands U.,2,65,3164,0,0,0,0,0,0,186,0,2710,268,0
11240,r067,All minority-serving institutions -> U. Incarnate Word,All minority-serving institutions,U. Incarnate Word,2,66,3069,0,612,0,0,0,0,2225,0,231,0,0
11240,r068,"All minority-serving institutions -> CUNY, Borough of Manhattan Community C.",All minority-serving institutions,"CUNY, Borough of Manhattan Community C.",2,67,3032,0,0,0,0,0,0,0,0,3032,0,0
11240,r069,All minority-serving institutions -> Alabama State U.,All minority-serving institutions,Alabama State U.,2,68,2955,0,420,0,0,0,0,1425,0,1111,0,0
11240,r070,All minority-serving institutions -> Voorhees C.,All minority-serving institutions,Voorhees C.,2,69,2813,0,0,0,0,0,2813,0,0,0,0,0
11240,r071,"All minority-serving institutions -> CUNY, John Jay C. Criminal Justice",All minority-serving institutions,"CUNY, John Jay C. Criminal Justice",2,70,2764,0,0,0,0,0,0,1724,0,1040,0,0
11240,r072,"All minority-serving institutions -> California State U., Monterey Bay",All minority-serving institutions,"California State U., Monterey Bay",2,71,2751,0,0,0,92,0,0,1273,0,1021,364,0
11240,r073,All minority-serving institutions -> Texas A&M International U.,All minority-serving institutions,Texas A&M International U.,2,72,2534,0,0,122,0,0,0,1000,0,1412,0,0
11240,r074,All minority-serving institutions -> Navajo Technical U.,All minority-serving institutions,Navajo Technical U.,2,73,2444,0,594,0,0,0,0,0,0,1447,403,0
11240,r075,All minority-serving institutions -> Miami Dade C.,All minority-serving institutions,Miami Dade C.,2,74,2365,0,0,0,0,0,497,0,0,1869,0,0
11240,r076,All minority-serving institutions -> Albany State U.<sup>b</sup>,All minority-serving institutions,Albany State U.<sup>b</sup>,2,75,2352,0,0,0,0,0,0,0,0,2352,0,0
11240,r077,All minority-serving institutions -> Lake Erie C. of Osteopathic Medicine,All minority-serving institutions,Lake Erie C. of Osteopathic Medicine,2,76,2343,0,0,0,0,0,0,2343,0,0,0,0
11240,r078,All minority-serving institutions -> Fisk U.,All minority-serving institutions,Fisk U.,2,77,2281,0,160,0,0,0,0,523,0,1598,0,0
11240,r079,"All minority-serving institutions -> York C., City U. New York",All minority-serving institutions,"York C., City U. New York",2,78,2167,0,5,0,0,0,0,440,0,1723,0,0
11240,r080,All minority-serving institutions -> Chicago State U.,All minority-serving institutions,Chicago State U.,2,79,2131,0,0,850,0,0,0,111,0,1170,0,0
11240,r081,"All minority-serving institutions -> CUNY, Lehman C.",All minority-serving institutions,"CUNY, Lehman C.",2,80,2130,0,0,0,0,0,0,1416,0,714,0,0
11240,r082,"All minority-serving institutions -> U. Puerto Rico, Ponce",All minority-serving institutions,"U. Puerto Rico, Ponce",2,81,2083,0,528,0,0,0,0,1555,0,0,0,0
11240,r083,"All minority-serving institutions -> SUNY, Nassau Community C.",All minority-serving institutions,"SUNY, Nassau Community C.",2,82,1981,0,0,0,0,0,0,0,0,1981,0,0
11240,r084,"All minority-serving institutions -> Texas A&M U., San Antonio",All minority-serving institutions,"Texas A&M U., San Antonio",2,83,1884,0,90,898,0,0,0,0,0,895,0,0
11240,r085,All minority-serving institutions -> Aaniiih Nakoda C.,All minority-serving institutions,Aaniiih Nakoda C.,2,84,1850,0,0,0,0,0,0,0,0,1447,403,0
11240,r086,"All minority-serving institutions -> California State U., Bakersfield",All minority-serving institutions,"California State U., Bakersfield",2,85,1843,0,0,0,5,0,0,266,0,972,600,0
11240,r087,All minority-serving institutions -> Turtle Mountain Community C.,All minority-serving institutions,Turtle Mountain Community C.,2,86,1787,0,0,0,0,0,0,0,0,1202,585,0
11240,r088,All minority-serving institutions -> Tougaloo C.,All minority-serving institutions,Tougaloo C.,2,87,1772,0,0,0,0,0,0,1215,0,557,0,0
11240,r089,All minority-serving institutions -> Dillard U.,All minority-serving institutions,Dillard U.,2,88,1769,0,1015,0,0,0,250,381,0,122,0,0
11240,r090,"All minority-serving institutions -> U. North Carolina, The, Pembroke",All minority-serving institutions,"U. North Carolina, The, Pembroke",2,89,1767,0,667,0,0,0,0,1099,0,0,0,0
11240,r091,All minority-serving institutions -> Savannah State U.,All minority-serving institutions,Savannah State U.,2,90,1756,0,104,0,0,0,0,704,0,947,0,0
11240,r092,All minority-serving institutions -> Dominican C.,All minority-serving institutions,Dominican C.,2,91,1749,0,0,0,0,0,0,250,0,1499,0,0
11240,r093,All minority-serving institutions -> Winston-Salem State U.,All minority-serving institutions,Winston-Salem State U.,2,92,1585,0,0,0,0,0,0,1135,0,450,0,0
11240,r094,All minority-serving institutions -> Blackfeet Community C.,All minority-serving institutions,Blackfeet Community C.,2,93,1523,0,0,0,0,0,0,533,0,587,403,0
11240,r095,All minority-serving institutions -> Rio Hondo C.,All minority-serving institutions,Rio Hondo C.,2,94,1504,0,0,0,0,0,0,0,0,1504,0,0
11240,r096,All minority-serving institutions -> Mount Saint Mary's U.,All minority-serving institutions,Mount Saint Mary's U.,2,95,1496,0,0,0,0,0,0,0,0,1496,0,0
11240,r097,All minority-serving institutions -> San Jacinto Community C. District<sup>b</sup>,All minority-serving institutions,San Jacinto Community C. District<sup>b</sup>,2,96,1479,0,0,0,0,0,0,0,0,1479,0,0
11240,r098,All minority-serving institutions -> Fayetteville State U.,All minority-serving institutions,Fayetteville State U.,2,97,1469,0,5,0,0,0,0,318,0,1146,0,0
11240,r099,All minority-serving institutions -> Dominican U.,All minority-serving institutions,Dominican U.,2,98,1465,0,479,0,0,0,0,0,0,986,0,0
11240,r100,"All minority-serving institutions -> California State U., San Bernardino<sup>b</sup>",All minority-serving institutions,"California State U., San Bernardino<sup>b</sup>",2,99,1408,0,0,0,0,0,0,1408,0,0,0,0
11240,r101,All minority-serving institutions -> U. Houston-Clear Lake,All minority-serving institutions,U. Houston-Clear Lake,2,100,1392,0,0,0,0,0,0,0,0,1392,0,0
11240,r102,All minority-serving institutions -> Polytechnic U. Puerto Rico,All minority-serving institutions,Polytechnic U. Puerto Rico,2,101,1330,0,0,0,0,0,0,0,0,1330,0,0
11240,r103,All minority-serving institutions -> United Tribes Technical C.,All minority-serving institutions,United Tribes Technical C.,2,102,1277,0,0,0,0,0,0,0,0,874,403,0
11240,r104,"All minority-serving institutions -> St. Mary's U., San Antonio",All minority-serving institutions,"St. Mary's U., San Antonio",2,103,1249,0,0,0,0,0,0,475,0,774,0,0
11240,r105,All minority-serving institutions -> Hillsborough Community C.,All minority-serving institutions,Hillsborough Community C.,2,104,1240,0,0,0,0,0,0,0,0,1240,0,0
11240,r106,All minority-serving institutions -> Texas Woman's U.,All minority-serving institutions,Texas Woman's U.,2,105,1225,0,150,0,0,0,0,533,0,542,0,0
11240,r107,All minority-serving institutions -> C. Muscogee Nation,All minority-serving institutions,C. Muscogee Nation,2,106,1153,0,0,0,0,0,0,0,0,0,1153,0
11240,r108,All minority-serving institutions -> William Paterson U.,All minority-serving institutions,William Paterson U.,2,107,1148,0,0,0,0,0,0,548,0,600,0,0
11240,r109,"All minority-serving institutions -> U. Puerto Rico, Aguadilla",All minority-serving institutions,"U. Puerto Rico, Aguadilla",2,108,1131,0,0,0,0,0,231,0,0,899,0,0
11240,r110,All minority-serving institutions -> Nueta Hidatsa Sahnish C.,All minority-serving institutions,Nueta Hidatsa Sahnish C.,2,109,1103,0,0,0,0,0,0,0,0,700,403,0
11240,r111,"All minority-serving institutions -> U. Puerto Rico, Humacao",All minority-serving institutions,"U. Puerto Rico, Humacao",2,110,1098,0,0,0,0,0,0,376,0,722,0,0
11240,r112,All minority-serving institutions -> Connecticut Board of Regents for Higher Education<sup>b</sup>,All minority-serving institutions,Connecticut Board of Regents for Higher Education<sup>b</sup>,2,111,1044,0,0,0,0,0,0,0,0,1044,0,0
11240,r113,All minority-serving institutions -> Allan Hancock C.,All minority-serving institutions,Allan Hancock C.,2,112,1042,0,0,0,0,0,0,0,0,1042,0,0
11240,r114,All minority-serving institutions -> Tohono O'odham Community C.,All minority-serving institutions,Tohono O'odham Community C.,2,113,998,0,0,0,0,0,0,0,0,595,403,0
11240,r115,All minority-serving institutions -> Claflin U.,All minority-serving institutions,Claflin U.,2,114,987,0,629,0,0,0,0,358,0,0,0,0
11240,r116,All minority-serving institutions -> Oglala Lakota C.,All minority-serving institutions,Oglala Lakota C.,2,115,924,0,0,0,0,0,0,236,0,285,403,0
11240,r117,All minority-serving institutions -> Harris-Stowe State U.,All minority-serving institutions,Harris-Stowe State U.,2,116,902,0,0,0,0,0,0,0,0,902,0,0
11240,r118,"All minority-serving institutions -> California State Polytechnic U., Pomona<sup>b</sup>",All minority-serving institutions,"California State Polytechnic U., Pomona<sup>b</sup>",2,117,859,0,345,0,0,0,0,515,0,0,0,0
11240,r119,"All minority-serving institutions -> California State U., Channel Islands",All minority-serving institutions,"California State U., Channel Islands",2,118,847,0,0,0,0,0,0,364,0,484,0,0
11240,r120,All minority-serving institutions -> Elizabeth City State U.,All minority-serving institutions,Elizabeth City State U.,2,119,841,0,448,0,0,269,0,123,0,0,0,0
11240,r121,All minority-serving institutions -> Rush U.<sup>b</sup>,All minority-serving institutions,Rush U.<sup>b</sup>,2,120,800,0,0,0,0,0,0,800,0,0,0,0
11240,r122,All minority-serving institutions -> U. Bridgeport,All minority-serving institutions,U. Bridgeport,2,121,796,0,200,0,0,0,0,396,0,200,0,0
11240,r123,All minority-serving institutions -> Inter American U. Puerto Rico<sup>b</sup>,All minority-serving institutions,Inter American U. Puerto Rico<sup>b</sup>,2,122,782,0,600,0,0,0,0,182,0,0,0,0
11240,r124,All minority-serving institutions -> Merced Community C. District,All minority-serving institutions,Merced Community C. District,2,123,750,0,0,0,0,0,0,0,0,750,0,0
11240,r125,All minority-serving institutions -> Ilisagvik C.<sup>b</sup>,All minority-serving institutions,Ilisagvik C.<sup>b</sup>,2,124,743,0,0,0,0,0,0,0,0,200,543,0
11240,r126,All minority-serving institutions -> Universidad Central del Caribe,All minority-serving institutions,Universidad Central del Caribe,2,125,742,0,0,0,0,0,0,742,0,0,0,0
11240,r127,All minority-serving institutions -> Wayland Baptist U.,All minority-serving institutions,Wayland Baptist U.,2,126,741,0,0,0,0,0,0,0,0,741,0,0
11240,r128,All minority-serving institutions -> Lane C.,All minority-serving institutions,Lane C.,2,127,691,0,0,0,0,0,0,0,0,691,0,0
11240,r129,All minority-serving institutions -> Red Lake Nation C.,All minority-serving institutions,Red Lake Nation C.,2,128,666,0,0,0,0,0,0,0,0,263,403,0
11240,r130,All minority-serving institutions -> National Louis U.,All minority-serving institutions,National Louis U.,2,129,659,0,0,0,0,0,0,0,0,659,0,0
11240,r131,"All minority-serving institutions -> Southwestern C., Chula Vista",All minority-serving institutions,"Southwestern C., Chula Vista",2,130,650,0,0,0,0,0,0,0,0,650,0,0
11240,r132,All minority-serving institutions -> C. Canyons,All minority-serving institutions,C. Canyons,2,131,646,0,0,0,0,0,0,0,0,646,0,0
11240,r133,All minority-serving institutions -> Little Priest Tribal C.,All minority-serving institutions,Little Priest Tribal C.,2,132,627,0,0,0,0,0,0,0,0,627,0,0
11240,r134,"All minority-serving institutions -> U. Puerto Rico, Cayey",All minority-serving institutions,"U. Puerto Rico, Cayey",2,133,618,0,0,0,0,0,0,314,0,304,0,0
11240,r135,All minority-serving institutions -> Cankdeska Cikana Community C.,All minority-serving institutions,Cankdeska Cikana Community C.,2,134,607,0,0,0,0,0,0,0,0,0,607,0
11240,r136,All minority-serving institutions -> Sitting Bull C.,All minority-serving institutions,Sitting Bull C.,2,135,600,0,0,0,0,0,0,0,0,197,403,0
11240,r137,All minority-serving institutions -> Benedict C.,All minority-serving institutions,Benedict C.,2,136,590,0,0,0,0,0,0,97,0,493,0,0
11240,r138,All minority-serving institutions -> Stillman C.,All minority-serving institutions,Stillman C.,2,137,570,0,0,0,0,0,198,220,0,153,0,0
11240,r139,All minority-serving institutions -> Community C. Philadelphia,All minority-serving institutions,Community C. Philadelphia,2,138,547,0,0,0,0,0,0,0,0,547,0,0
11240,r140,"All minority-serving institutions -> CUNY, Queensborough Community C.",All minority-serving institutions,"CUNY, Queensborough Community C.",2,139,530,0,0,0,0,0,0,317,0,213,0,0
11240,r141,"All minority-serving institutions -> California State U., Stanislaus",All minority-serving institutions,"California State U., Stanislaus",2,140,520,0,0,0,26,0,0,102,113,279,0,0
11240,r142,All minority-serving institutions -> Valencia C.,All minority-serving institutions,Valencia C.,2,141,510,0,0,0,0,0,0,0,0,510,0,0
11240,r143,All minority-serving institutions -> Leech Lake Tribal C.,All minority-serving institutions,Leech Lake Tribal C.,2,142,506,0,0,0,0,0,0,0,0,0,506,0
11240,r144,All minority-serving institutions -> Institute of American Indian and Alaska Native Culture and Arts Development,All minority-serving institutions,Institute of American Indian and Alaska Native Culture and Arts Development,2,143,505,0,0,0,0,0,0,0,0,0,505,0
11240,r145,All minority-serving institutions -> Nebraska Indian Community C.,All minority-serving institutions,Nebraska Indian Community C.,2,144,503,0,0,0,0,0,0,0,0,0,503,0
11240,r146,All minority-serving institutions -> Our Lady of the Lake U.,All minority-serving institutions,Our Lady of the Lake U.,2,145,500,0,0,0,0,0,0,0,0,500,0,0
11240,r147,All minority-serving institutions -> Mercy C.,All minority-serving institutions,Mercy C.,2,146,479,0,0,0,0,0,0,479,0,0,0,0
11240,r148,"All minority-serving institutions -> CUNY, Bronx Community C.",All minority-serving institutions,"CUNY, Bronx Community C.",2,147,470,0,0,0,0,0,0,0,0,470,0,0
11240,r149,All minority-serving institutions -> Monterey Peninsula C.,All minority-serving institutions,Monterey Peninsula C.,2,148,437,0,0,0,0,0,0,0,0,437,0,0
11240,r150,All minority-serving institutions -> Cerritos C.,All minority-serving institutions,Cerritos C.,2,149,429,0,0,79,0,0,0,0,0,350,0,0
11240,r151,"All minority-serving institutions -> Universidad Ana G. Mendez, Gurabo Campus",All minority-serving institutions,"Universidad Ana G. Mendez, Gurabo Campus",2,150,428,0,0,0,0,0,250,178,0,0,0,0
11240,r152,All minority-serving institutions -> Bay Mills Community C.,All minority-serving institutions,Bay Mills Community C.,2,151,403,0,0,0,0,0,0,0,0,0,403,0
11240,r153,All minority-serving institutions -> C. Menominee Nation<sup>b</sup>,All minority-serving institutions,C. Menominee Nation<sup>b</sup>,2,151,403,0,0,0,0,0,0,0,0,0,403,0
11240,r154,All minority-serving institutions -> Fort Peck Community C.,All minority-serving institutions,Fort Peck Community C.,2,151,403,0,0,0,0,0,0,0,0,0,403,0
11240,r155,All minority-serving institutions -> Lac Courte Oreilles Ojibwe C.,All minority-serving institutions,Lac Courte Oreilles Ojibwe C.,2,151,403,0,0,0,0,0,0,0,0,0,403,0
11240,r156,All minority-serving institutions -> Little Big Horn C.,All minority-serving institutions,Little Big Horn C.,2,151,403,0,0,0,0,0,0,0,0,0,403,0
11240,r157,All minority-serving institutions -> Sinte Gleska U.,All minority-serving institutions,Sinte Gleska U.,2,151,403,0,0,0,0,0,0,0,0,0,403,0
11240,r158,All minority-serving institutions -> Stone Child C.,All minority-serving institutions,Stone Child C.,2,151,403,0,0,0,0,0,0,0,0,0,403,0
11240,r159,All minority-serving institutions -> White Earth Tribal and Community C.,All minority-serving institutions,White Earth Tribal and Community C.,2,151,403,0,0,0,0,0,0,0,0,0,403,0
11240,r160,"All minority-serving institutions -> Los Angeles Community C. District, Pierce C.",All minority-serving institutions,"Los Angeles Community C. District, Pierce C.",2,159,400,0,0,0,0,0,0,0,0,400,0,0
