table_id,row_id,location_full_path,location_level_1,location_level_2,location_level_3,location_hierarchy_depth,field_total,field_paid_for_by_the_company,field_paid_for_by_others
9685,r001,Total,Total,,,1,"['135,412', '  ']","['120,270', '  ']","['15,142', 'i ']"
9685,r002,Total -> Puerto Rico<sup>a</sup>,Total,Puerto Rico<sup>a</sup>,,2,"['743', 'i ']","['698', 'i ']","['44', '  ']"
9685,r003,Total -> Canada,Total,Canada,,2,"['9,283', '  ']","['8,354', '  ']","['929', '  ']"
9685,r004,Total -> Latin America and other Western Hemisphere<sup>b</sup>,Total,Latin America and other Western Hemisphere<sup>b</sup>,,2,"['5,376', '  ']","['4,794', '  ']","['581', 'i ']"
9685,r005,Total -> Latin America and other Western Hemisphere<sup>b</sup> -> Argentina,Total,Latin America and other Western Hemisphere<sup>b</sup>,Argentina,3,"['456', 'i ']","['270', '  ']","['186', 'i ']"
9685,r006,Total -> Latin America and other Western Hemisphere<sup>b</sup> -> Brazil,Total,Latin America and other Western Hemisphere<sup>b</sup>,Brazil,3,"['1,387', '  ']","['1,226', '  ']","['161', 'i ']"
9685,r007,Total -> Latin America and other Western Hemisphere<sup>b</sup> -> Chile,Total,Latin America and other Western Hemisphere<sup>b</sup>,Chile,3,"['233', '  ']","['205', '  ']","['28', 'i ']"
9685,r008,Total -> Latin America and other Western Hemisphere<sup>b</sup> -> Mexico,Total,Latin America and other Western Hemisphere<sup>b</sup>,Mexico,3,"['1,505', '  ']","['1,363', '  ']","['142', 'i ']"
9685,r009,Total -> Latin America and other Western Hemisphere<sup>b</sup> -> Other Latin American and Western Hemisphere locations,Total,Latin America and other Western Hemisphere<sup>b</sup>,Other Latin American and Western Hemisphere locations,3,"['1,795', 'i ']","['1,731', '  ']","['64', 'i ']"
9685,r010,Total -> Africa,Total,Africa,,2,"['605', '  ']","['457', '  ']","['148', 'i ']"
9685,r011,Total -> Africa -> South Africa,Total,Africa,South Africa,3,"['345', 'i ']","['206', '  ']","['139', 'i ']"
9685,r012,Total -> Africa -> Other African locations,Total,Africa,Other African locations,3,"['260', '  ']","['251', '  ']","['9', 'i ']"
9685,r013,Total -> Asia and Pacific,Total,Asia and Pacific,,2,"['45,196', '  ']","['41,804', '  ']","['3,392', 'i ']"
9685,r014,Total -> Asia and Pacific -> Australia,Total,Asia and Pacific,Australia,3,"['2,566', '  ']","['2,342', '  ']","['224', 'i ']"
9685,r015,Total -> Asia and Pacific -> China,Total,Asia and Pacific,China,3,"['11,639', '  ']","['10,775', '  ']","['864', '  ']"
9685,r016,Total -> Asia and Pacific -> Hong Kong,Total,Asia and Pacific,Hong Kong,3,"['643', '  ']","['620', '  ']","['23', 'i ']"
9685,r017,Total -> Asia and Pacific -> India,Total,Asia and Pacific,India,3,"['14,314', '  ']","['13,814', '  ']","['501', 'i ']"
9685,r018,Total -> Asia and Pacific -> Indonesia,Total,Asia and Pacific,Indonesia,3,"['41', '  ']","['37', '  ']","['4', 'i ']"
9685,r019,Total -> Asia and Pacific -> Japan,Total,Asia and Pacific,Japan,3,"['5,241', '  ']","['4,316', '  ']","['925', 'i ']"
9685,r020,Total -> Asia and Pacific -> Malaysia,Total,Asia and Pacific,Malaysia,3,"['1,094', '  ']","['1,070', '  ']","['24', 'i ']"
9685,r021,Total -> Asia and Pacific -> New Zealand,Total,Asia and Pacific,New Zealand,3,"['356', '  ']","['232', '  ']","['124', 'i ']"
9685,r022,Total -> Asia and Pacific -> Singapore,Total,Asia and Pacific,Singapore,3,"['3,237', '  ']","['2,944', '  ']","['293', 'i ']"
9685,r023,Total -> Asia and Pacific -> South Korea,Total,Asia and Pacific,South Korea,3,"['1,998', '  ']","['1,781', '  ']","['218', 'i ']"
9685,r024,Total -> Asia and Pacific -> Taiwan,Total,Asia and Pacific,Taiwan,3,"['2,662', '  ']","['2,528', '  ']","['134', '  ']"
9685,r025,Total -> Asia and Pacific -> Thailand,Total,Asia and Pacific,Thailand,3,"['470', '  ']","['446', '  ']","['24', 'i ']"
9685,r026,Total -> Asia and Pacific -> Other Asian or Pacific locations,Total,Asia and Pacific,Other Asian or Pacific locations,3,"['934', '  ']","['898', '  ']","['36', 'i ']"
9685,r027,Total -> Europe,Total,Europe,,2,"['64,996', '  ']","['55,148', '  ']","['9,848', 'i ']"
9685,r028,Total -> Europe -> Austria,Total,Europe,Austria,3,"['563', '  ']","['481', '  ']","['82', 'i ']"
9685,r029,Total -> Europe -> Belgium,Total,Europe,Belgium,3,"['3,033', '  ']","['2,774', '  ']","['259', 'i ']"
9685,r030,Total -> Europe -> Czechia,Total,Europe,Czechia,3,"['654', '  ']","['582', '  ']","['72', 'i ']"
9685,r031,Total -> Europe -> Denmark,Total,Europe,Denmark,3,"['951', '  ']","['912', '  ']","['39', 'i ']"
9685,r032,Total -> Europe -> Finland,Total,Europe,Finland,3,"['646', '  ']","['599', '  ']","['47', '  ']"
9685,r033,Total -> Europe -> France,Total,Europe,France,3,"['4,165', '  ']","['3,282', '  ']","['883', 'i ']"
9685,r034,Total -> Europe -> Germany,Total,Europe,Germany,3,"['10,450', '  ']","['9,531', '  ']","['919', 'i ']"
9685,r035,Total -> Europe -> Hungary,Total,Europe,Hungary,3,"['366', '  ']","['242', '  ']","['124', 'i ']"
9685,r036,Total -> Europe -> Ireland,Total,Europe,Ireland,3,"['5,704', '  ']","['5,484', '  ']","['221', 'i ']"
9685,r037,Total -> Europe -> Italy,Total,Europe,Italy,3,"['1,927', '  ']","['1,646', '  ']","['281', 'i ']"
9685,r038,Total -> Europe -> Luxembourg,Total,Europe,Luxembourg,3,"['506', 'i ']","['428', '  ']","['78', 'i ']"
9685,r039,Total -> Europe -> Netherlands,Total,Europe,Netherlands,3,"['4,086', '  ']","['3,028', '  ']","['1,058', 'i ']"
9685,r040,Total -> Europe -> Norway,Total,Europe,Norway,3,"['434', '  ']","['413', '  ']","['21', '  ']"
9685,r041,Total -> Europe -> Poland,Total,Europe,Poland,3,"['1,232', '  ']","['1,040', '  ']","['192', 'i ']"
9685,r042,Total -> Europe -> Russia,Total,Europe,Russia,3,"['669', '  ']","['523', '  ']","['147', 'i ']"
9685,r043,Total -> Europe -> Spain,Total,Europe,Spain,3,"['2,179', 'i ']","['1,395', '  ']","['784', 'i ']"
