table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_foreign_companies_subsidiariesa,field_foreign_companies_company_s_parent,field_foreign_companies_unaffiliated_companies,field_foreign_government_agencies,field_foreign_universities_colleges_and_academic_researchers,field_all_other
8832,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['162', '&nbsp;']","['5', '&nbsp;']","['157', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']"
8832,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['66', '&nbsp;']","['0', '&nbsp;']","['66', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['284 - 291', '&nbsp;']","['0', '&nbsp;']","['284 - 291', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['10,781', '&nbsp;']","['3,572', '&nbsp;']","['6,342', '&nbsp;']","['856', '&nbsp;']","['0 - 4', '&nbsp;']","['*', '&nbsp;']","['4 - 12', '&nbsp;']"
8832,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['203', '&nbsp;']","['17', '&nbsp;']","['187', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['5 - 15', '&nbsp;']","['1', '&nbsp;']","['0 - 11', '&nbsp;']","['4', '&nbsp;']","['0', '&nbsp;']","['*', 'i']","['0', '&nbsp;']"
8832,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['41', '&nbsp;']","['35', '&nbsp;']","['5', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['96', '&nbsp;']","['1', '&nbsp;']","['95', '&nbsp;']","['*', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['14', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['12', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['12', '&nbsp;']","['4', '&nbsp;']","['7', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['861', '&nbsp;']","['37', '&nbsp;']","['684', '&nbsp;']","['141', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['14 - 62', '&nbsp;']","['5 - 11', '&nbsp;']","['0 - 57', '&nbsp;']","['0 - 57', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['685', '&nbsp;']","['0', '&nbsp;']","['606', '&nbsp;']","['79', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['10', '&nbsp;']","['0', '&nbsp;']","['10', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['102 - 153', '&nbsp;']","['26 - 32', '&nbsp;']","['10 - 70', '&nbsp;']","['4 - 63', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['16,582', '&nbsp;']","['13,594', '&nbsp;']","['2,727', '&nbsp;']","['227', '&nbsp;']","['29', '&nbsp;']","['*', '&nbsp;']","['6', '&nbsp;']"
8832,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['125 - 10,885', 'i']","['0 - 10,756', 'i']","['116', '&nbsp;']","['7', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['4', '&nbsp;']"
8832,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['3,605', '&nbsp;']","['1,367', '&nbsp;']","['2,068', '&nbsp;']","['169', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['2', '&nbsp;']"
8832,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['657 - 5,306', '&nbsp;']","['84 - 4,730', '&nbsp;']","['503', '&nbsp;']","['43', '&nbsp;']","['29', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['305', 'i']","['81', 'i']","['224', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['238', '&nbsp;']","['4', '&nbsp;']","['160 - 235', '&nbsp;']","['0 - 44', '&nbsp;']","['0 - 30', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['113 - 4,762', '&nbsp;']","['0 - 4,644', '&nbsp;']","['43 - 120', '&nbsp;']","['0 - 44', '&nbsp;']","['0 - 30', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['47 - 12,193', '&nbsp;']","['0 - 12,144', '&nbsp;']","['40', '&nbsp;']","['8', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['585', '&nbsp;']","['162', '&nbsp;']","['413', '&nbsp;']","['10', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['3,537', '&nbsp;']","['413', '&nbsp;']","['2,664', '&nbsp;']","['362', 'i']","['95', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']"
8832,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['2,851 - 3,246', '&nbsp;']","['9 - 401', '&nbsp;']","['2,570', '&nbsp;']","['273', 'i']","['*', 'i']","['0', '&nbsp;']","['*', 'i']"
8832,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['227 - 245', '&nbsp;']","['13', '&nbsp;']","['42', '&nbsp;']","['74 - 90', '&nbsp;']","['95', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']"
8832,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['223', '&nbsp;']","['13', '&nbsp;']","['42', '&nbsp;']","['75', '&nbsp;']","['90', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']"
8832,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['4 - 21', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0 - 16', '&nbsp;']","['5', 'i']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['51 - 459', '&nbsp;']","['0 - 392', '&nbsp;']","['52', '&nbsp;']","['0 - 16', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['0 - 172', '&nbsp;']","['0 - 172', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['478 - 683', '&nbsp;']","['392 - 565', '&nbsp;']","['78 - 199', '&nbsp;']","['7', '&nbsp;']","['0 - 4', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']"
8832,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['479', '&nbsp;']","['393', '&nbsp;']","['79', '&nbsp;']","['7', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']"
8832,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['0 - 204', '&nbsp;']","['0 - 172', '&nbsp;']","['0 - 120', '&nbsp;']","['0', '&nbsp;']","['0 - 4', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['12,123', 'i']","['8,054', 'i']","['3,622', '&nbsp;']","['435', '&nbsp;']","['2', '&nbsp;']","['2', '&nbsp;']","['9', '&nbsp;']"
8832,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['59', '&nbsp;']","['31 - 59', '&nbsp;']","['0', '&nbsp;']","['0 - 26', 'i']","['0', '&nbsp;']","['0', '&nbsp;']","['1', 'i']"
8832,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['7', '&nbsp;']","['3', '&nbsp;']","['4', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['33', '&nbsp;']","['1', 'i']","['32', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['204 - 2,583', 'i']","['204 - 2,535', 'i']","['0 - 51', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['5,909', 'i']","['5,454', 'i']","['427', '&nbsp;']","['28', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']"
8832,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['1,188', '&nbsp;']","['1,001', '&nbsp;']","['187', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']"
8832,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['1,188', '&nbsp;']","['1,001', '&nbsp;']","['187', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']"
8832,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['26 - 64', '&nbsp;']","['0', '&nbsp;']","['26 - 64', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']"
8832,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['552', '&nbsp;']","['404 - 421', '&nbsp;']","['101 - 121', '&nbsp;']","['28', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['4,104 - 4,144', 'i']","['4,031 - 4,050', 'i']","['54 - 113', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['0 - 2,298', '&nbsp;']","['0 - 2,298', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['3,533', '&nbsp;']","['32', '&nbsp;']","['3,111', '&nbsp;']","['380', '&nbsp;']","['1', '&nbsp;']","['2', '&nbsp;']","['7', '&nbsp;']"
8832,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['35', '&nbsp;']","['4', '&nbsp;']","['27', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']"
8832,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['2,328', '&nbsp;']","['12', '&nbsp;']","['2,277', '&nbsp;']","['38', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']"
8832,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['1,085', '&nbsp;']","['11', '&nbsp;']","['777', '&nbsp;']","['296', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
8832,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['9', 'i']","['0', '&nbsp;']","['9', 'i']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['225', '&nbsp;']","['0', '&nbsp;']","['194', '&nbsp;']","['30', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['851', '&nbsp;']","['11', '&nbsp;']","['573', '&nbsp;']","['266', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
8832,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['85', '&nbsp;']","['6', '&nbsp;']","['30', '&nbsp;']","['42', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['7', '&nbsp;']"
8832,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['3', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']"
8832,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['0 - 76', '&nbsp;']","['0', '&nbsp;']","['0 - 51', '&nbsp;']","['0 - 26', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8832,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['47,052', '&nbsp;']","['27,038', '&nbsp;']","['17,784', '&nbsp;']","['2,070', '&nbsp;']","['128', '&nbsp;']","['2', '&nbsp;']","['30', '&nbsp;']"
8832,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8832,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['182', '&nbsp;']","['23', '&nbsp;']","['127', '&nbsp;']","['29', '&nbsp;']","['3', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']"
8832,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['509', '&nbsp;']","['42', '&nbsp;']","['414', '&nbsp;']","['42', '&nbsp;']","['1', '&nbsp;']","['*', 'i']","['10', '&nbsp;']"
8832,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8832,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['706', '&nbsp;']","['47', '&nbsp;']","['551', '&nbsp;']","['105', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']"
8832,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['1,129', '&nbsp;']","['277', '&nbsp;']","['689', '&nbsp;']","['153', '&nbsp;']","['*', '&nbsp;']","['*', 'i']","['10', '&nbsp;']"
