table_id,row_id,time_period,value
4102,r001,ICILS 2018 average,"['496', '*']"
4102,r002,ICILS 2018 average,"['500', '&nbsp;']"
4102,r003,ICILS 2018 average,na
4102,r004,ICILS 2018 average -> Chile,"['476', '*']"
4102,r005,ICILS 2018 average -> Chile,"['NA', '&nbsp;']"
4102,r006,ICILS 2018 average -> Chile,Yes
4102,r007,"ICILS 2018 average -> Denmark<sup>a,b</sup>","['553', '*']"
4102,r008,"ICILS 2018 average -> Denmark<sup>a,b</sup>","['527', '*']"
4102,r009,"ICILS 2018 average -> Denmark<sup>a,b</sup>",Yes
4102,r010,ICILS 2018 average -> Finland,"['531', '*']"
4102,r011,ICILS 2018 average -> Finland,"['508', '*']"
4102,r012,ICILS 2018 average -> Finland,Yes
4102,r013,ICILS 2018 average -> France,"['499', '*']"
4102,r014,ICILS 2018 average -> France,"['501', '&nbsp;']"
4102,r015,ICILS 2018 average -> France,Yes
4102,r016,ICILS 2018 average -> Germany,"['518', '&nbsp;']"
4102,r017,ICILS 2018 average -> Germany,"['486', '*']"
4102,r018,ICILS 2018 average -> Germany,Yes
4102,r019,ICILS 2018 average -> Italy<sup>c</sup>,"['461', '*']"
4102,r020,ICILS 2018 average -> Italy<sup>c</sup>,"['NA', '&nbsp;']"
4102,r021,ICILS 2018 average -> Italy<sup>c</sup>,Yes
4102,r022,ICILS 2018 average -> Kazakhstan<sup>b</sup>,"['395', '*']"
4102,r023,ICILS 2018 average -> Kazakhstan<sup>b</sup>,"['NA', '&nbsp;']"
4102,r024,ICILS 2018 average -> Kazakhstan<sup>b</sup>,No
4102,r025,ICILS 2018 average -> South Korea,"['542', '*']"
4102,r026,ICILS 2018 average -> South Korea,"['536', '*']"
4102,r027,ICILS 2018 average -> South Korea,Yes
4102,r028,ICILS 2018 average -> Luxembourg,"['482', '*']"
4102,r029,ICILS 2018 average -> Luxembourg,"['460', '*']"
4102,r030,ICILS 2018 average -> Luxembourg,Yes
4102,r031,ICILS 2018 average -> Moscow,"['549', '*']"
4102,r032,ICILS 2018 average -> Moscow,"['NA', '&nbsp;']"
4102,r033,ICILS 2018 average -> Moscow,No
4102,r034,ICILS 2018 average -> North Rhine&#8211;Westphalia,"['515', '&nbsp;']"
4102,r035,ICILS 2018 average -> North Rhine&#8211;Westphalia,"['485', '*']"
4102,r036,ICILS 2018 average -> North Rhine&#8211;Westphalia,No
4102,r037,"ICILS 2018 average -> Portugal<sup>b,d</sup>","['516', '&nbsp;']"
4102,r038,"ICILS 2018 average -> Portugal<sup>b,d</sup>","['482', '*']"
4102,r039,"ICILS 2018 average -> Portugal<sup>b,d</sup>",Yes
4102,r040,ICILS 2018 average -> United States<sup>e</sup>,"['519', '&nbsp;']"
4102,r041,ICILS 2018 average -> United States<sup>e</sup>,"['498', '&nbsp;']"
4102,r042,ICILS 2018 average -> United States<sup>e</sup>,Yes
4102,r043,ICILS 2018 average -> Uruguay,"['450', '*']"
4102,r044,ICILS 2018 average -> Uruguay,"['NA', '&nbsp;']"
4102,r045,ICILS 2018 average -> Uruguay,No
