table_id,row_id,sex_field_citizenship_ethnicity_and_race_full_path,sex_field_citizenship_ethnicity_and_race_level_1,sex_field_citizenship_ethnicity_and_race_level_2,sex_field_citizenship_ethnicity_and_race_level_3,sex_field_citizenship_ethnicity_and_race_level_4,sex_field_citizenship_ethnicity_and_race_level_5,sex_field_citizenship_ethnicity_and_race_level_6,sex_field_citizenship_ethnicity_and_race_level_7,sex_field_citizenship_ethnicity_and_race_level_8,sex_field_citizenship_ethnicity_and_race_level_9,sex_field_citizenship_ethnicity_and_race_level_10,sex_field_citizenship_ethnicity_and_race_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3267,r001,Both sexes,Both sexes,,,,,,,,,,1,,,,,,,,,,,
3267,r002,Both sexes -> All fields,Both sexes,All fields,,,,,,,,,2,631711,665473,698528,736455,759538,756975,759796,763980,791237,810108,825621
3267,r003,Both sexes -> All fields -> U.S. citizen and permanent resident,Both sexes,All fields,U.S. citizen and permanent resident,,,,,,,,3,558844,585823,617074,650538,670311,662486,655968,646832,655251,664628,680537
3267,r004,Both sexes -> All fields -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,All fields,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,,,,4,37354,40395,43037,46594,50398,52804,56007,58619,63063,67353,72630
3267,r005,Both sexes -> All fields -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,All fields,U.S. citizen and permanent resident,Not Hispanic or Latino,,,,,,,4,521490,545428,574037,603944,619913,609682,599961,588213,592188,597275,607907
3267,r006,Both sexes -> All fields -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,All fields,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,,,,,5,3324,3310,3464,3507,3282,3350,3188,3116,3244,3142,3084
3267,r007,Both sexes -> All fields -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian,Both sexes,All fields,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian,,,,,,5,na,na,na,37473,39001,38950,38800,39188,40628,42815,45066
3267,r008,Both sexes -> All fields -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,,,,,5,32942,35086,37307,na,na,na,na,na,na,na,na
3267,r009,Both sexes -> All fields -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,,,,,5,57473,61713,66817,71393,75931,79618,80576,79680,81382,82908,84837
3267,r010,Both sexes -> All fields -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,,,,5,na,na,na,1272,1521,1687,1755,1519,1514,1537,1559
3267,r011,Both sexes -> All fields -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,,,,,5,362206,374920,389668,410814,419809,413610,405699,396460,396186,401523,408500
3267,r012,Both sexes -> All fields -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,,,,,5,na,na,na,5970,8751,10720,12229,13375,15227,16370,17542
3267,r013,Both sexes -> All fields -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,,,,,5,65545,70399,76781,73515,71618,61747,57714,54875,54007,48980,47319
3267,r014,Both sexes -> All fields -> Temporary resident,Both sexes,All fields,Temporary resident,,,,,,,,3,72867,79650,81454,85917,89227,94489,103828,117148,135986,145480,145084
3267,r015,Both sexes -> All fields -> All S&E,Both sexes,All fields,All S&E,,,,,,,,3,126404,134517,139926,150653,161372,166397,171228,180955,198292,206172,208427
3267,r016,Both sexes -> All fields -> All S&E -> U.S. citizen and permanent resident,Both sexes,All fields,All S&E,U.S. citizen and permanent resident,,,,,,,4,94318,98503,103552,111438,120430,123136,123884,122231,124355,124686,128417
3267,r017,Both sexes -> All fields -> All S&E -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,All fields,All S&E,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,,,5,6216,6634,7379,8411,9449,10161,10893,11392,12330,13092,14025
3267,r018,Both sexes -> All fields -> All S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,All fields,All S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,,,,,,5,88102,91869,96173,103027,110981,112975,112991,110839,112025,111594,114392
3267,r019,Both sexes -> All fields -> All S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,All fields,All S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,,,,6,553,560,629,584,603,597,589,548,583,618,573
3267,r020,Both sexes -> All fields -> All S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian,Both sexes,All fields,All S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian,,,,,6,na,na,na,10347,10539,10992,10785,10976,11643,12837,13027
3267,r021,Both sexes -> All fields -> All S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,All S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,,,,6,9177,9664,9959,na,na,na,na,na,na,na,na
3267,r022,Both sexes -> All fields -> All S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,All S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,,,,6,8908,9339,10292,10961,12063,13112,13280,13239,13334,13160,13814
3267,r023,Both sexes -> All fields -> All S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,All S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,,,6,na,na,na,230,238,255,273,269,233,294,260
3267,r024,Both sexes -> All fields -> All S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,All S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,,,,6,59126,60774,62633,67712,73327,73856,74278,72869,72815,72596,74346
3267,r025,Both sexes -> All fields -> All S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,All S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,,,,6,na,na,na,1335,2067,2545,2913,3105,3469,3796,4133
3267,r026,Both sexes -> All fields -> All S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,All S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,,,,6,10338,11532,12660,11858,12144,11618,10873,9833,9948,8293,8239
3267,r027,Both sexes -> All fields -> All S&E -> Temporary resident,Both sexes,All fields,All S&E,Temporary resident,,,,,,,4,32086,36014,36374,39215,40942,43261,47344,58724,73937,81486,80010
3267,r028,Both sexes -> All fields -> All S&E -> Science,Both sexes,All fields,All S&E,Science,,,,,,,4,93227,98007,102312,109371,118197,123009,125866,131748,143126,149201,152445
3267,r029,Both sexes -> All fields -> All S&E -> Science -> U.S. citizen and permanent resident,Both sexes,All fields,All S&E,Science,U.S. citizen and permanent resident,,,,,,5,74569,77563,81867,87543,94839,97667,98413,97484,99613,99728,102672
