table_id,row_id,sex_field_citizenship_ethnicity_and_race_full_path,sex_field_citizenship_ethnicity_and_race_level_1,sex_field_citizenship_ethnicity_and_race_level_2,sex_field_citizenship_ethnicity_and_race_level_3,sex_field_citizenship_ethnicity_and_race_level_4,sex_field_citizenship_ethnicity_and_race_level_5,sex_field_citizenship_ethnicity_and_race_level_6,sex_field_citizenship_ethnicity_and_race_level_7,sex_field_citizenship_ethnicity_and_race_level_8,sex_field_citizenship_ethnicity_and_race_level_9,sex_field_citizenship_ethnicity_and_race_level_10,sex_field_citizenship_ethnicity_and_race_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3267,r030,Both sexes -> All fields -> All S&E -> Science -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,All fields,All S&E,Science,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,,6,4973,5317,5932,6702,7464,8086,8684,9102,10116,10666,11473
3267,r031,Both sexes -> All fields -> All S&E -> Science -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,All fields,All S&E,Science,U.S. citizen and permanent resident,Not Hispanic or Latino,,,,,6,69596,72246,75935,80841,87375,89581,89729,88382,89497,89062,91199
3267,r032,Both sexes -> All fields -> All S&E -> Science -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,All fields,All S&E,Science,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,,,7,467,471,542,506,511,518,534,489,503,541,503
3267,r033,Both sexes -> All fields -> All S&E -> Science -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian,Both sexes,All fields,All S&E,Science,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian,,,,7,na,na,na,6405,6747,7125,7211,7507,8044,9176,9336
3267,r034,Both sexes -> All fields -> All S&E -> Science -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,All S&E,Science,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,,,7,5683,5735,6223,na,na,na,na,na,na,na,na
3267,r035,Both sexes -> All fields -> All S&E -> Science -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,All S&E,Science,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,,,7,7931,8368,9194,9781,10818,11857,12052,11916,12065,11913,12546
3267,r036,Both sexes -> All fields -> All S&E -> Science -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,All S&E,Science,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,,7,na,na,na,211,200,221,238,234,207,253,230
3267,r037,Both sexes -> All fields -> All S&E -> Science -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,All S&E,Science,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,,,7,47049,48346,49714,53133,57305,58300,58687,57606,57736,57299,58433
3267,r038,Both sexes -> All fields -> All S&E -> Science -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,All S&E,Science,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,,,7,na,na,na,1039,1675,2053,2345,2520,2749,3096,3342
3267,r039,Both sexes -> All fields -> All S&E -> Science -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,All S&E,Science,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,,,7,8466,9326,10262,9766,10119,9507,8662,8110,8193,6784,6809
3267,r040,Both sexes -> All fields -> All S&E -> Science -> Temporary resident,Both sexes,All fields,All S&E,Science,Temporary resident,,,,,,5,18658,20444,20445,21828,23358,25342,27453,34264,43513,49473,49773
3267,r041,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences,Both sexes,All fields,All S&E,Science,Agricultural sciences,,,,,,5,4120,4349,4684,5148,5843,5757,5916,5792,6043,6119,6444
3267,r042,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences -> U.S. citizen and permanent resident,Both sexes,All fields,All S&E,Science,Agricultural sciences,U.S. citizen and permanent resident,,,,,6,3556,3773,4102,4514,5161,5018,5114,4999,5163,5198,5410
3267,r043,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,All fields,All S&E,Science,Agricultural sciences,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,7,157,206,227,264,302,295,305,314,383,382,420
3267,r044,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,All fields,All S&E,Science,Agricultural sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,,,,7,3399,3567,3875,4250,4859,4723,4809,4685,4780,4816,4990
3267,r045,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,All fields,All S&E,Science,Agricultural sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,,8,31,26,35,34,34,36,20,40,26,33,35
3267,r046,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,All fields,All S&E,Science,Agricultural sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,,,8,na,na,na,199,218,184,185,166,161,184,197
3267,r047,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,All S&E,Science,Agricultural sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,,8,102,137,165,na,na,na,na,na,na,na,na
3267,r048,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,All S&E,Science,Agricultural sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,,8,98,124,132,180,166,187,190,189,196,202,224
3267,r049,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,All S&E,Science,Agricultural sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,8,na,na,na,4,7,15,7,12,2,8,9
3267,r050,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,All S&E,Science,Agricultural sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,,8,2953,3023,3177,3484,4043,3887,3987,3860,3992,3937,4055
3267,r051,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,All S&E,Science,Agricultural sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,,8,na,na,na,48,71,95,109,128,114,170,162
3267,r052,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,All S&E,Science,Agricultural sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,,8,215,257,366,301,320,319,311,290,289,282,308
3267,r053,Both sexes -> All fields -> All S&E -> Science -> Agricultural sciences -> Temporary resident,Both sexes,All fields,All S&E,Science,Agricultural sciences,Temporary resident,,,,,6,564,576,582,634,682,739,802,793,880,921,1034
3267,r054,Both sexes -> All fields -> All S&E -> Science -> Biological sciences,Both sexes,All fields,All S&E,Science,Biological sciences,,,,,,5,9565,9921,10668,11214,12313,13048,13731,14370,15370,16253,17222
3267,r055,Both sexes -> All fields -> All S&E -> Science -> Biological sciences -> U.S. citizen and permanent resident,Both sexes,All fields,All S&E,Science,Biological sciences,U.S. citizen and permanent resident,,,,,6,8100,8211,8878,9313,10265,11003,11586,12043,13061,13772,14638
3267,r056,Both sexes -> All fields -> All S&E -> Science -> Biological sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,All fields,All S&E,Science,Biological sciences,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,7,466,461,519,581,677,754,872,916,1165,1341,1447
3267,r057,Both sexes -> All fields -> All S&E -> Science -> Biological sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,All fields,All S&E,Science,Biological sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,,,,7,7634,7750,8359,8732,9588,10249,10714,11127,11896,12431,13191
3267,r058,Both sexes -> All fields -> All S&E -> Science -> Biological sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,All fields,All S&E,Science,Biological sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,,8,55,38,52,40,48,39,49,43,24,43,33
3267,r059,Both sexes -> All fields -> All S&E -> Science -> Biological sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,All fields,All S&E,Science,Biological sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,,,8,na,na,na,1244,1416,1554,1623,1723,1789,1938,2104
3267,r060,Both sexes -> All fields -> All S&E -> Science -> Biological sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,All S&E,Science,Biological sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,,8,977,1037,1245,na,na,na,na,na,na,na,na
3267,r061,Both sexes -> All fields -> All S&E -> Science -> Biological sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,All S&E,Science,Biological sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,,8,500,474,512,599,673,752,785,847,932,1074,1209
3267,r062,Both sexes -> All fields -> All S&E -> Science -> Biological sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,All S&E,Science,Biological sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,8,na,na,na,23,26,22,20,20,16,19,16
3267,r063,Both sexes -> All fields -> All S&E -> Science -> Biological sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,All S&E,Science,Biological sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,,8,5242,5299,5594,5838,6438,6828,7126,7309,7831,8173,8639
3267,r064,Both sexes -> All fields -> All S&E -> Science -> Biological sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,All S&E,Science,Biological sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,,8,na,na,na,110,167,283,326,332,387,479,484
3267,r065,Both sexes -> All fields -> All S&E -> Science -> Biological sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,All S&E,Science,Biological sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,,8,860,902,956,878,820,771,785,853,917,705,706
3267,r066,Both sexes -> All fields -> All S&E -> Science -> Biological sciences -> Temporary resident,Both sexes,All fields,All S&E,Science,Biological sciences,Temporary resident,,,,,6,1465,1710,1790,1901,2048,2045,2145,2327,2309,2481,2584
3267,r067,Both sexes -> All fields -> All S&E -> Science -> Computer sciences,Both sexes,All fields,All S&E,Science,Computer sciences,,,,,,5,17151,17988,18021,19519,21015,22833,24635,31552,40211,46615,46548
3267,r068,Both sexes -> All fields -> All S&E -> Science -> Computer sciences -> U.S. citizen and permanent resident,Both sexes,All fields,All S&E,Science,Computer sciences,U.S. citizen and permanent resident,,,,,6,9746,9641,10066,10786,11650,12725,13409,14199,14900,16542,17731
3267,r069,Both sexes -> All fields -> All S&E -> Science -> Computer sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,Both sexes,All fields,All S&E,Science,Computer sciences,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,7,473,497,651,659,810,815,921,1056,1160,1231,1472
3267,r070,Both sexes -> All fields -> All S&E -> Science -> Computer sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino,Both sexes,All fields,All S&E,Science,Computer sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,,,,7,9273,9144,9415,10127,10840,11910,12488,13143,13740,15311,16259
3267,r071,Both sexes -> All fields -> All S&E -> Science -> Computer sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,Both sexes,All fields,All S&E,Science,Computer sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,,8,44,36,45,48,52,45,56,53,59,72,49
3267,r072,Both sexes -> All fields -> All S&E -> Science -> Computer sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,Both sexes,All fields,All S&E,Science,Computer sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,,,8,na,na,na,1618,1567,1738,1881,2174,2599,3250,3177
3267,r073,Both sexes -> All fields -> All S&E -> Science -> Computer sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,Both sexes,All fields,All S&E,Science,Computer sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,,8,1627,1477,1470,na,na,na,na,na,na,na,na
3267,r074,Both sexes -> All fields -> All S&E -> Science -> Computer sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,Both sexes,All fields,All S&E,Science,Computer sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,,8,950,919,1111,1212,1420,1776,1801,1913,1998,2152,2399
3267,r075,Both sexes -> All fields -> All S&E -> Science -> Computer sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,Both sexes,All fields,All S&E,Science,Computer sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,8,na,na,na,28,17,24,35,38,37,45,40
3267,r076,Both sexes -> All fields -> All S&E -> Science -> Computer sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,Both sexes,All fields,All S&E,Science,Computer sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,,8,5176,5080,5183,5553,5997,6525,6797,7223,7278,7968,8697
3267,r077,Both sexes -> All fields -> All S&E -> Science -> Computer sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,Both sexes,All fields,All S&E,Science,Computer sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,,8,na,na,na,107,180,229,290,345,388,488,563
3267,r078,Both sexes -> All fields -> All S&E -> Science -> Computer sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,Both sexes,All fields,All S&E,Science,Computer sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,,8,1476,1632,1606,1561,1607,1573,1628,1397,1381,1336,1334
3267,r079,Both sexes -> All fields -> All S&E -> Science -> Computer sciences -> Temporary resident,Both sexes,All fields,All S&E,Science,Computer sciences,Temporary resident,,,,,6,7405,8347,7955,8733,9365,10108,11226,17353,25311,30073,28817
3267,r080,"Both sexes -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences",Both sexes,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",,,,,,5,1552,1579,1677,1789,2049,2080,2197,2212,2133,2182,2059
3267,r081,"Both sexes -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident",Both sexes,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,,,,,6,1348,1345,1436,1563,1733,1763,1854,1864,1780,1800,1761
3267,r082,"Both sexes -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>",Both sexes,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,7,57,41,53,81,83,80,97,104,113,118,142
3267,r083,"Both sexes -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino",Both sexes,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Not Hispanic or Latino,,,,7,1291,1304,1383,1482,1650,1683,1757,1760,1667,1682,1619
3267,r084,"Both sexes -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native",Both sexes,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,,8,7,10,8,13,17,15,4,6,12,7,2
3267,r085,"Both sexes -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ",Both sexes,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,,,8,na,na,na,37,39,41,42,53,58,43,60
3267,r086,"Both sexes -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>",Both sexes,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,,8,38,24,45,na,na,na,na,na,na,na,na
3267,r087,"Both sexes -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American",Both sexes,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,,8,29,26,18,29,38,45,39,45,30,36,46
3267,r088,"Both sexes -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",Both sexes,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,8,na,na,na,4,0,1,2,2,2,0,3
3267,r089,"Both sexes -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White",Both sexes,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Not Hispanic or Latino,White,,,8,1114,1148,1181,1278,1417,1444,1519,1512,1433,1449,1367
3267,r090,"Both sexes -> All fields -> All S&E -> Science -> Earth, atmospheric, and ocean sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>",Both sexes,All fields,All S&E,Science,"Earth, atmospheric, and ocean sciences",U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,,8,na,na,na,9,25,42,53,33,51,44,69
