table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_aeronautical_engineering,field_astronautical_engineering,field_chemical_engineering,field_civil_engineering,field_electrical_engineering,field_mechanical_engineering,field_metallurgy_and_materials_engineering,field_other_engineering
3945,r001,All agencies surveyed,All agencies surveyed,,,,,1,1348776.6,86422.3,12068.8,28374.6,1959.7,80860.5,39352.4,70010.8,1029727.6
3945,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,,,,,
3945,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,31507.9,0.0,0.0,260.8,0.0,0.0,0.0,0.0,31247.1
3945,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,458.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.3
3945,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,1145.8,0.0,0.0,260.8,0.0,0.0,0.0,0.0,885.0
3945,r006,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,29903.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29903.8
3945,r007,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,,3,214062.5,48243.6,5676.8,5673.7,982.1,41722.8,10140.6,54121.0,47501.9
3945,r008,All agencies surveyed -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies surveyed,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,44185.4,2960.8,0.0,4896.2,0.0,15307.0,0.0,796.4,20224.9
3945,r009,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,,4,84554.4,33034.4,5526.8,229.4,982.1,17525.3,5506.9,15370.4,6379.1
3945,r010,All agencies surveyed -> Departments -> Department of Defense -> Department of the Army,All agencies surveyed,Departments,Department of Defense,Department of the Army,,4,258.6,0.0,0.0,0.0,0.0,258.6,0.0,0.0,0.0
3945,r011,All agencies surveyed -> Departments -> Department of Defense -> Department of the Navy,All agencies surveyed,Departments,Department of Defense,Department of the Navy,,4,81829.3,11914.3,0.0,0.0,0.0,8239.7,4463.7,37854.2,19357.3
3945,r012,All agencies surveyed -> Departments -> Department of Defense -> Other defense agencies,All agencies surveyed,Departments,Department of Defense,Other defense agencies,,4,3234.8,334.0,150.0,548.0,0.0,392.3,170.0,100.0,1540.5
3945,r013,All agencies surveyed -> Departments -> Department of Energy,All agencies surveyed,Departments,Department of Energy,,,3,384875.0,0.0,0.0,9793.2,0.0,18320.8,16858.1,7197.2,332705.7
3945,r014,All agencies surveyed -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies surveyed,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,43489.2,0.0,0.0,9793.2,0.0,9740.7,16858.1,7097.2,0.0
3945,r015,All agencies surveyed -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies surveyed,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,8580.1,0.0,0.0,0.0,0.0,8580.1,0.0,0.0,0.0
3945,r016,All agencies surveyed -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies surveyed,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,307763.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307763.4
3945,r017,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,,4,275.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,175.0
3945,r018,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,275.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,175.0
3945,r019,All agencies surveyed -> Departments -> Department of Energy -> Nuclear Energy,All agencies surveyed,Departments,Department of Energy,Nuclear Energy,,4,21267.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21267.3
3945,r020,"All agencies surveyed -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies surveyed,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0
3945,r021,All agencies surveyed -> Departments -> Department of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,,,3,488660.7,0.0,0.0,0.0,0.0,0.0,0.0,6312.2,482348.5
3945,r022,All agencies surveyed -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies surveyed,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0
3945,r023,All agencies surveyed -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies surveyed,Departments,Department of Health and Human Services,National Institutes of Health,,4,488227.7,0.0,0.0,0.0,0.0,0.0,0.0,6312.2,481915.5
3945,r024,All agencies surveyed -> Other agencies,All agencies surveyed,Other agencies,,,,2,,,,,,,,,
3945,r025,All agencies surveyed -> Other agencies -> National Aeronautics and Space Administration,All agencies surveyed,Other agencies,National Aeronautics and Space Administration,,,3,81654.2,38178.7,6392.0,0.0,0.0,0.0,0.0,34.9,37048.6
3945,r026,All agencies surveyed -> Other agencies -> National Science Foundation,All agencies surveyed,Other agencies,National Science Foundation,,,3,148016.4,0.0,0.0,12646.9,977.6,20816.9,12353.7,2345.5,98875.9
