table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10238,r001,Department of Defense,Department of Defense,,,,,1,,,,,,,,
10238,r002,Department of Defense -> RDT&E,Department of Defense,RDT&E,,,,2,106018,28672,4185,66419,4829,1596,12,304
10238,r003,Department of Defense -> RDT&E -> Total research,Department of Defense,RDT&E,Total research,,,3,9735,2479,1118,3019,2622,404,3,90
10238,r004,Department of Defense -> RDT&E -> Total research -> Basic research,Department of Defense,RDT&E,Total research,Basic research,,4,2835,483,76,532,1596,93,1,55
10238,r005,Department of Defense -> RDT&E -> Total research -> Applied research,Department of Defense,RDT&E,Total research,Applied research,,4,6901,1996,1042,2487,1026,312,2,35
10238,r006,Department of Defense -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,RDT&E,Total experimental development<sup>c</sup>,,,3,60971,21955,2384,33287,2004,1127,9,206
10238,r007,Department of Defense -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,,4,9241,2683,238,4303,1100,791,2,124
10238,r008,Department of Defense -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,RDT&E,Total experimental development<sup>c</sup>,Major systems,,4,51731,19272,2146,28984,904,336,7,82
10238,r009,Department of Defense -> RDT&E -> Total operational systems development<sup>d</sup>,Department of Defense,RDT&E,Total operational systems development<sup>d</sup>,,,3,35311,4238,683,30113,204,65,0,8
10238,r010,Department of Defense -> Defense Advanced Research Projects Agency,Department of Defense,Defense Advanced Research Projects Agency,,,,2,,,,,,,,
10238,r011,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,,,3,3606,279,101,2397,637,163,0.05,29
10238,r012,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total research,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total research,,4,1845,97,72,926,574,146,0.05,29
10238,r013,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total research -> Basic research,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total research,Basic research,5,510,17,25,140,274,42,0,11
