table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10238,r014,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total research -> Applied research,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total research,Applied research,5,1336,80,47,786,301,104,0.05,17
10238,r015,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total experimental development<sup>c</sup>,,4,1761,182,29,1470,63,16,0,0
10238,r016,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,1576,113,29,1355,63,16,0,0
10238,r017,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,185,69,0,115,0,0.05,0,0
10238,r018,Department of Defense -> Defense Advanced Research Projects Agency -> RDT&E -> Total operational systems development<sup>d</sup>,Department of Defense,Defense Advanced Research Projects Agency,RDT&E,Total operational systems development<sup>d</sup>,,4,0,0,0,0,0,0,0,0
10238,r019,Department of Defense -> Defense Health Agency,Department of Defense,Defense Health Agency,,,,2,,,,,,,,
10238,r020,Department of Defense -> Defense Health Agency -> RDT&E,Department of Defense,Defense Health Agency,RDT&E,,,3,2873,1041,6,344,762,658,0,62
10238,r021,Department of Defense -> Defense Health Agency -> RDT&E -> Total research,Department of Defense,Defense Health Agency,RDT&E,Total research,,4,133,16,3,18,42,52,0,2
10238,r022,Department of Defense -> Defense Health Agency -> RDT&E -> Total research -> Basic research,Department of Defense,Defense Health Agency,RDT&E,Total research,Basic research,5,18,7,0.05,6,2,3,0,0
10238,r023,Department of Defense -> Defense Health Agency -> RDT&E -> Total research -> Applied research,Department of Defense,Defense Health Agency,RDT&E,Total research,Applied research,5,115,9,3,12,40,50,0,2
10238,r024,Department of Defense -> Defense Health Agency -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Defense Health Agency,RDT&E,Total experimental development<sup>c</sup>,,4,2719,1012,3,318,720,606,0,60
10238,r025,Department of Defense -> Defense Health Agency -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Defense Health Agency,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,1531,77,3,190,685,518,0,57
10238,r026,Department of Defense -> Defense Health Agency -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Defense Health Agency,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,1188,934,0.05,129,35,87,0,3
10238,r027,Department of Defense -> Defense Health Agency -> RDT&E -> Total operational systems development<sup>d</sup>,Department of Defense,Defense Health Agency,RDT&E,Total operational systems development<sup>d</sup>,,4,21,13,0.05,8,0.05,0,0,0
10238,r028,Department of Defense -> Department of the Air Force,Department of Defense,Department of the Air Force,,,,2,,,,,,,,
10238,r029,Department of Defense -> Department of the Air Force -> RDT&E,Department of Defense,Department of the Air Force,RDT&E,,,3,32691,6193,1081,24432,876,81,2,26
10238,r030,Department of Defense -> Department of the Air Force -> RDT&E -> Total research,Department of Defense,Department of the Air Force,RDT&E,Total research,,4,2387,650,86,871,707,46,2,26
10238,r031,Department of Defense -> Department of the Air Force -> RDT&E -> Total research -> Basic research,Department of Defense,Department of the Air Force,RDT&E,Total research,Basic research,5,703,57,2,74,543,4,0,23
10238,r032,Department of Defense -> Department of the Air Force -> RDT&E -> Total research -> Applied research,Department of Defense,Department of the Air Force,RDT&E,Total research,Applied research,5,1684,593,84,797,164,42,2,2
10238,r033,Department of Defense -> Department of the Air Force -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Department of the Air Force,RDT&E,Total experimental development<sup>c</sup>,,4,10003,3793,488,5547,146,28,0.05,0
10238,r034,Department of Defense -> Department of the Air Force -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Department of the Air Force,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,1055,215,10,771,53,6,0.05,0
10238,r035,Department of Defense -> Department of the Air Force -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Department of the Air Force,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,8948,3578,478,4777,93,23,0,0
10238,r036,Department of Defense -> Department of the Air Force -> RDT&E -> Total operational systems development<sup>d</sup>,Department of Defense,Department of the Air Force,RDT&E,Total operational systems development<sup>d</sup>,,4,20301,1750,506,18014,23,7,0,0.05
10238,r037,Department of Defense -> Department of the Army,Department of Defense,Department of the Army,,,,2,,,,,,,,
10238,r038,Department of Defense -> Department of the Army -> RDT&E,Department of Defense,Department of the Army,RDT&E,,,3,13660,6317,149,6354,542,244,0,54
10238,r039,Department of Defense -> Department of the Army -> RDT&E -> Total research,Department of Defense,Department of the Army,RDT&E,Total research,,4,1914,898,50,491,420,45,0,10
10238,r040,Department of Defense -> Department of the Army -> RDT&E -> Total research -> Basic research,Department of Defense,Department of the Army,RDT&E,Total research,Basic research,5,542,181,30,72,240,12,0,6
10238,r041,Department of Defense -> Department of the Army -> RDT&E -> Total research -> Applied research,Department of Defense,Department of the Army,RDT&E,Total research,Applied research,5,1372,717,20,419,180,33,0,3
10238,r042,Department of Defense -> Department of the Army -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Department of the Army,RDT&E,Total experimental development<sup>c</sup>,,4,10007,4499,95,5071,122,183,0,37
10238,r043,Department of Defense -> Department of the Army -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Department of the Army,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,1842,935,29,769,73,34,0,2
10238,r044,Department of Defense -> Department of the Army -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Department of the Army,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,8166,3564,66,4302,49,149,0,36
10238,r045,Department of Defense -> Department of the Army -> RDT&E -> Total operational systems development<sup>d</sup>,Department of Defense,Department of the Army,RDT&E,Total operational systems development<sup>d</sup>,,4,1739,920,4,792,0.05,16,0,7
10238,r046,Department of Defense -> Department of the Navy,Department of Defense,Department of the Navy,,,,2,,,,,,,,
10238,r047,Department of Defense -> Department of the Navy -> RDT&E,Department of Defense,Department of the Navy,RDT&E,,,3,19762,8008,242,9989,1245,228,1,50
10238,r048,Department of Defense -> Department of the Navy -> RDT&E -> Total research,Department of Defense,Department of the Navy,RDT&E,Total research,,4,1654,553,19,301,689,70,1,21
10238,r049,Department of Defense -> Department of the Navy -> RDT&E -> Total research -> Basic research,Department of Defense,Department of the Navy,RDT&E,Total research,Basic research,5,631,189,0.05,33,382,14,1,11
10238,r050,Department of Defense -> Department of the Navy -> RDT&E -> Total research -> Applied research,Department of Defense,Department of the Navy,RDT&E,Total research,Applied research,5,1023,365,18,268,306,56,0.05,10
10238,r051,Department of Defense -> Department of the Navy -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Department of the Navy,RDT&E,Total experimental development<sup>c</sup>,,4,15080,6485,175,7811,443,139,0.05,27
10238,r052,Department of Defense -> Department of the Navy -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Department of the Navy,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,871,291,8,383,94,94,0,1
10238,r053,Department of Defense -> Department of the Navy -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Department of the Navy,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,14208,6194,166,7428,349,45,0.05,27
10238,r054,Department of Defense -> Department of the Navy -> RDT&E -> Total operational systems development<sup>d</sup>,Department of Defense,Department of the Navy,RDT&E,Total operational systems development<sup>d</sup>,,4,3028,969,48,1877,114,20,0,1
10238,r055,Department of Defense -> Space Force,Department of Defense,Space Force,,,,2,,,,,,,,
10238,r056,Department of Defense -> Space Force -> RDT&E,Department of Defense,Space Force,RDT&E,,,3,9639,312,331,8925,55,10,6,0
10238,r057,Department of Defense -> Space Force -> RDT&E -> Total research,Department of Defense,Space Force,RDT&E,Total research,,4,98,9,8,76,6,0,0,0
10238,r058,Department of Defense -> Space Force -> RDT&E -> Total research -> Basic research,Department of Defense,Space Force,RDT&E,Total research,Basic research,5,98,9,8,76,6,0,0,0
10238,r059,Department of Defense -> Space Force -> RDT&E -> Total research -> Applied research,Department of Defense,Space Force,RDT&E,Total research,Applied research,5,0,0,0,0,0,0,0,0
10238,r060,Department of Defense -> Space Force -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Space Force,RDT&E,Total experimental development<sup>c</sup>,,4,5243,228,247,4725,32,5,6,0
10238,r061,Department of Defense -> Space Force -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Space Force,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,0,0,0,0,0,0,0,0
10238,r062,Department of Defense -> Space Force -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Space Force,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,5243,228,247,4725,32,5,6,0
10238,r063,Department of Defense -> Space Force -> RDT&E -> Total operational systems development<sup>d</sup>,Department of Defense,Space Force,RDT&E,Total operational systems development<sup>d</sup>,,4,4298,76,76,4125,17,5,0,0
10238,r064,Department of Defense -> Other defense agencies,Department of Defense,Other defense agencies,,,,2,,,,,,,,
10238,r065,Department of Defense -> Other defense agencies -> RDT&E,Department of Defense,Other defense agencies,RDT&E,,,3,23787,6523,2275,13978,711,212,3,84
10238,r066,Department of Defense -> Other defense agencies -> RDT&E -> Total research,Department of Defense,Other defense agencies,RDT&E,Total research,,4,1704,256,880,336,184,45,0,3
10238,r067,Department of Defense -> Other defense agencies -> RDT&E -> Total research -> Basic research,Department of Defense,Other defense agencies,RDT&E,Total research,Basic research,5,333,23,11,131,148,18,0,3
10238,r068,Department of Defense -> Other defense agencies -> RDT&E -> Total research -> Applied research,Department of Defense,Other defense agencies,RDT&E,Total research,Applied research,5,1371,233,870,206,35,27,0,0.05
10238,r069,Department of Defense -> Other defense agencies -> RDT&E -> Total experimental development<sup>c</sup>,Department of Defense,Other defense agencies,RDT&E,Total experimental development<sup>c</sup>,,4,16159,5757,1346,8343,478,150,3,81
10238,r070,Department of Defense -> Other defense agencies -> RDT&E -> Total experimental development<sup>c</sup> -> Advanced technology,Department of Defense,Other defense agencies,RDT&E,Total experimental development<sup>c</sup>,Advanced technology,5,2366,1053,158,835,132,122,2,64
10238,r071,Department of Defense -> Other defense agencies -> RDT&E -> Total experimental development<sup>c</sup> -> Major systems,Department of Defense,Other defense agencies,RDT&E,Total experimental development<sup>c</sup>,Major systems,5,13793,4705,1188,7508,346,27,1,17
10238,r072,Department of Defense -> Other defense agencies -> RDT&E -> Total operational systems development<sup>d</sup>,Department of Defense,Other defense agencies,RDT&E,Total operational systems development<sup>d</sup>,,4,5924,510,49,5298,49,17,0,0
