table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences_and_mathematics,field_engineering,field_environmental_sciences,field_life_sciences,field_physical_sciences,field_psychology,field_social_sciences,field_other_sciences_nec
6412,r001,All agencies surveyed,All agencies surveyed,,,,,1,14547530.9,539638.4,1586160.4,260513.9,10394747.2,138566.6,933018.7,143102.7,551783.0
6412,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,,,,,
6412,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,447648.8,799.9,51875.7,4406.0,349556.6,11654.4,0.0,29356.1,0.0
6412,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,62637.8,81.4,563.7,275.6,57545.4,4021.3,0.0,150.3,0.0
6412,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Economic Research Service,All agencies surveyed,Departments,Department of Agriculture,Economic Research Service,,4,4095.9,0.0,0.0,0.0,0.0,0.0,0.0,4095.9,0.0
6412,r006,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,18978.6,651.3,1400.0,2580.4,9826.7,353.4,0.0,4166.8,0.0
6412,r007,All agencies surveyed -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies surveyed,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,67.2,67.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6412,r008,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,359069.3,0.0,49912.0,1550.0,279384.6,7279.7,0.0,20943.0,0.0
6412,r009,All agencies surveyed -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies surveyed,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,2800.0,0.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0
6412,r010,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,,3,936297.2,239679.9,234242.9,65416.3,158843.2,29832.8,11493.1,8799.0,187990.0
6412,r011,All agencies surveyed -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies surveyed,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,327429.1,161158.0,49051.5,9533.7,92900.0,1844.5,7317.4,0.0,5624.0
6412,r012,All agencies surveyed -> Departments -> Department of Defense -> Defense Health Agency,All agencies surveyed,Departments,Department of Defense,Defense Health Agency,,4,41258.7,0.0,0.0,0.0,41258.7,0.0,0.0,0.0,0.0
6412,r013,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,,4,84206.8,7480.4,63111.0,114.5,277.4,12755.3,0.0,0.0,468.3
6412,r014,All agencies surveyed -> Departments -> Department of Defense -> Department of the Army,All agencies surveyed,Departments,Department of Defense,Department of the Army,,4,167685.1,24.4,368.9,0.0,0.0,0.0,0.0,0.0,167291.8
6412,r015,All agencies surveyed -> Departments -> Department of Defense -> Department of the Navy,All agencies surveyed,Departments,Department of Defense,Department of the Navy,,4,270992.6,59330.5,119666.8,55768.1,13102.3,3055.3,3021.1,8625.0,8423.3
6412,r016,All agencies surveyed -> Departments -> Department of Defense -> Other defense agencies,All agencies surveyed,Departments,Department of Defense,Other defense agencies,,4,44724.9,11686.7,2044.7,0.0,11304.8,12177.6,1154.6,173.9,6182.6
