table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
748,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['59,144', '&nbsp;']","['5,486', '&nbsp;']","['12,128', '&nbsp;']","['41,530', '&nbsp;']"
748,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['40,340', '&nbsp;']","['4,167', '&nbsp;']","['6,833', '&nbsp;']","['29,340', '&nbsp;']"
748,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['194', '&nbsp;']","['11', '&nbsp;']","['60', '&nbsp;']","['123', '&nbsp;']"
748,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['117', '&nbsp;']","['15', '&nbsp;']","['26', '&nbsp;']","['76', '&nbsp;']"
748,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['32', '&nbsp;']","['1', '&nbsp;']","['2', '&nbsp;']","['29', '&nbsp;']"
748,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['8', 'i']","['1', 'i']","['1', 'i']","['6', '&nbsp;']"
748,r007,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['7', 'i']","['2', 'i']","['1', 'i']","['4', 'i']"
748,r008,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['9,427', '&nbsp;']","['2,053', '&nbsp;']","['1,553', '&nbsp;']","['5,821', '&nbsp;']"
748,r009,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['8,432', '&nbsp;']","['1,885', '&nbsp;']","['1,098', '&nbsp;']","['5,449', '&nbsp;']"
748,r010,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['995', '&nbsp;']","['168', '&nbsp;']","['455', '&nbsp;']","['371', '&nbsp;']"
748,r011,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['152', 'i']","['*', '&nbsp;']","['1', '&nbsp;']","['151', 'i']"
748,r012,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['20', '&nbsp;']","['1', '&nbsp;']","['3', '&nbsp;']","['16', '&nbsp;']"
748,r013,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['49', '&nbsp;']","['*', '&nbsp;']","['1', '&nbsp;']","['47', '&nbsp;']"
748,r014,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['223', 'i']","['17', 'i']","['27', 'i']","['178', 'i']"
748,r015,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['881', 'i']","['36', '&nbsp;']","['48', 'i']","['797', 'i']"
748,r016,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['8,345', '&nbsp;']","['344', 'i']","['969', 'i']","['7,031', '&nbsp;']"
748,r017,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['1,855', '&nbsp;']","['22', '&nbsp;']","['150', 'i']","['1,682', '&nbsp;']"
748,r018,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['4,910', '&nbsp;']","['91', 'i']","['567', '&nbsp;']","['4,251', '&nbsp;']"
748,r019,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['1,580', 'i']","['230', 'i']","['252', 'i']","['1,098', 'i']"
748,r020,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['483', 'i']","['6', 'i']","['46', 'i']","['431', 'i']"
