table_id,row_id,_b_state_and_department_or_agency_b_full_path,_b_state_and_department_or_agency_b_level_1,_b_state_and_department_or_agency_b_level_2,_b_state_and_department_or_agency_b_level_3,_b_state_and_department_or_agency_b_hierarchy_depth,field_all_r_d_expenditures,field_agriculture,field_energy,field_environment_and_natural_resources,field_health,field_transportation,field_othera
9948,r164,"United States<sup>b</sup> -> Louisiana -> Wildlife and Fisheries, Department of",United States<sup>b</sup>,Louisiana,"Wildlife and Fisheries, Department of",3,5548888,0,0,5548888,0,0,0
9948,r165,United States<sup>b</sup> -> Maine,United States<sup>b</sup>,Maine,,2,24812470,1542730,0,7605622,9873473,1558635,4232010
9948,r166,"United States<sup>b</sup> -> Maine -> Agriculture, Conservation and Forestry, Department of ",United States<sup>b</sup>,Maine,"Agriculture, Conservation and Forestry, Department of ",3,1889382,0,0,1889382,0,0,0
9948,r167,United States<sup>b</sup> -> Maine -> Aquaculture Innovation Center,United States<sup>b</sup>,Maine,Aquaculture Innovation Center,3,555101,555101,0,0,0,0,0
9948,r168,"United States<sup>b</sup> -> Maine -> Inland Fisheries and Wildlife, Department of",United States<sup>b</sup>,Maine,"Inland Fisheries and Wildlife, Department of",3,1080841,0,0,1080841,0,0,0
9948,r169,"United States<sup>b</sup> -> Maine -> Marine Resources, Department of",United States<sup>b</sup>,Maine,"Marine Resources, Department of",3,2712300,0,0,2712300,0,0,0
9948,r170,"United States<sup>b</sup> -> Maine -> MDI Biological Laboratory, Center for Biomedical Innovation",United States<sup>b</sup>,Maine,"MDI Biological Laboratory, Center for Biomedical Innovation",3,9143683,0,0,0,9085048,58635,0
9948,r171,United States<sup>b</sup> -> Maine -> Technology Institute,United States<sup>b</sup>,Maine,Technology Institute,3,7931163,987629,0,1923099,788425,0,4232010
9948,r172,"United States<sup>b</sup> -> Maine -> Transportation, Department of ",United States<sup>b</sup>,Maine,"Transportation, Department of ",3,1500000,0,0,0,0,1500000,0
9948,r173,United States<sup>b</sup> -> Maryland,United States<sup>b</sup>,Maryland,,2,31280581,0,2000000,410466,26227112,2643003,0
9948,r174,United States<sup>b</sup> -> Maryland -> Energy Administration,United States<sup>b</sup>,Maryland,Energy Administration,3,2000000,0,2000000,0,0,0,0
9948,r175,"United States<sup>b</sup> -> Maryland -> Health, Department of",United States<sup>b</sup>,Maryland,"Health, Department of",3,15000000,0,0,0,15000000,0,0
9948,r176,"United States<sup>b</sup> -> Maryland -> Natural Resources, Department of",United States<sup>b</sup>,Maryland,"Natural Resources, Department of",3,410466,0,0,410466,0,0,0
9948,r177,United States<sup>b</sup> -> Maryland -> Technology Development Corporation,United States<sup>b</sup>,Maryland,Technology Development Corporation,3,11227112,0,0,0,11227112,0,0
9948,r178,"United States<sup>b</sup> -> Maryland -> Transportation, Department of",United States<sup>b</sup>,Maryland,"Transportation, Department of",3,2643003,0,0,0,0,2643003,0
9948,r179,United States<sup>b</sup> -> Massachusetts,United States<sup>b</sup>,Massachusetts,,2,26616423,0,8548706,3522905,9189115,4050000,1305697
9948,r180,United States<sup>b</sup> -> Massachusetts -> Clean Energy Technology Center,United States<sup>b</sup>,Massachusetts,Clean Energy Technology Center,3,6848706,0,6848706,0,0,0,0
9948,r181,"United States<sup>b</sup> -> Massachusetts -> Environmental Protection, Department of ",United States<sup>b</sup>,Massachusetts,"Environmental Protection, Department of ",3,1771575,0,0,1771575,0,0,0
9948,r182,"United States<sup>b</sup> -> Massachusetts -> Fish and Game, Department of ",United States<sup>b</sup>,Massachusetts,"Fish and Game, Department of ",3,1064180,0,0,1064180,0,0,0
9948,r183,United States<sup>b</sup> -> Massachusetts -> Gaming Commission,United States<sup>b</sup>,Massachusetts,Gaming Commission,3,2831240,0,0,0,2791240,0,40000
9948,r184,United States<sup>b</sup> -> Massachusetts -> MassVentures,United States<sup>b</sup>,Massachusetts,MassVentures,3,3400000,0,1700000,0,1700000,0,0
9948,r185,"United States<sup>b</sup> -> Massachusetts -> Mental Health, Department of",United States<sup>b</sup>,Massachusetts,"Mental Health, Department of",3,2306184,0,0,0,2306184,0,0
9948,r186,"United States<sup>b</sup> -> Massachusetts -> Public Health, Department of ",United States<sup>b</sup>,Massachusetts,"Public Health, Department of ",3,1888570,0,0,0,1888570,0,0
9948,r187,United States<sup>b</sup> -> Massachusetts -> Technology Park Corporation ,United States<sup>b</sup>,Massachusetts,Technology Park Corporation ,3,1805968,0,0,337150,203121,0,1265697
9948,r188,"United States<sup>b</sup> -> Massachusetts -> Transportation, Department of",United States<sup>b</sup>,Massachusetts,"Transportation, Department of",3,4050000,0,0,0,0,4050000,0
9948,r189,United States<sup>b</sup> -> Massachusetts -> Water Resources Authority,United States<sup>b</sup>,Massachusetts,Water Resources Authority,3,650000,0,0,350000,300000,0,0
9948,r190,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,,2,30525914,2756984,0,880828,20662258,6225844,0
9948,r191,"United States<sup>b</sup> -> Michigan -> Agriculture and Rural Development, Department of",United States<sup>b</sup>,Michigan,"Agriculture and Rural Development, Department of",3,3198958,2756984,0,441974,0,0,0
9948,r192,"United States<sup>b</sup> -> Michigan -> Environmental, Great Lakes, and Energy, Department of",United States<sup>b</sup>,Michigan,"Environmental, Great Lakes, and Energy, Department of",3,438854,0,0,438854,0,0,0
9948,r193,United States<sup>b</sup> -> Michigan -> Health and Human Services,United States<sup>b</sup>,Michigan,Health and Human Services,3,662258,0,0,0,662258,0,0
9948,r194,United States<sup>b</sup> -> Michigan -> Licensing and Regulatory Affairs,United States<sup>b</sup>,Michigan,Licensing and Regulatory Affairs,3,20000000,0,0,0,20000000,0,0
9948,r195,"United States<sup>b</sup> -> Michigan -> Transportation, Department of",United States<sup>b</sup>,Michigan,"Transportation, Department of",3,6225844,0,0,0,0,6225844,0
9948,r196,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,,2,25093959,4545874,0,4929165,0,15618920,0
9948,r197,"United States<sup>b</sup> -> Minnesota -> Agriculture, Department of",United States<sup>b</sup>,Minnesota,"Agriculture, Department of",3,5160630,4317382,0,843248,0,0,0
9948,r198,United States<sup>b</sup> -> Minnesota -> Forest Resources Council,United States<sup>b</sup>,Minnesota,Forest Resources Council,3,75000,0,0,75000,0,0,0
9948,r199,"United States<sup>b</sup> -> Minnesota -> Midwest Dairy Association, Minnesota Division",United States<sup>b</sup>,Minnesota,"Midwest Dairy Association, Minnesota Division",3,228492,228492,0,0,0,0,0
9948,r200,"United States<sup>b</sup> -> Minnesota -> Natural Resources, Department of",United States<sup>b</sup>,Minnesota,"Natural Resources, Department of",3,2220492,0,0,2220492,0,0,0
9948,r201,United States<sup>b</sup> -> Minnesota -> Pollution Control Agency,United States<sup>b</sup>,Minnesota,Pollution Control Agency,3,233164,0,0,233164,0,0,0
9948,r202,"United States<sup>b</sup> -> Minnesota -> Transportation, Department of",United States<sup>b</sup>,Minnesota,"Transportation, Department of",3,17176181,0,0,1557261,0,15618920,0
9948,r203,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,,2,9788541,114017,0,6374191,0,3300333,0
9948,r204,"United States<sup>b</sup> -> Mississippi -> Agriculture and Commerce, Department of ",United States<sup>b</sup>,Mississippi,"Agriculture and Commerce, Department of ",3,114017,114017,0,0,0,0,0
9948,r205,"United States<sup>b</sup> -> Mississippi -> Environmental Quality, Department of",United States<sup>b</sup>,Mississippi,"Environmental Quality, Department of",3,833599,0,0,833599,0,0,0
9948,r206,United States<sup>b</sup> -> Mississippi -> Gulf States Marine Fisheries Commission,United States<sup>b</sup>,Mississippi,Gulf States Marine Fisheries Commission,3,927742,0,0,927742,0,0,0
9948,r207,"United States<sup>b</sup> -> Mississippi -> Marine Resources, Department of",United States<sup>b</sup>,Mississippi,"Marine Resources, Department of",3,2131369,0,0,2131369,0,0,0
9948,r208,"United States<sup>b</sup> -> Mississippi -> Transportation, Department of",United States<sup>b</sup>,Mississippi,"Transportation, Department of",3,3300333,0,0,0,0,3300333,0
9948,r209,"United States<sup>b</sup> -> Mississippi -> Wildlife, Fisheries, and Parks, Department of ",United States<sup>b</sup>,Mississippi,"Wildlife, Fisheries, and Parks, Department of ",3,2481481,0,0,2481481,0,0,0
9948,r210,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,,2,12430684,2327790,0,7213438,242500,2646956,0
9948,r211,"United States<sup>b</sup> -> Missouri -> Agriculture, Department of",United States<sup>b</sup>,Missouri,"Agriculture, Department of",3,1197350,1197350,0,0,0,0,0
9948,r212,"United States<sup>b</sup> -> Missouri -> Conservation, Department of",United States<sup>b</sup>,Missouri,"Conservation, Department of",3,7039079,0,0,7039079,0,0,0
9948,r213,"United States<sup>b</sup> -> Missouri -> Mental Health, Department of",United States<sup>b</sup>,Missouri,"Mental Health, Department of",3,242500,0,0,0,242500,0,0
9948,r214,"United States<sup>b</sup> -> Missouri -> Natural Resources, Department of",United States<sup>b</sup>,Missouri,"Natural Resources, Department of",3,174359,0,0,174359,0,0,0
9948,r215,United States<sup>b</sup> -> Missouri -> Technology Corporation,United States<sup>b</sup>,Missouri,Technology Corporation,3,500000,500000,0,0,0,0,0
9948,r216,"United States<sup>b</sup> -> Missouri -> Transportation, Department of",United States<sup>b</sup>,Missouri,"Transportation, Department of",3,2646956,0,0,0,0,2646956,0
9948,r217,United States<sup>b</sup> -> Missouri -> Wine and Grape Board,United States<sup>b</sup>,Missouri,Wine and Grape Board,3,630440,630440,0,0,0,0,0
9948,r218,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,,2,9752216,3359243,0,4371611,0,1971362,50000
9948,r219,"United States<sup>b</sup> -> Montana -> Agriculture, Department of",United States<sup>b</sup>,Montana,"Agriculture, Department of",3,3359243,3359243,0,0,0,0,0
9948,r220,"United States<sup>b</sup> -> Montana -> Environmental Quality, Department of",United States<sup>b</sup>,Montana,"Environmental Quality, Department of",3,55000,0,0,55000,0,0,0
9948,r221,"United States<sup>b</sup> -> Montana -> Fish, Wildlife and Parks, Department of",United States<sup>b</sup>,Montana,"Fish, Wildlife and Parks, Department of",3,3824321,0,0,3824321,0,0,0
9948,r222,"United States<sup>b</sup> -> Montana -> Natural Resources and Conservation, Department of",United States<sup>b</sup>,Montana,"Natural Resources and Conservation, Department of",3,42740,0,0,42740,0,0,0
9948,r223,"United States<sup>b</sup> -> Montana -> Transportation, Department of",United States<sup>b</sup>,Montana,"Transportation, Department of",3,2470912,0,0,449550,0,1971362,50000
9948,r224,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,,2,32687157,3326551,157872,4079403,19918950,1270607,3933774
9948,r225,"United States<sup>b</sup> -> Nebraska -> Agriculture, Department of",United States<sup>b</sup>,Nebraska,"Agriculture, Department of",3,880683,880683,0,0,0,0,0
9948,r226,United States<sup>b</sup> -> Nebraska -> Corn Board,United States<sup>b</sup>,Nebraska,Corn Board,3,798965,605344,112872,0,0,80749,0
9948,r227,United States<sup>b</sup> -> Nebraska -> Dry Bean Commission,United States<sup>b</sup>,Nebraska,Dry Bean Commission,3,305376,305376,0,0,0,0,0
9948,r228,"United States<sup>b</sup> -> Nebraska -> Economic Development, Department of",United States<sup>b</sup>,Nebraska,"Economic Development, Department of",3,6618124,1487600,45000,0,1085250,66500,3933774
9948,r229,United States<sup>b</sup> -> Nebraska -> Game and Parks Commission,United States<sup>b</sup>,Nebraska,Game and Parks Commission,3,3935042,0,0,3935042,0,0,0
9948,r230,United States<sup>b</sup> -> Nebraska -> Grain Sorghum Board,United States<sup>b</sup>,Nebraska,Grain Sorghum Board,3,5000,5000,0,0,0,0,0
9948,r231,"United States<sup>b</sup> -> Nebraska -> Health and Human Services, Department of",United States<sup>b</sup>,Nebraska,"Health and Human Services, Department of",3,18833700,0,0,0,18833700,0,0
9948,r232,"United States<sup>b</sup> -> Nebraska -> Midwest Dairy Association, Nebraska Division",United States<sup>b</sup>,Nebraska,"Midwest Dairy Association, Nebraska Division",3,31158,31158,0,0,0,0,0
9948,r233,"United States<sup>b</sup> -> Nebraska -> Natural Resources, Department of",United States<sup>b</sup>,Nebraska,"Natural Resources, Department of",3,50000,0,0,50000,0,0,0
9948,r234,United States<sup>b</sup> -> Nebraska -> Pea And Lentil Commission,United States<sup>b</sup>,Nebraska,Pea And Lentil Commission,3,1390,1390,0,0,0,0,0
9948,r235,"United States<sup>b</sup> -> Nebraska -> Transportation, Department of",United States<sup>b</sup>,Nebraska,"Transportation, Department of",3,1217719,0,0,94361,0,1123358,0
9948,r236,United States<sup>b</sup> -> Nebraska -> Wheat Board,United States<sup>b</sup>,Nebraska,Wheat Board,3,10000,10000,0,0,0,0,0
9948,r237,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,,2,3643395,208642,0,474700,0,1632800,1327253
9948,r238,"United States<sup>b</sup> -> Nevada -> Agriculture, Department of",United States<sup>b</sup>,Nevada,"Agriculture, Department of",3,208642,208642,0,0,0,0,0
9948,r239,"United States<sup>b</sup> -> Nevada -> Economic Development, Governor's office of",United States<sup>b</sup>,Nevada,"Economic Development, Governor's office of",3,1327253,0,0,0,0,0,1327253
9948,r240,"United States<sup>b</sup> -> Nevada -> Transportation, Department of",United States<sup>b</sup>,Nevada,"Transportation, Department of",3,2107500,0,0,474700,0,1632800,0
9948,r241,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,,2,9222505,26047,0,1406171,0,734656,7055631
9948,r242,"United States<sup>b</sup> -> New Hampshire -> Agriculture, Markets and Food, Department of",United States<sup>b</sup>,New Hampshire,"Agriculture, Markets and Food, Department of",3,43897,26047,0,17850,0,0,0
9948,r243,"United States<sup>b</sup> -> New Hampshire -> Business and Economic Affairs, Department of",United States<sup>b</sup>,New Hampshire,"Business and Economic Affairs, Department of",3,7000000,0,0,0,0,0,7000000
9948,r244,"United States<sup>b</sup> -> New Hampshire -> Environmental Services, Department of",United States<sup>b</sup>,New Hampshire,"Environmental Services, Department of",3,1259624,0,0,1259624,0,0,0
9948,r245,"United States<sup>b</sup> -> New Hampshire -> Transportation, Department of",United States<sup>b</sup>,New Hampshire,"Transportation, Department of",3,918984,0,0,128697,0,734656,55631
9948,r246,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,,2,65020915,0,0,5608633,46820754,7239506,5352022
9948,r247,"United States<sup>b</sup> -> New Jersey -> Agriculture, Department of",United States<sup>b</sup>,New Jersey,"Agriculture, Department of",3,180151,0,0,0,180151,0,0
9948,r248,"United States<sup>b</sup> -> New Jersey -> Children and Families, Department of",United States<sup>b</sup>,New Jersey,"Children and Families, Department of",3,368019,0,0,0,0,0,368019
9948,r249,"United States<sup>b</sup> -> New Jersey -> Community Affairs, Department of ",United States<sup>b</sup>,New Jersey,"Community Affairs, Department of ",3,22000,0,0,0,0,0,22000
9948,r250,"United States<sup>b</sup> -> New Jersey -> Corrections, Department of",United States<sup>b</sup>,New Jersey,"Corrections, Department of",3,416034,0,0,0,0,0,416034
9948,r251,"United States<sup>b</sup> -> New Jersey -> Environmental Protection, Department of",United States<sup>b</sup>,New Jersey,"Environmental Protection, Department of",3,6493270,0,0,5196552,1296718,0,0
9948,r252,"United States<sup>b</sup> -> New Jersey -> Health, Department of",United States<sup>b</sup>,New Jersey,"Health, Department of",3,45343885,0,0,0,45343885,0,0
9948,r253,United States<sup>b</sup> -> New Jersey -> Pinelands Commission,United States<sup>b</sup>,New Jersey,Pinelands Commission,3,412081,0,0,412081,0,0,0
9948,r254,"United States<sup>b</sup> -> New Jersey -> Secretary of Higher Education, Office of",United States<sup>b</sup>,New Jersey,"Secretary of Higher Education, Office of",3,4500000,0,0,0,0,0,4500000
9948,r255,"United States<sup>b</sup> -> New Jersey -> State Parole Board, New Jersey",United States<sup>b</sup>,New Jersey,"State Parole Board, New Jersey",3,45969,0,0,0,0,0,45969
9948,r256,"United States<sup>b</sup> -> New Jersey -> Transit, New Jersey",United States<sup>b</sup>,New Jersey,"Transit, New Jersey",3,251362,0,0,0,0,251362,0
9948,r257,"United States<sup>b</sup> -> New Jersey -> Transportation, Department of",United States<sup>b</sup>,New Jersey,"Transportation, Department of",3,6988144,0,0,0,0,6988144,0
9948,r258,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,,2,3456227,0,0,1950400,0,1400300,105527
9948,r259,"United States<sup>b</sup> -> New Mexico -> Cultural Affairs, Department of",United States<sup>b</sup>,New Mexico,"Cultural Affairs, Department of",3,105527,0,0,0,0,0,105527
9948,r260,"United States<sup>b</sup> -> New Mexico -> Game and Fish, Department of",United States<sup>b</sup>,New Mexico,"Game and Fish, Department of",3,1765554,0,0,1765554,0,0,0
9948,r261,"United States<sup>b</sup> -> New Mexico -> Transportation, Department of",United States<sup>b</sup>,New Mexico,"Transportation, Department of",3,1400300,0,0,0,0,1400300,0
9948,r262,United States<sup>b</sup> -> New Mexico -> Western State Air Resources Council,United States<sup>b</sup>,New Mexico,Western State Air Resources Council,3,184846,0,0,184846,0,0,0
9948,r263,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,,2,506283025,8293408,65172565,21860827,308203902,10073889,92678434
9948,r264,"United States<sup>b</sup> -> New York -> Agriculture and Markets, Department of ",United States<sup>b</sup>,New York,"Agriculture and Markets, Department of ",3,7728860,7419400,0,309460,0,0,0
9948,r265,"United States<sup>b</sup> -> New York -> Economic Development, Department of",United States<sup>b</sup>,New York,"Economic Development, Department of",3,103874022,0,3150000,0,8095588,0,92628434
9948,r266,United States<sup>b</sup> -> New York -> Energy Research and Development Authority,United States<sup>b</sup>,New York,Energy Research and Development Authority,3,56620719,0,52923298,330349,0,3367072,0
9948,r267,"United States<sup>b</sup> -> New York -> Environmental Conservation, Department of ",United States<sup>b</sup>,New York,"Environmental Conservation, Department of ",3,8217418,0,0,8217418,0,0,0
9948,r268,"United States<sup>b</sup> -> New York -> Health, Department of ",United States<sup>b</sup>,New York,"Health, Department of ",3,58241006,301329,0,1807973,56131704,0,0
9948,r269,"United States<sup>b</sup> -> New York -> Mental Health, Office of ",United States<sup>b</sup>,New York,"Mental Health, Office of ",3,170676444,0,0,0,170676444,0,0
9948,r270,"United States<sup>b</sup> -> New York -> People with Developmental Disabilities, Office of",United States<sup>b</sup>,New York,"People with Developmental Disabilities, Office of",3,1682143,0,0,0,1632143,0,50000
9948,r271,United States<sup>b</sup> -> New York -> Power Authority,United States<sup>b</sup>,New York,Power Authority,3,9714648,167387,9099267,213369,105250,129375,0
9948,r272,United States<sup>b</sup> -> New York -> Roswell Park Comprehensive Cancer Center,United States<sup>b</sup>,New York,Roswell Park Comprehensive Cancer Center,3,71562773,0,0,0,71562773,0,0
9948,r273,United States<sup>b</sup> -> New York -> State Museum,United States<sup>b</sup>,New York,State Museum,3,10982258,0,0,10982258,0,0,0
9948,r274,United States<sup>b</sup> -> New York -> Thoroughbred Breeding and Development Fund Corp.,United States<sup>b</sup>,New York,Thoroughbred Breeding and Development Fund Corp.,3,405292,405292,0,0,0,0,0
9948,r275,"United States<sup>b</sup> -> New York -> Transportation, Department of ",United States<sup>b</sup>,New York,"Transportation, Department of ",3,6577442,0,0,0,0,6577442,0
9948,r276,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,,2,38818576,14078340,1680920,6263664,5202825,9103250,2489577
9948,r277,"United States<sup>b</sup> -> North Carolina -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,North Carolina,"Agriculture and Consumer Services, Department of",3,15422911,13922911,1500000,0,0,0,0
9948,r278,United States<sup>b</sup> -> North Carolina -> Biotechnology Center,United States<sup>b</sup>,North Carolina,Biotechnology Center,3,2841679,0,0,0,2841679,0,0
9948,r279,"United States<sup>b</sup> -> North Carolina -> Environmental Quality, Department of",United States<sup>b</sup>,North Carolina,"Environmental Quality, Department of",3,3275157,0,0,2778079,0,0,497078
9948,r280,"United States<sup>b</sup> -> North Carolina -> Natural and Cultural Resources, Department of",United States<sup>b</sup>,North Carolina,"Natural and Cultural Resources, Department of",3,2425310,0,0,2425310,0,0,0
9948,r281,"United States<sup>b</sup> -> North Carolina -> Science Technology & Innovation, Office of",United States<sup>b</sup>,North Carolina,"Science Technology & Innovation, Office of",3,4660090,12000,180920,105275,2361146,8250,1992499
9948,r282,"United States<sup>b</sup> -> North Carolina -> Transportation, Department of",United States<sup>b</sup>,North Carolina,"Transportation, Department of",3,10050000,0,0,955000,0,9095000,0
9948,r283,United States<sup>b</sup> -> North Carolina -> Wine and Grape Growers Council,United States<sup>b</sup>,North Carolina,Wine and Grape Growers Council,3,143429,143429,0,0,0,0,0
9948,r284,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,,2,17874336,3145930,9398767,624754,3313396,1298374,93115
9948,r285,"United States<sup>b</sup> -> North Dakota -> Agriculture, Department of",United States<sup>b</sup>,North Dakota,"Agriculture, Department of",3,3313396,0,0,0,3313396,0,0
9948,r286,United States<sup>b</sup> -> North Dakota -> Dry Pea and Lentil Commission,United States<sup>b</sup>,North Dakota,Dry Pea and Lentil Commission,3,282308,282308,0,0,0,0,0
9948,r287,"United States<sup>b</sup> -> North Dakota -> Game and Fish, Department of",United States<sup>b</sup>,North Dakota,"Game and Fish, Department of",3,595698,0,0,595698,0,0,0
9948,r288,United States<sup>b</sup> -> North Dakota -> Historical Society of North Dakota,United States<sup>b</sup>,North Dakota,Historical Society of North Dakota,3,93115,0,0,0,0,0,93115
9948,r289,United States<sup>b</sup> -> North Dakota -> Industrial Commission,United States<sup>b</sup>,North Dakota,Industrial Commission,3,9398767,0,9398767,0,0,0,0
9948,r290,"United States<sup>b</sup> -> North Dakota -> Midwest Dairy Association, North Dakota Division",United States<sup>b</sup>,North Dakota,"Midwest Dairy Association, North Dakota Division",3,5193,5193,0,0,0,0,0
9948,r291,United States<sup>b</sup> -> North Dakota -> Soybean Council,United States<sup>b</sup>,North Dakota,Soybean Council,3,1622297,1593241,0,29056,0,0,0
9948,r292,"United States<sup>b</sup> -> North Dakota -> Transportation, Department of",United States<sup>b</sup>,North Dakota,"Transportation, Department of",3,1298374,0,0,0,0,1298374,0
9948,r293,United States<sup>b</sup> -> North Dakota -> Wheat Commission,United States<sup>b</sup>,North Dakota,Wheat Commission,3,1265188,1265188,0,0,0,0,0
9948,r294,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,,2,70471571,0,9364131,49888407,0,6349868,4869165
9948,r295,"United States<sup>b</sup> -> Ohio -> Development, Department of",United States<sup>b</sup>,Ohio,"Development, Department of",3,57980338,0,9315678,43975495,0,0,4689165
9948,r296,"United States<sup>b</sup> -> Ohio -> Education, Department of",United States<sup>b</sup>,Ohio,"Education, Department of",3,180000,0,0,0,0,0,180000
9948,r297,United States<sup>b</sup> -> Ohio -> Environmental Protection Agency,United States<sup>b</sup>,Ohio,Environmental Protection Agency,3,379412,0,0,379412,0,0,0
9948,r298,"United States<sup>b</sup> -> Ohio -> Natural Resources, Department of",United States<sup>b</sup>,Ohio,"Natural Resources, Department of",3,3723242,0,48453,3674789,0,0,0
9948,r299,"United States<sup>b</sup> -> Ohio -> Transportation, Department of",United States<sup>b</sup>,Ohio,"Transportation, Department of",3,6349868,0,0,0,0,6349868,0
9948,r300,United States<sup>b</sup> -> Ohio -> Water Development Authority,United States<sup>b</sup>,Ohio,Water Development Authority,3,1858711,0,0,1858711,0,0,0
9948,r301,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,,2,27646238,1514338,883335,3000003,16139607,4292220,1816735
9948,r302,"United States<sup>b</sup> -> Oklahoma -> Advancement of Science and Technology, Center for the ",United States<sup>b</sup>,Oklahoma,"Advancement of Science and Technology, Center for the ",3,8629841,1065549,883335,418083,4182092,723848,1356934
9948,r303,"United States<sup>b</sup> -> Oklahoma -> Agriculture, Food, and Forestry, Department of",United States<sup>b</sup>,Oklahoma,"Agriculture, Food, and Forestry, Department of",3,443596,443596,0,0,0,0,0
9948,r304,"United States<sup>b</sup> -> Oklahoma -> Environmental Quality, Department of",United States<sup>b</sup>,Oklahoma,"Environmental Quality, Department of",3,345916,0,0,345916,0,0,0
9948,r305,United States<sup>b</sup> -> Oklahoma -> Grand River Dam Authority,United States<sup>b</sup>,Oklahoma,Grand River Dam Authority,3,525000,0,0,525000,0,0,0
9948,r306,"United States<sup>b</sup> -> Oklahoma -> Health, Department of",United States<sup>b</sup>,Oklahoma,"Health, Department of",3,1053610,0,0,0,1053610,0,0
9948,r307,"United States<sup>b</sup> -> Oklahoma -> Human Services, Department of",United States<sup>b</sup>,Oklahoma,"Human Services, Department of",3,459801,0,0,0,0,0,459801
9948,r308,"United States<sup>b</sup> -> Oklahoma -> Midwest Dairy Association, Oklahoma Division",United States<sup>b</sup>,Oklahoma,"Midwest Dairy Association, Oklahoma Division",3,5193,5193,0,0,0,0,0
9948,r309,United States<sup>b</sup> -> Oklahoma -> Tobacco Settlement Endowment Trust,United States<sup>b</sup>,Oklahoma,Tobacco Settlement Endowment Trust,3,10903905,0,0,0,10903905,0,0
9948,r310,"United States<sup>b</sup> -> Oklahoma -> Transportation, Department of",United States<sup>b</sup>,Oklahoma,"Transportation, Department of",3,3568372,0,0,0,0,3568372,0
9948,r311,"United States<sup>b</sup> -> Oklahoma -> Wildlife Conservation, Department of",United States<sup>b</sup>,Oklahoma,"Wildlife Conservation, Department of",3,1711004,0,0,1711004,0,0,0
9948,r312,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,,2,33801166,583164,1659775,18199863,3779289,7385549,2193526
9948,r313,"United States<sup>b</sup> -> Oregon -> Agriculture, Department of",United States<sup>b</sup>,Oregon,"Agriculture, Department of",3,248348,248348,0,0,0,0,0
9948,r314,United States<sup>b</sup> -> Oregon -> Business Oregon,United States<sup>b</sup>,Oregon,Business Oregon,3,11252148,334816,1659775,759816,3545794,3225412,1726535
9948,r315,"United States<sup>b</sup> -> Oregon -> Environmental Quality, Department of",United States<sup>b</sup>,Oregon,"Environmental Quality, Department of",3,145000,0,0,145000,0,0,0
9948,r316,"United States<sup>b</sup> -> Oregon -> Fish and Wildlife, Department of",United States<sup>b</sup>,Oregon,"Fish and Wildlife, Department of",3,14109145,0,0,14109145,0,0,0
9948,r317,"United States<sup>b</sup> -> Oregon -> Forestry, Department of",United States<sup>b</sup>,Oregon,"Forestry, Department of",3,700000,0,0,700000,0,0,0
9948,r318,"United States<sup>b</sup> -> Oregon -> Geology and Mineral Industries, Department of",United States<sup>b</sup>,Oregon,"Geology and Mineral Industries, Department of",3,942340,0,0,942340,0,0,0
9948,r319,"United States<sup>b</sup> -> Oregon -> Human Services, Department of",United States<sup>b</sup>,Oregon,"Human Services, Department of",3,778318,0,0,77832,233495,0,466991
9948,r320,"United States<sup>b</sup> -> Oregon -> Transportation, Department of",United States<sup>b</sup>,Oregon,"Transportation, Department of",3,4292580,0,0,132443,0,4160137,0
9948,r321,United States<sup>b</sup> -> Oregon -> Water Resources Department,United States<sup>b</sup>,Oregon,Water Resources Department,3,1067424,0,0,1067424,0,0,0
9948,r322,United States<sup>b</sup> -> Oregon -> Watershed Enhancement Board,United States<sup>b</sup>,Oregon,Watershed Enhancement Board,3,265863,0,0,265863,0,0,0
9948,r323,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,,2,88557830,3446582,457337,13890852,61719253,4100235,4943571
9948,r324,"United States<sup>b</sup> -> Pennsylvania -> Agriculture, Department of",United States<sup>b</sup>,Pennsylvania,"Agriculture, Department of",3,3206582,3206582,0,0,0,0,0
9948,r325,"United States<sup>b</sup> -> Pennsylvania -> Community and Economic Development, Department of",United States<sup>b</sup>,Pennsylvania,"Community and Economic Development, Department of",3,22100000,240000,307429,210000,15189000,1210000,4943571
