table_id,row_id,fine_field_of_study_full_path,fine_field_of_study_level_1,fine_field_of_study_level_2,fine_field_of_study_level_3,fine_field_of_study_level_4,fine_field_of_study_level_5,fine_field_of_study_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017
951,r214,"All fields -> Psychology and social sciences -> Social sciences -> Other social sciences -> Social sciences, general ",All fields,Psychology and social sciences,Social sciences,Other social sciences,"Social sciences, general ",5,37,51,48,39,32,55,59,55,99,45
951,r215,"All fields -> Psychology and social sciences -> Social sciences -> Other social sciences -> Social sciences, other ",All fields,Psychology and social sciences,Social sciences,Other social sciences,"Social sciences, other ",5,107,120,107,114,142,151,157,146,141,128
951,r216,All fields -> Engineering,All fields,Engineering,,,,2,7864,7642,7578,8032,8469,9000,9627,9876,9458,9843
951,r217,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering ",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering ",,,3,266,297,252,262,307,348,386,361,370,378
951,r218,All fields -> Engineering -> Bioengineering and biomedical engineering ,All fields,Engineering,Bioengineering and biomedical engineering ,,,3,762,834,824,898,943,1039,1046,1126,1090,1041
951,r219,All fields -> Engineering -> Chemical engineering ,All fields,Engineering,Chemical engineering ,,,3,873,807,822,823,840,824,973,1002,921,936
951,r220,All fields -> Engineering -> Civil engineering ,All fields,Engineering,Civil engineering ,,,3,713,707,643,634,495,542,617,632,563,741
951,r221,"All fields -> Engineering -> Electrical, electronics, and communications engineering ",All fields,Engineering,"Electrical, electronics, and communications engineering ",,,3,1888,1693,1778,1886,1938,1897,1953,1997,1822,1900
951,r222,All fields -> Engineering -> Industrial and manufacturing engineering ,All fields,Engineering,Industrial and manufacturing engineering ,,,3,280,251,215,258,226,241,298,243,256,253
951,r223,All fields -> Engineering -> Materials science engineering ,All fields,Engineering,Materials science engineering ,,,3,636,625,670,662,743,815,832,871,984,958
951,r224,All fields -> Engineering -> Mechanical engineering ,All fields,Engineering,Mechanical engineering ,,,3,1082,1095,983,1084,1220,1277,1331,1466,1296,1409
951,r225,All fields -> Engineering -> Other engineering ,All fields,Engineering,Other engineering ,,,3,1364,1333,1391,1525,1757,2017,2191,2178,2156,2227
951,r226,All fields -> Engineering -> Other engineering  -> Agricultural engineering ,All fields,Engineering,Other engineering ,Agricultural engineering ,,4,61,64,58,60,68,75,80,67,62,79
951,r227,All fields -> Engineering -> Other engineering  -> Ceramic sciences engineering ,All fields,Engineering,Other engineering ,Ceramic sciences engineering ,,4,7,5,11,7,5,3,na,na,na,na
951,r228,All fields -> Engineering -> Other engineering  -> Communications engineering ,All fields,Engineering,Other engineering ,Communications engineering ,,4,26,26,15,16,24,31,29,30,19,15
951,r229,All fields -> Engineering -> Other engineering  -> Computer engineering ,All fields,Engineering,Other engineering ,Computer engineering ,,4,386,380,374,372,406,417,465,410,401,419
951,r230,"All fields -> Engineering -> Other engineering  -> Engineering management, administration ",All fields,Engineering,Other engineering ,"Engineering management, administration ",,4,39,40,38,37,44,59,44,45,29,55
951,r231,All fields -> Engineering -> Other engineering  -> Engineering mechanics ,All fields,Engineering,Other engineering ,Engineering mechanics ,,4,60,63,46,63,48,70,70,66,101,57
951,r232,All fields -> Engineering -> Other engineering  -> Engineering physics ,All fields,Engineering,Other engineering ,Engineering physics ,,4,26,31,31,32,17,34,30,36,24,26
951,r233,All fields -> Engineering -> Other engineering  -> Engineering science ,All fields,Engineering,Other engineering ,Engineering science ,,4,35,42,52,51,45,41,60,72,33,66
951,r234,"All fields -> Engineering -> Other engineering  -> Environmental, environmental health engineering<sup>l</sup>",All fields,Engineering,Other engineering ,"Environmental, environmental health engineering<sup>l</sup>",,4,153,120,112,144,214,269,270,282,216,221
951,r235,All fields -> Engineering -> Other engineering  -> Geotechnical and geoenvironmental engineering ,All fields,Engineering,Other engineering ,Geotechnical and geoenvironmental engineering ,,4,na,na,na,na,49,51,72,68,81,75
951,r236,All fields -> Engineering -> Other engineering  -> Metallurgical engineering ,All fields,Engineering,Other engineering ,Metallurgical engineering ,,4,22,26,11,30,16,25,24,34,31,25
951,r237,All fields -> Engineering -> Other engineering  -> Mining and mineral engineering ,All fields,Engineering,Other engineering ,Mining and mineral engineering ,,4,13,14,7,6,14,29,na,na,na,na
951,r238,All fields -> Engineering -> Other engineering  -> Nuclear engineering ,All fields,Engineering,Other engineering ,Nuclear engineering ,,4,99,73,91,107,101,119,156,130,131,159
951,r239,All fields -> Engineering -> Other engineering  -> Ocean engineering ,All fields,Engineering,Other engineering ,Ocean engineering ,,4,25,29,23,26,21,30,30,36,26,25
951,r240,All fields -> Engineering -> Other engineering  -> Operations research (engineering) ,All fields,Engineering,Other engineering ,Operations research (engineering) ,,4,80,79,85,83,90,119,117,88,130,114
951,r241,All fields -> Engineering -> Other engineering  -> Petroleum engineering ,All fields,Engineering,Other engineering ,Petroleum engineering ,,4,44,54,51,56,67,92,107,104,99,86
951,r242,"All fields -> Engineering -> Other engineering  -> Polymer, plastics engineering ",All fields,Engineering,Other engineering ,"Polymer, plastics engineering ",,4,49,60,57,71,67,61,63,80,60,90
951,r243,All fields -> Engineering -> Other engineering  -> Robotics ,All fields,Engineering,Other engineering ,Robotics ,,4,na,na,31,46,50,59,80,82,120,98
951,r244,All fields -> Engineering -> Other engineering  -> Structural engineering ,All fields,Engineering,Other engineering ,Structural engineering ,,4,na,na,66,69,81,81,101,125,117,103
951,r245,All fields -> Engineering -> Other engineering  -> Systems engineering ,All fields,Engineering,Other engineering ,Systems engineering ,,4,80,67,68,79,82,114,95,105,113,121
951,r246,All fields -> Engineering -> Other engineering  -> Transportation and highway engineering ,All fields,Engineering,Other engineering ,Transportation and highway engineering ,,4,na,na,na,na,76,80,101,106,109,84
951,r247,"All fields -> Engineering -> Other engineering  -> Engineering, general ",All fields,Engineering,Other engineering ,"Engineering, general ",,4,43,44,36,36,43,24,40,42,108,51
951,r248,"All fields -> Engineering -> Other engineering  -> Engineering, other ",All fields,Engineering,Other engineering ,"Engineering, other ",,4,116,116,128,134,129,134,157,170,146,258
951,r249,All fields -> Education,All fields,Education,,,,2,6561,6528,5287,4670,4803,4934,4789,5098,5146,4823
951,r250,All fields -> Education -> Education administration ,All fields,Education,Education administration ,,,3,2238,2146,1439,924,1057,965,893,920,823,1023
951,r251,All fields -> Education -> Education administration  -> Educational administration and supervision ,All fields,Education,Education administration ,Educational administration and supervision ,,4,665,585,320,217,219,187,170,169,148,176
951,r252,"All fields -> Education -> Education administration  -> Educational and human resource studies, development ",All fields,Education,Education administration ,"Educational and human resource studies, development ",,4,na,na,na,na,78,93,62,68,62,172
951,r253,All fields -> Education -> Education administration  -> Educational leadership ,All fields,Education,Education administration ,Educational leadership ,,4,1573,1561,1029,649,673,601,605,620,554,591
951,r254,All fields -> Education -> Education administration  -> Urban education and leadership ,All fields,Education,Education administration ,Urban education and leadership ,,4,na,na,90,58,87,84,56,63,59,84
951,r255,All fields -> Education -> Education research,All fields,Education,Education research,,,3,2640,2663,2443,2438,2569,2703,2560,2772,2384,2405
951,r256,"All fields -> Education -> Education research -> Counseling education, counseling and guidance ",All fields,Education,Education research,"Counseling education, counseling and guidance ",,4,208,233,211,223,223,257,229,292,277,269
951,r257,All fields -> Education -> Education research -> Curriculum and instruction ,All fields,Education,Education research,Curriculum and instruction ,,4,744,782,617,590,583,586,552,585,380,514
951,r258,All fields -> Education -> Education research -> Educational and instructional media design ,All fields,Education,Education research,Educational and instructional media design ,,4,177,150,121,133,30,17,18,30,26,19
951,r259,All fields -> Education -> Education research -> Educational and instructional technology ,All fields,Education,Education research,Educational and instructional technology ,,4,na,na,na,na,164,241,192,201,224,233
951,r260,"All fields -> Education -> Education research -> Educational assessment, testing, measurement ",All fields,Education,Education research,"Educational assessment, testing, measurement ",,4,73,89,65,73,57,63,53,65,66,41
951,r261,All fields -> Education -> Education research -> Educational policy analysis ,All fields,Education,Education research,Educational policy analysis ,,4,na,na,122,151,157,171,152,168,173,127
951,r262,All fields -> Education -> Education research -> Educational psychology (education) ,All fields,Education,Education research,Educational psychology (education) ,,4,306,326,269,287,302,283,261,286,221,229
951,r263,"All fields -> Education -> Education research -> Educational statistics, research methods ",All fields,Education,Education research,"Educational statistics, research methods ",,4,66,60,68,79,70,84,74,92,76,83
951,r264,All fields -> Education -> Education research -> Higher education evaluation and research ,All fields,Education,Education research,Higher education evaluation and research ,,4,578,512,420,384,448,435,446,519,449,434
951,r265,All fields -> Education -> Education research -> International education ,All fields,Education,Education research,International education ,,4,na,na,65,60,52,65,70,55,56,45
951,r266,All fields -> Education -> Education research -> School psychology (education) ,All fields,Education,Education research,School psychology (education) ,,4,103,116,132,128,117,131,145,132,117,107
951,r267,All fields -> Education -> Education research -> Social and philosophical foundations of education ,All fields,Education,Education research,Social and philosophical foundations of education ,,4,122,124,92,100,98,84,92,90,63,66
951,r268,All fields -> Education -> Education research -> Special education ,All fields,Education,Education research,Special education ,,4,263,271,261,230,268,286,276,257,256,238
951,r269,All fields -> Education -> Teacher education,All fields,Education,Teacher education,,,3,274,332,245,204,156,109,152,156,180,112
951,r270,All fields -> Education -> Teacher education -> Adult and continuing teacher education ,All fields,Education,Teacher education,Adult and continuing teacher education ,,4,118,138,91,64,49,23,53,39,64,29
951,r271,All fields -> Education -> Teacher education -> Elementary teacher education ,All fields,Education,Teacher education,Elementary teacher education ,,4,63,66,48,45,40,26,36,37,36,29
951,r272,"All fields -> Education -> Teacher education -> Pre-elementary, early childhood teacher education ",All fields,Education,Teacher education,"Pre-elementary, early childhood teacher education ",,4,60,80,58,52,29,35,29,47,51,33
951,r273,All fields -> Education -> Teacher education -> Secondary teacher education ,All fields,Education,Teacher education,Secondary teacher education ,,4,33,48,48,43,38,25,34,33,29,21
951,r274,All fields -> Education -> Teaching fields ,All fields,Education,Teaching fields ,,,3,912,906,799,805,757,892,915,953,1166,908
951,r275,All fields -> Education -> Teaching fields  -> Agricultural education ,All fields,Education,Teaching fields ,Agricultural education ,,4,33,29,34,28,30,27,25,30,36,33
951,r276,All fields -> Education -> Teaching fields  -> Art education ,All fields,Education,Teaching fields ,Art education ,,4,44,46,35,48,36,30,42,42,37,35
951,r277,All fields -> Education -> Teaching fields  -> Bilingual and multilingual education ,All fields,Education,Teaching fields ,Bilingual and multilingual education ,,4,na,na,na,na,35,50,30,27,52,38
951,r278,All fields -> Education -> Teaching fields  -> Business education ,All fields,Education,Teaching fields ,Business education ,,4,14,13,na,na,na,na,na,na,na,na
951,r279,All fields -> Education -> Teaching fields  -> English as a second or foreign language ,All fields,Education,Teaching fields ,English as a second or foreign language ,,4,na,na,na,na,na,na,58,94,70,56
951,r280,All fields -> Education -> Teaching fields  -> English education ,All fields,Education,Teaching fields ,English education ,,4,71,51,61,64,32,35,31,33,39,34
951,r281,"All fields -> Education -> Teaching fields  -> Family, consumer, and human sciences ",All fields,Education,Teaching fields ,"Family, consumer, and human sciences ",,4,31,19,23,24,10,19,20,24,16,8
951,r282,All fields -> Education -> Teaching fields  -> Foreign languages education ,All fields,Education,Teaching fields ,Foreign languages education ,,4,68,57,60,55,60,54,39,31,39,26
951,r283,All fields -> Education -> Teaching fields  -> Health education ,All fields,Education,Teaching fields ,Health education ,,4,61,53,45,49,35,52,43,53,70,65
951,r284,All fields -> Education -> Teaching fields  -> Literacy and reading education<sup>m</sup>,All fields,Education,Teaching fields ,Literacy and reading education<sup>m</sup>,,4,121,118,83,80,124,126,127,123,137,139
951,r285,All fields -> Education -> Teaching fields  -> Mathematics education ,All fields,Education,Teaching fields ,Mathematics education ,,4,127,161,144,142,114,138,142,133,182,146
951,r286,All fields -> Education -> Teaching fields  -> Music education ,All fields,Education,Teaching fields ,Music education ,,4,76,68,83,86,69,91,104,114,87,75
951,r287,All fields -> Education -> Teaching fields  -> Nursing education ,All fields,Education,Teaching fields ,Nursing education ,,4,23,13,30,23,18,33,30,32,74,53
951,r288,All fields -> Education -> Teaching fields  -> Physical education and coaching ,All fields,Education,Teaching fields ,Physical education and coaching ,,4,50,34,34,43,38,44,35,36,38,22
951,r289,All fields -> Education -> Teaching fields  -> Science education ,All fields,Education,Teaching fields ,Science education ,,4,94,119,96,93,110,114,112,122,133,101
951,r290,All fields -> Education -> Teaching fields  -> Social science education ,All fields,Education,Teaching fields ,Social science education ,,4,22,21,21,27,20,22,16,24,28,19
951,r291,"All fields -> Education -> Teaching fields  -> Teacher education and professional development, other<sup>n</sup>",All fields,Education,Teaching fields ,"Teacher education and professional development, other<sup>n</sup>",,4,64,76,50,43,26,57,61,35,128,58
951,r292,All fields -> Education -> Teaching fields  -> Trade and industrial education ,All fields,Education,Teaching fields ,Trade and industrial education ,,4,13,28,na,na,na,na,na,na,na,na
951,r293,All fields -> Education -> Other education,All fields,Education,Other education,,,3,497,481,361,299,264,265,269,297,593,375
951,r294,All fields -> Education -> Other education -> Workforce education and development ,All fields,Education,Other education,Workforce education and development ,,4,na,na,na,na,na,na,32,36,36,60
951,r295,"All fields -> Education -> Other education -> Education, general ",All fields,Education,Other education,"Education, general ",,4,239,209,152,122,121,128,135,140,369,145
951,r296,"All fields -> Education -> Other education -> Education, other ",All fields,Education,Other education,"Education, other ",,4,258,272,209,177,143,137,102,121,188,170
951,r297,All fields -> Humanities and arts,All fields,Humanities and arts,,,,2,4736,4904,5015,5226,5561,5715,5524,5594,5480,5290
951,r298,All fields -> Humanities and arts -> Foreign languages and literature,All fields,Humanities and arts,Foreign languages and literature,,,3,627,598,601,644,684,701,674,656,599,624
951,r299,All fields -> Humanities and arts -> Foreign languages and literature -> Arabic language and literature ,All fields,Humanities and arts,Foreign languages and literature,Arabic language and literature ,,4,7,5,14,8,12,9,14,6,5,8
951,r300,All fields -> Humanities and arts -> Foreign languages and literature -> Chinese language and literature ,All fields,Humanities and arts,Foreign languages and literature,Chinese language and literature ,,4,22,35,41,29,20,37,17,28,17,29
951,r301,All fields -> Humanities and arts -> Foreign languages and literature -> French language and literature ,All fields,Humanities and arts,Foreign languages and literature,French language and literature ,,4,120,114,110,114,122,140,139,137,107,92
951,r302,All fields -> Humanities and arts -> Foreign languages and literature -> Germanic language and literature ,All fields,Humanities and arts,Foreign languages and literature,Germanic language and literature ,,4,80,70,64,71,90,74,84,72,67,72
951,r303,All fields -> Humanities and arts -> Foreign languages and literature -> Italian language and literature ,All fields,Humanities and arts,Foreign languages and literature,Italian language and literature ,,4,31,39,35,38,50,44,39,40,34,45
951,r304,All fields -> Humanities and arts -> Foreign languages and literature -> Japanese language and literature ,All fields,Humanities and arts,Foreign languages and literature,Japanese language and literature ,,4,17,18,27,16,20,21,23,21,10,16
951,r305,All fields -> Humanities and arts -> Foreign languages and literature -> Latin American languages and literature ,All fields,Humanities and arts,Foreign languages and literature,Latin American languages and literature ,,4,na,na,na,na,57,66,83,79,96,29
951,r306,All fields -> Humanities and arts -> Foreign languages and literature -> Russian language and literature ,All fields,Humanities and arts,Foreign languages and literature,Russian language and literature ,,4,27,18,23,34,24,30,25,21,14,25
951,r307,All fields -> Humanities and arts -> Foreign languages and literature -> Slavic (other than Russian) ,All fields,Humanities and arts,Foreign languages and literature,Slavic (other than Russian) ,,4,2,10,na,na,na,na,na,na,na,na
951,r308,All fields -> Humanities and arts -> Foreign languages and literature -> Spanish language and literature ,All fields,Humanities and arts,Foreign languages and literature,Spanish language and literature ,,4,244,235,231,247,205,216,181,186,127,182
951,r309,"All fields -> Humanities and arts -> Foreign languages and literature -> Foreign languages and literatures, other ",All fields,Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other ",,4,77,54,56,87,84,64,69,66,122,126
951,r310,All fields -> Humanities and arts -> History,All fields,Humanities and arts,History,,,3,971,1045,1005,1065,1086,1148,1186,1146,1148,1066
951,r311,All fields -> Humanities and arts -> History -> African history ,All fields,Humanities and arts,History,African history ,,4,22,29,30,29,38,32,32,30,26,22
951,r312,"All fields -> Humanities and arts -> History -> American history, United States and Canada ",All fields,Humanities and arts,History,"American history, United States and Canada ",,4,384,432,391,432,440,444,433,412,391,368
951,r313,All fields -> Humanities and arts -> History -> Asian history ,All fields,Humanities and arts,History,Asian history ,,4,74,55,59,68,73,85,78,89,73,55
951,r314,All fields -> Humanities and arts -> History -> European history ,All fields,Humanities and arts,History,European history ,,4,196,214,193,224,186,186,232,198,207,173
951,r315,"All fields -> Humanities and arts -> History -> History, science and technology and society ",All fields,Humanities and arts,History,"History, science and technology and society ",,4,48,56,46,47,49,53,78,72,66,160
951,r316,All fields -> Humanities and arts -> History -> Latin American history ,All fields,Humanities and arts,History,Latin American history ,,4,62,67,65,52,63,77,73,64,77,61
951,r317,"All fields -> Humanities and arts -> History -> Middle, Near East history ",All fields,Humanities and arts,History,"Middle, Near East history ",,4,59,61,65,63,60,71,68,82,63,70
951,r318,"All fields -> Humanities and arts -> History -> History, general ",All fields,Humanities and arts,History,"History, general ",,4,64,64,78,68,93,105,121,108,155,70
951,r319,"All fields -> Humanities and arts -> History -> History, other",All fields,Humanities and arts,History,"History, other",,4,62,67,78,82,84,95,71,91,90,87
951,r320,All fields -> Humanities and arts -> Letters,All fields,Humanities and arts,Letters,,,3,1420,1413,1516,1513,1638,1606,1551,1583,1531,1465
951,r321,"All fields -> Humanities and arts -> Letters -> American literature, United States and Canada ",All fields,Humanities and arts,Letters,"American literature, United States and Canada ",,4,338,327,361,367,409,397,349,334,342,311
951,r322,All fields -> Humanities and arts -> Letters -> Classics ,All fields,Humanities and arts,Letters,Classics ,,4,72,77,86,91,101,101,91,94,109,80
951,r323,All fields -> Humanities and arts -> Letters -> Comparative literature ,All fields,Humanities and arts,Letters,Comparative literature ,,4,166,179,197,192,201,218,196,165,172,166
951,r324,All fields -> Humanities and arts -> Letters -> Creative writing ,All fields,Humanities and arts,Letters,Creative writing ,,4,73,76,81,84,93,79,87,97,79,84
951,r325,All fields -> Humanities and arts -> Letters -> English language ,All fields,Humanities and arts,Letters,English language ,,4,156,104,146,179,154,92,147,153,127,159
951,r326,"All fields -> Humanities and arts -> Letters -> English literature, British and Commonwealth ",All fields,Humanities and arts,Letters,"English literature, British and Commonwealth ",,4,397,388,419,354,423,399,396,412,414,369
951,r327,All fields -> Humanities and arts -> Letters -> Folklore ,All fields,Humanities and arts,Letters,Folklore ,,4,13,10,11,10,6,9,17,6,,na
951,r328,All fields -> Humanities and arts -> Letters -> Rhetoric and composition ,All fields,Humanities and arts,Letters,Rhetoric and composition ,,4,na,na,na,na,154,220,207,238,211,227
951,r329,All fields -> Humanities and arts -> Letters -> Speech and rhetorical studies ,All fields,Humanities and arts,Letters,Speech and rhetorical studies ,,4,126,138,152,165,53,33,29,42,39,42
951,r330,"All fields -> Humanities and arts -> Letters -> Letters, general ",All fields,Humanities and arts,Letters,"Letters, general ",,4,34,74,22,25,18,26,12,22,23,13
951,r331,"All fields -> Humanities and arts -> Letters -> Letters, other ",All fields,Humanities and arts,Letters,"Letters, other ",,4,45,40,41,46,26,32,20,20,15,14
951,r332,All fields -> Humanities and arts -> Other humanities and arts,All fields,Humanities and arts,Other humanities and arts,,,3,1718,1848,1893,2004,2153,2260,2113,2209,2202,2135
951,r333,All fields -> Humanities and arts -> Other humanities and arts -> Archaeology (humanities) ,All fields,Humanities and arts,Other humanities and arts,Archaeology (humanities) ,,4,47,58,60,87,79,72,105,121,166,126
951,r334,"All fields -> Humanities and arts -> Other humanities and arts -> Art history, criticism, and conservation ",All fields,Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation ",,4,208,226,248,242,227,265,263,272,278,247
951,r335,"All fields -> Humanities and arts -> Other humanities and arts -> Bible, biblical studies ",All fields,Humanities and arts,Other humanities and arts,"Bible, biblical studies ",,4,79,74,97,103,95,106,86,87,62,85
951,r336,All fields -> Humanities and arts -> Other humanities and arts -> Dance,All fields,Humanities and arts,Other humanities and arts,Dance,,4,na,na,na,na,na,na,na,na,13,11
951,r337,"All fields -> Humanities and arts -> Other humanities and arts -> Drama, theater arts",All fields,Humanities and arts,Other humanities and arts,"Drama, theater arts",,4,83,104,104,106,111,120,104,86,74,75
951,r338,All fields -> Humanities and arts -> Other humanities and arts -> Ethics ,All fields,Humanities and arts,Other humanities and arts,Ethics ,,4,na,na,na,na,29,26,29,30,38,30
951,r339,"All fields -> Humanities and arts -> Other humanities and arts -> Film, cinema, video studies ",All fields,Humanities and arts,Other humanities and arts,"Film, cinema, video studies ",,4,na,na,na,na,62,67,71,67,73,79
951,r340,"All fields -> Humanities and arts -> Other humanities and arts -> Jewish, Judaic studies ",All fields,Humanities and arts,Other humanities and arts,"Jewish, Judaic studies ",,4,na,na,na,na,17,33,27,27,27,28
951,r341,All fields -> Humanities and arts -> Other humanities and arts -> Music ,All fields,Humanities and arts,Other humanities and arts,Music ,,4,67,74,66,81,67,88,64,54,59,74
951,r342,All fields -> Humanities and arts -> Other humanities and arts -> Musicology and ethnomusicology ,All fields,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology ,,4,106,127,135,137,138,128,140,148,127,157
951,r343,All fields -> Humanities and arts -> Other humanities and arts -> Music performance ,All fields,Humanities and arts,Other humanities and arts,Music performance ,,4,60,85,106,93,113,124,77,110,92,90
951,r344,All fields -> Humanities and arts -> Other humanities and arts -> Music theory and composition ,All fields,Humanities and arts,Other humanities and arts,Music theory and composition ,,4,90,99,91,95,95,102,104,108,92,86
951,r345,"All fields -> Humanities and arts -> Other humanities and arts -> Music, other ",All fields,Humanities and arts,Other humanities and arts,"Music, other ",,4,17,18,18,22,21,29,20,23,19,17
951,r346,All fields -> Humanities and arts -> Other humanities and arts -> Philosophy ,All fields,Humanities and arts,Other humanities and arts,Philosophy ,,4,400,422,431,462,497,494,454,463,454,419
951,r347,"All fields -> Humanities and arts -> Other humanities and arts -> Religion, religious studies ",All fields,Humanities and arts,Other humanities and arts,"Religion, religious studies ",,4,333,326,282,312,290,301,292,314,254,310
951,r348,"All fields -> Humanities and arts -> Other humanities and arts -> Theology, religious education ",All fields,Humanities and arts,Other humanities and arts,"Theology, religious education ",,4,138,129,160,150,184,173,156,172,210,166
951,r349,"All fields -> Humanities and arts -> Other humanities and arts -> Humanities, general ",All fields,Humanities and arts,Other humanities and arts,"Humanities, general ",,4,14,49,28,43,16,31,34,27,106,55
951,r350,"All fields -> Humanities and arts -> Other humanities and arts -> Humanities, other ",All fields,Humanities and arts,Other humanities and arts,"Humanities, other ",,4,76,57,67,71,112,101,87,100,58,80
951,r351,All fields -> Other<sup>o</sup>,All fields,Other<sup>o</sup>,,,,2,2762,2807,2729,2683,2734,3023,3044,3020,2956,3113
951,r352,All fields -> Other<sup>o</sup> -> Business management and administration,All fields,Other<sup>o</sup>,Business management and administration,,,3,1421,1405,1366,1327,1404,1551,1584,1583,1509,1522
951,r353,All fields -> Other<sup>o</sup> -> Business management and administration -> Accounting ,All fields,Other<sup>o</sup>,Business management and administration,Accounting ,,4,140,141,148,157,175,168,196,194,178,153
951,r354,All fields -> Other<sup>o</sup> -> Business management and administration -> Banking/financial services ,All fields,Other<sup>o</sup>,Business management and administration,Banking/financial services ,,4,4,5,5,1,na,na,na,na,na,na
951,r355,All fields -> Other<sup>o</sup> -> Business management and administration -> Business administration and management ,All fields,Other<sup>o</sup>,Business management and administration,Business administration and management ,,4,204,173,157,146,221,269,243,232,263,273
951,r356,"All fields -> Other<sup>o</sup> -> Business management and administration -> Business, managerial economics ",All fields,Other<sup>o</sup>,Business management and administration,"Business, managerial economics ",,4,18,24,29,26,31,24,22,43,26,33
951,r357,All fields -> Other<sup>o</sup> -> Business management and administration -> Finance ,All fields,Other<sup>o</sup>,Business management and administration,Finance ,,4,241,213,210,200,232,260,265,241,251,188
951,r358,"All fields -> Other<sup>o</sup> -> Business management and administration -> Hospitality, food service and tourism management ",All fields,Other<sup>o</sup>,Business management and administration,"Hospitality, food service and tourism management ",,4,na,na,36,59,57,71,65,46,66,76
951,r359,All fields -> Other<sup>o</sup> -> Business management and administration -> Human resources development,All fields,Other<sup>o</sup>,Business management and administration,Human resources development,,4,65,74,70,70,44,44,68,51,30,27
951,r360,"All fields -> Other<sup>o</sup> -> Business management and administration -> International business, trade, commerce ",All fields,Other<sup>o</sup>,Business management and administration,"International business, trade, commerce ",,4,31,37,25,28,21,33,30,24,24,20
951,r361,"All fields -> Other<sup>o</sup> -> Business management and administration -> Management information systems, business statistics ",All fields,Other<sup>o</sup>,Business management and administration,"Management information systems, business statistics ",,4,156,136,108,100,103,107,100,102,107,90
951,r362,All fields -> Other<sup>o</sup> -> Business management and administration -> Marketing management and research ,All fields,Other<sup>o</sup>,Business management and administration,Marketing management and research ,,4,190,183,157,156,174,191,152,181,140,139
951,r363,All fields -> Other<sup>o</sup> -> Business management and administration -> Operations research (business) ,All fields,Other<sup>o</sup>,Business management and administration,Operations research (business) ,,4,78,51,84,70,80,103,91,110,83,66
951,r364,All fields -> Other<sup>o</sup> -> Business management and administration -> Organizational behavior ,All fields,Other<sup>o</sup>,Business management and administration,Organizational behavior ,,4,157,167,175,189,163,186,212,189,168,269
951,r365,"All fields -> Other<sup>o</sup> -> Business management and administration -> Business management and administration, general ",All fields,Other<sup>o</sup>,Business management and administration,"Business management and administration, general ",,4,60,90,102,67,50,40,68,68,114,107
951,r366,"All fields -> Other<sup>o</sup> -> Business management and administration -> Business management and administration, other",All fields,Other<sup>o</sup>,Business management and administration,"Business management and administration, other",,4,77,111,60,58,53,55,72,102,59,81
951,r367,All fields -> Other<sup>o</sup> -> Communication,All fields,Other<sup>o</sup>,Communication,,,3,557,627,638,650,595,645,663,667,672,626
951,r368,All fields -> Other<sup>o</sup> -> Communication -> Communication research ,All fields,Other<sup>o</sup>,Communication,Communication research ,,4,104,129,120,125,126,155,149,149,183,111
951,r369,All fields -> Other<sup>o</sup> -> Communication -> Communication theory ,All fields,Other<sup>o</sup>,Communication,Communication theory ,,4,32,38,34,29,31,30,39,41,63,34
951,r370,"All fields -> Other<sup>o</sup> -> Communication -> Film, radio, TV and digital communication ",All fields,Other<sup>o</sup>,Communication,"Film, radio, TV and digital communication ",,4,62,64,73,77,43,30,35,37,23,34
951,r371,"All fields -> Other<sup>o</sup> -> Communication -> Mass communication, media studies ",All fields,Other<sup>o</sup>,Communication,"Mass communication, media studies ",,4,175,206,214,212,199,239,251,242,211,231
951,r372,"All fields -> Other<sup>o</sup> -> Communication -> Communication, general ",All fields,Other<sup>o</sup>,Communication,"Communication, general ",,4,103,120,119,117,117,107,123,119,143,146
951,r373,"All fields -> Other<sup>o</sup> -> Communication -> Communication, other ",All fields,Other<sup>o</sup>,Communication,"Communication, other ",,4,81,70,78,90,79,84,66,79,49,70
951,r374,All fields -> Other<sup>o</sup> -> Non-S&E fields nec,All fields,Other<sup>o</sup>,Non-S&E fields nec,,,3,784,775,725,706,735,827,796,770,760,965
951,r375,All fields -> Other<sup>o</sup> -> Non-S&E fields nec -> Architecture and environmental design ,All fields,Other<sup>o</sup>,Non-S&E fields nec,Architecture and environmental design ,,4,75,81,81,81,109,101,118,116,99,118
951,r376,"All fields -> Other<sup>o</sup> -> Non-S&E fields nec -> Family, consumer sciences and human sciences ",All fields,Other<sup>o</sup>,Non-S&E fields nec,"Family, consumer sciences and human sciences ",,4,58,59,48,54,50,57,51,47,39,79
951,r377,All fields -> Other<sup>o</sup> -> Non-S&E fields nec -> Law ,All fields,Other<sup>o</sup>,Non-S&E fields nec,Law ,,4,88,73,68,57,53,81,76,76,67,86
951,r378,All fields -> Other<sup>o</sup> -> Non-S&E fields nec -> Library science ,All fields,Other<sup>o</sup>,Non-S&E fields nec,Library science ,,4,31,25,40,35,49,39,39,41,32,47
