table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_hierarchy_depth,field_total,field_computer_sciences,field_mathematics,field_other_computer_sciences_and_mathematics
3927,r001,All agencies surveyed,All agencies surveyed,,,,1,1630520.6,1213364.0,348429.3,68727.3
3927,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,2,,,,
3927,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,3,761.7,403.3,358.4,0.0
3927,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,4,149.0,149.0,0.0,0.0
3927,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,4,359.3,254.3,105.0,0.0
3927,r006,All agencies surveyed -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies surveyed,Departments,Department of Agriculture,National Agricultural Statistics Service,4,253.4,0.0,253.4,0.0
3927,r007,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,3,507658.7,372352.2,66682.2,68624.2
3927,r008,All agencies surveyed -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies surveyed,Departments,Department of Defense,Defense Advanced Research Projects Agency,4,287135.3,249639.9,2890.5,34604.9
3927,r009,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,4,75627.2,21443.2,24881.1,29302.9
3927,r010,All agencies surveyed -> Departments -> Department of Defense -> Department of the Army,All agencies surveyed,Departments,Department of Defense,Department of the Army,4,13397.4,3231.4,10166.0,0.0
3927,r011,All agencies surveyed -> Departments -> Department of Defense -> Department of the Navy,All agencies surveyed,Departments,Department of Defense,Department of the Navy,4,98574.5,80807.6,17205.6,561.3
3927,r012,All agencies surveyed -> Departments -> Department of Defense -> Other defense agencies,All agencies surveyed,Departments,Department of Defense,Other defense agencies,4,32924.3,17230.1,11539.0,4155.1
3927,r013,All agencies surveyed -> Departments -> Department of Energy,All agencies surveyed,Departments,Department of Energy,,3,22150.9,21927.0,223.9,0.0
3927,r014,All agencies surveyed -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies surveyed,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,4,8886.3,8886.3,0.0,0.0
3927,r015,All agencies surveyed -> Departments -> Department of Energy -> Office of Science,All agencies surveyed,Departments,Department of Energy,Office of Science,4,13264.6,13040.7,223.9,0.0
3927,r016,All agencies surveyed -> Departments -> Department of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,,3,55731.0,1827.9,53903.1,0.0
3927,r017,All agencies surveyed -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies surveyed,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,4,1827.9,1827.9,0.0,0.0
3927,r018,All agencies surveyed -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies surveyed,Departments,Department of Health and Human Services,National Institutes of Health,4,53903.1,0.0,53903.1,0.0
3927,r019,All agencies surveyed -> Departments -> Department of Homeland Security,All agencies surveyed,Departments,Department of Homeland Security,,3,2103.2,2000.1,0.0,103.2
3927,r020,All agencies surveyed -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies surveyed,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,4,1173.8,1173.8,0.0,0.0
3927,r021,All agencies surveyed -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies surveyed,Departments,Department of Homeland Security,Science and Technology Directorate,4,826.3,826.3,0.0,0.0
3927,r022,All agencies surveyed -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies surveyed,Departments,Department of Homeland Security,U.S. Coast Guard,4,103.2,0.0,0.0,103.2
3927,r023,All agencies surveyed -> Other agencies,All agencies surveyed,Other agencies,,,2,,,,
3927,r024,All agencies surveyed -> Other agencies -> National Science Foundation,All agencies surveyed,Other agencies,National Science Foundation,,3,1042115.2,814853.5,227261.6,0.0
