table_id,row_id,region_country_or_economy,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1861,r001,World,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1861,r002,China,0.17,0.38,0.35,0.36,0.28,0.27,0.29,0.3,0.3,0.29,0.21,0.33,0.36,0.38,0.43,0.48,0.51,0.57,0.57,0.56,0.64
1861,r003,United States,1.69,1.77,1.79,1.77,1.77,1.76,1.81,1.87,1.8,1.81,1.88,1.88,1.95,1.94,1.96,1.96,1.95,1.99,2.03,2.0,1.97
1861,r004,India,0.14,0.13,0.17,0.12,0.11,0.37,0.19,0.17,0.37,0.42,0.36,0.48,0.44,0.46,0.45,0.46,0.41,0.47,0.51,0.55,0.64
1861,r005,Germany,0.87,0.71,0.84,0.89,0.95,0.85,0.86,1.09,1.15,1.35,1.24,1.5,1.51,1.68,1.8,1.8,1.89,1.97,2.17,2.23,2.24
1861,r006,Japan,0.4,0.32,0.41,0.41,0.36,0.36,0.37,0.41,0.46,0.46,0.4,0.56,0.52,0.54,0.59,0.57,0.61,0.7,0.72,0.82,0.81
1861,r007,United Kingdom,1.32,1.39,1.43,1.5,1.53,1.49,1.62,1.6,1.73,1.91,1.89,1.92,1.98,1.93,2.12,2.34,2.46,2.57,2.67,2.69,2.73
1861,r008,Russia,0.1,0.18,0.36,0.17,0.08,0.21,0.16,0.08,0.35,0.4,0.33,0.77,0.69,0.51,0.98,0.82,0.98,1.03,1.19,0.94,0.81
1861,r009,Italy,0.68,0.69,0.99,0.8,0.88,0.94,0.96,1.06,1.15,1.57,1.43,1.64,1.55,1.62,1.9,1.84,1.73,1.78,2.2,2.3,2.28
1861,r010,South Korea,0.38,0.54,0.51,0.33,0.69,0.45,0.43,0.61,0.48,0.61,0.48,0.58,0.63,0.76,0.55,0.77,0.78,0.79,0.9,0.93,0.92
1861,r011,France,0.84,0.92,0.92,0.99,0.98,1.01,1.07,1.13,1.22,1.4,1.38,1.5,1.49,1.65,1.66,1.98,1.92,2.23,2.36,2.53,2.51
1861,r012,Brazil,0.27,0.33,0.36,0.39,0.48,0.51,0.39,0.54,0.6,0.83,0.6,0.47,0.5,0.54,0.69,0.61,0.6,0.75,0.84,1.05,1.17
1861,r013,Canada,1.98,1.82,2.03,1.78,1.87,1.95,1.98,2.03,2.06,2.23,2.07,2.15,2.12,2.23,2.21,2.43,2.55,2.58,2.53,2.66,2.65
1861,r014,Spain,0.48,0.58,0.75,0.6,0.69,0.75,0.81,0.86,0.99,1.02,0.93,1.21,1.14,1.3,1.38,1.58,1.7,1.86,2.13,2.29,2.09
1861,r015,Australia,1.23,1.19,1.28,1.24,1.09,1.25,1.49,1.38,1.84,1.56,1.76,2.01,1.96,1.98,2.25,2.27,2.29,2.5,2.5,2.38,2.5
1861,r016,Iran,0.0,0.0,0.0,0.0,0.38,0.32,0.77,0.78,0.33,0.39,0.18,0.23,0.27,0.39,0.15,0.19,0.24,0.29,0.39,0.29,0.51
1861,r017,EU (all members),0.85,0.85,0.87,0.93,0.92,0.91,0.92,0.94,0.98,1.11,1.11,1.13,1.1,1.18,1.22,1.3,1.34,1.35,1.4,1.46,1.46
