table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013
10890,r001,All fields,All fields,,,1,26320,27237,26598,26951,27228,26740,30813,31933,28751,31027,29753
10890,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,1552,1710,1755,1607,1652,1640,1750,1749,1586,1733,1736
10890,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,1322,1433,1499,1317,1369,1319,1444,1488,1255,1470,1502
10890,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,93,139,144,151,148,138,124,119,150,119,107
10890,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,137,139,112,139,135,183,183,141,180,144,128
10890,r006,All fields -> Engineering,All fields,Engineering,,2,6492,6595,6252,6314,6360,6239,6879,7590,6889,7944,7541
10890,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,1476,1337,959,987,734,661,722,679,692,1413,1433
10890,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,643,598,421,419,297,256,335,358,377,611,652
10890,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,256,250,217,227,245,234,279,367,292,255,335
10890,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,289,275,217,285,338,362,493,545,468,478,419
10890,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,724,691,821,830,781,825,957,1066,954,1026,904
10890,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,202,212,247,228,260,227,230,283,228,216,402
10890,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,503,445,518,439,520,631,609,667,544,513,528
10890,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,2399,2787,2853,2900,3185,3045,3253,3625,3334,3432,2868
10890,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,1841,1719,1536,1581,1443,1392,1608,1551,1411,1626,1645
10890,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,591,533,442,501,381,361,368,357,341,517,548
10890,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,263,222,203,209,211,215,324,198,201,224,215
10890,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,404,356,340,329,351,355,285,272,241,319,331
10890,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,583,607,551,542,500,461,631,725,627,565,551
10890,r020,All fields -> Life sciences,All fields,Life sciences,,2,13007,13239,12880,12993,13820,13361,15680,16161,14076,14990,14345
10890,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,518,583,583,594,606,526,589,560,538,462,441
10890,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,8172,5869,5744,5991,6354,6184,7777,7796,6901,7141,6669
10890,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,394,341,360,342,406,490,497,381,420,390,398
10890,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,3241,5422,5159,5138,5287,5073,5645,5890,5117,5551,5591
10890,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,682,1024,1034,928,1166,1089,1172,1533,1100,1447,1246
10890,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,1568,1549,1755,1836,1592,1669,1700,1887,1612,1851,1850
10890,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,176,155,107,106,63,45,54,56,57,174,173
10890,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,389,415,434,406,417,423,439,483,332,327,267
10890,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,680,694,1045,1091,927,982,986,1093,994,1140,1013
10890,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,323,284,170,233,184,219,222,255,229,209,396
10890,r031,All fields -> Psychology,All fields,Psychology,,2,561,876,852,802,859,805,986,1026,908,999,919
10890,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,13,5,2,2,2,21,0.05,4,3,1,0.05
10890,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,46,47,42,36,31,12,32,56,38,48,48
10890,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,501,824,807,764,825,771,953,967,867,949,870
10890,r035,All fields -> Social sciences,All fields,Social sciences,,2,673,670,706,743,786,647,725,838,891,743,863
10890,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,2,2,3,1,1,2,2,0.05,0.05,3,2
10890,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,186,157,165,156,198,169,178,230,344,289,275
10890,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,13,12,22,34,33,13,12,5,3,3,2
10890,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,76,72,52,125,177,81,106,103,97,116,113
10890,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,397,428,464,427,378,382,428,501,447,332,472
10890,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,627,880,861,1075,717,986,1485,1130,1378,1142,853
