table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020_preliminary_
3964,r001,All agencies,All agencies,,,,,1,28751.2,31027.4,29753.2,31603.5,32298.4,34812.0,36599.8,38392.4,41100.5,43507.2
3964,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
3964,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1162.0,1112.6,1023.7,1152.1,1203.9,1221.0,1251.1,1270.4,1350.4,1506.4
3964,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,2.1,2.1,2.5,2.9,3.4,3.3,3.6,3.6,3.9,3.5
3964,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,453.2,435.9,405.7,448.7,452.6,457.8,468.1,480.2,516.9,565.6
3964,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,73.5,70.2,64.5,70.6,85.1,85.1,86.4,86.5,85.6,85.3
3964,r007,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,0.4,0.5,0.5,0.2,0.4,0.2,0.2,0.0,0.0,0.5
3964,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,192.0,187.2,204.7,186.8,175.6,190.9,182.1,169.2,170.3,173.2
3964,r009,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,0.0,5.0,4.7,5.7,6.0,6.0,0.2,na,na,na
3964,r010,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,4.1,3.9,4.1,5.4,5.4,5.4,5.4,5.3,5.3,5.4
3964,r011,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,435.0,403.2,333.5,426.0,471.7,468.8,501.8,521.4,564.5,669.0
