table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_5_9a,field_company_size_domestic_employees_10_19,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
1392,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['442', 'i ']","['20', 'i ']","['74', 'i ']","['104', 'i ']","['69', 'i ']","['88', 'i ']","['55', 'i ']","['17', 'i ']","['11', 'i ']","['2', 'i ']","['2', 'i ']","['1', 'i']"
1392,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['1,569', 'i ']","['5', 'i ']","['3', 'i ']","['31', 'i ']","['5', 'i ']","['11', 'i ']","['D', '&nbsp;']","['0', '  ']","['3', '  ']","['D', '&nbsp;']","['0', '  ']","['D', '&nbsp;']"
1392,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['486', '  ']","['0', '  ']","['0', '  ']","['4', 'i ']","['*', 'i ']","['1', '  ']","['2', 'i ']","['18', '  ']","['28', '  ']","['0', '  ']","['0', '  ']","['433', ' ']"
1392,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['70,075', '  ']","['102', 'i ']","['514', 'i ']","['1,389', 'i ']","['1,200', '  ']","['1,781', '  ']","['3,078', '  ']","['2,590', '  ']","['11,492', '  ']","['13,114', 'i ']","['2,427', '  ']","['32,387', ' ']"
1392,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['33,174', '  ']","['D', '&nbsp;']","['400', 'i ']","['560', 'i ']","['560', '  ']","['781', '  ']","['818', '  ']","['1,116', '  ']","['5,850', '  ']","['5,190', '  ']","['D', '&nbsp;']","['17,050', ' ']"
1392,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['77', 'i ']","['0', '  ']","['*', 'i ']","['8', 'i ']","['3', 'i ']","['18', 'i ']","['36', '  ']","['9', '  ']","['1', 'i ']","['0', '  ']","['0', '  ']","['0', ' ']"
1392,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['33,098', '  ']","['D', '&nbsp;']","['399', 'i ']","['551', 'i ']","['557', '  ']","['763', '  ']","['782', '  ']","['1,107', '  ']","['5,849', '  ']","['5,190', '  ']","['D', '&nbsp;']","['17,050', ' ']"
1392,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,530', 'i ']","['0', '  ']","['6', 'i ']","['64', 'i ']","['D', '  ']","['74', '  ']","['124', '  ']","['D', '&nbsp;']","['155', '  ']","['0', '  ']","['D', '  ']","['D', '&nbsp;']"
1392,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['11,776', '  ']","['10', 'i ']","['97', 'i ']","['739', 'i ']","['474', '  ']","['897', '  ']","['2,013', '  ']","['1,256', '  ']","['4,226', '  ']","['D', '  ']","['1,609', '  ']","['D', ' ']"
1392,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['21,594', '  ']","['D', '  ']","['11', '  ']","['26', '  ']","['D', '&nbsp;']","['30', '  ']","['123', '  ']","['D', '  ']","['1,262', '  ']","['D', '&nbsp;']","['5', '  ']","['D', ' ']"
1392,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['7,237', '  ']","['0', '  ']","['5', 'i ']","['8', 'i ']","['6', '  ']","['46', '  ']","['48', '  ']","['588', '  ']","['458', '  ']","['466', '  ']","['2,687', '  ']","['2,926', ' ']"
1392,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['475', '  ']","['0', '  ']","['5', 'i ']","['1', 'i ']","['5', 'i ']","['25', '  ']","['2', '  ']","['2', '  ']","['435', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1392,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['27', '  ']","['0', '  ']","['0', '  ']","['1', 'i ']","['2', 'i ']","['24', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1392,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['449', '  ']","['0', '  ']","['5', 'i ']","['1', 'i ']","['4', 'i ']","['1', 'i ']","['2', '  ']","['2', '  ']","['435', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1392,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['20,845', '  ']","['508', 'i ']","['1,243', 'i ']","['2,341', 'i ']","['1,517', 'i ']","['1,637', '  ']","['1,109', '  ']","['996', '  ']","['2,406', '  ']","['675', '  ']","['816', '  ']","['7,596', ' ']"
1392,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,816', '  ']","['46', 'i ']","['100', 'i ']","['244', '  ']","['329', 'i ']","['251', 'i ']","['212', '  ']","['129', '  ']","['275', '  ']","['66', '  ']","['76', '  ']","['88', ' ']"
1392,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['13,255', '  ']","['109', 'i ']","['259', 'i ']","['918', 'i ']","['542', 'i ']","['796', '  ']","['570', '  ']","['644', '  ']","['1,860', '  ']","['548', '  ']","['722', '  ']","['6,286', ' ']"
1392,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['2,811', '  ']","['325', 'i ']","['510', 'i ']","['900', '  ']","['529', '  ']","['359', '  ']","['75', '  ']","['29', '  ']","['34', '  ']","['2', '  ']","['7', '  ']","['41', ' ']"
1392,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['750', 'i ']","['121', 'i ']","['126', 'i ']","['255', '  ']","['151', 'i ']","['52', 'i ']","['0', '  ']","['4', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['41', ' ']"
1392,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['2,029', '  ']","['201', 'i ']","['379', 'i ']","['631', '  ']","['372', '  ']","['304', '  ']","['75', '  ']","['25', '  ']","['34', '  ']","['2', '  ']","['7', '  ']","['0', ' ']"
1392,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['32', '  ']","['2', 'i ']","['6', 'i ']","['15', '  ']","['7', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', ' ']"
1392,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['2,962', '  ']","['29', 'i ']","['374', 'i ']","['279', 'i ']","['117', '  ']","['232', '  ']","['251', '  ']","['195', '  ']","['237', '  ']","['59', '  ']","['11', '  ']","['1,180', ' ']"
1392,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['782', '  ']","['6', '  ']","['16', 'i ']","['33', '  ']","['73', '  ']","['191', 'i ']","['147', 'i ']","['173', '  ']","['15', 'i ']","['44', '  ']","['0', '  ']","['85', ' ']"
