table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_astronomy,field_chemistry,field_physics,field_other_physical_sciences
3938,r001,All agencies surveyed,All agencies surveyed,,,,,1,118031.4,1063.1,66439.3,30645.8,19883.3
3938,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,,2,,,,,
3938,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,,3,10793.0,0.0,10670.8,122.2,0.0
3938,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,,4,3269.5,0.0,3147.3,122.2,0.0
3938,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,,4,106.0,0.0,106.0,0.0,0.0
3938,r006,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,7417.5,0.0,7417.5,0.0,0.0
3938,r007,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,,3,30742.2,579.1,11651.2,12825.2,5686.7
3938,r008,All agencies surveyed -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies surveyed,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,4134.6,0.0,2009.9,2124.7,0.0
3938,r009,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,,4,11364.3,14.1,431.9,7077.1,3841.2
3938,r010,All agencies surveyed -> Departments -> Department of Defense -> Department of the Navy,All agencies surveyed,Departments,Department of Defense,Department of the Navy,,4,3234.4,565.0,0.0,824.0,1845.5
3938,r011,All agencies surveyed -> Departments -> Department of Defense -> Other defense agencies,All agencies surveyed,Departments,Department of Defense,Other defense agencies,,4,12008.8,0.0,9209.4,2799.4,0.0
3938,r012,All agencies surveyed -> Departments -> Department of Energy,All agencies surveyed,Departments,Department of Energy,,,3,21335.8,0.0,10728.5,10607.2,0.0
3938,r013,All agencies surveyed -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies surveyed,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,20635.8,0.0,10728.5,9907.2,0.0
3938,r014,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,,4,700.0,0.0,0.0,700.0,0.0
3938,r015,All agencies surveyed -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies surveyed,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,700.0,0.0,0.0,700.0,0.0
3938,r016,All agencies surveyed -> Departments -> Department of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,,,3,32434.7,0.0,31942.3,0.0,492.4
3938,r017,All agencies surveyed -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies surveyed,Departments,Department of Health and Human Services,National Institutes of Health,,4,32434.7,0.0,31942.3,0.0,492.4
3938,r018,All agencies surveyed -> Other agencies,All agencies surveyed,Other agencies,,,,2,,,,,
3938,r019,All agencies surveyed -> Other agencies -> National Aeronautics and Space Administration,All agencies surveyed,Other agencies,National Aeronautics and Space Administration,,,3,11252.9,0.0,0.0,1714.4,9538.6
3938,r020,All agencies surveyed -> Other agencies -> National Science Foundation,All agencies surveyed,Other agencies,National Science Foundation,,,3,11472.8,484.0,1446.4,5376.7,4165.7
