table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2017,field_2018,field_2019,field_2020_all_geosciences_atmospheric_sciences_and_ocean_sciences,field_2020_atmospheric_science_and_meteorology,field_2020_geological_and_earth_sciences,field_2020_ocean_sciences_and_marine_sciences,field_2020_geosciences_atmospheric_sciences_and_ocean_sciences_nec
5421,r129,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,128,"['4,212', '']","['4,479', '']","['3,533', '']","['3,739', '']","['0', '']","['3,739', '']","['0', '']","['0', '']"
5421,r130,All institutions -> Boise State U.,All institutions,Boise State U.,2,129,"['4,814', '']","['5,633', '']","['3,536', '']","['3,660', '']","['110', '']","['3,409', '']","['123', '']","['18', '']"
5421,r131,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,130,"['420', '']","['542', '']","['830', '']","['3,639', '']","['0', '']","['296', '']","['3,343', '']","['0', '']"
5421,r132,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,131,"['5,324', '']","['3,931', '']","['3,365', '']","['3,527', '']","['699', '']","['0', '']","['351', '']","['2,477', '']"
5421,r133,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,132,"['3,792', '']","['4,287', '']","['4,449', '']","['3,499', '']","['0', '']","['3,135', '']","['0', '']","['364', '']"
5421,r134,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,133,"['3,820', '']","['2,171', '']","['2,690', '']","['3,460', '']","['62', '']","['2,513', '']","['0', '']","['885', '']"
5421,r135,All institutions -> Hampton U.,All institutions,Hampton U.,2,134,"['4,080', '']","['4,022', '']","['3,779', '']","['3,454', '']","['3,003', '']","['0', '']","['359', '']","['92', '']"
5421,r136,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,134,"['5,287', '']","['2,775', '']","['4,369', '']","['3,454', '']","['0', '']","['0', '']","['3,454', '']","['0', '']"
5421,r137,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,136,"['2,948', '']","['2,566', '']","['3,168', '']","['3,426', '']","['0', '']","['3,392', '']","['0', '']","['34', '']"
5421,r138,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,137,"['4,984', '']","['4,372', '']","['3,955', '']","['3,384', '']","['0', '']","['3,384', '']","['0', '']","['0', '']"
5421,r139,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,138,"['4,059', '']","['4,903', '']","['3,504', '']","['3,188', '']","['0', '']","['599', '']","['0', '']","['2,589', '']"
5421,r140,All institutions -> U. Rochester,All institutions,U. Rochester,2,139,"['2,696', '']","['2,702', '']","['2,765', '']","['3,104', '']","['0', '']","['3,104', '']","['0', '']","['0', '']"
5421,r141,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,140,"['4,503', '']","['3,867', '']","['4,185', '']","['3,068', '']","['61', '']","['3,007', '']","['0', '']","['0', '']"
5421,r142,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,141,"['828', '']","['895', '']","['1,000', '']","['3,062', '']","['0', '']","['3,062', '']","['0', '']","['0', '']"
5421,r143,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,142,"['3,940', '']","['3,766', '']","['3,913', '']","['3,060', '']","['0', '']","['3,060', '']","['0', '']","['0', '']"
5421,r144,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,143,"['2,608', '']","['2,385', '']","['2,331', '']","['2,966', '']","['0', '']","['2,966', '']","['0', '']","['0', '']"
5421,r145,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,144,"['2,459', '']","['3,165', '']","['2,916', '']","['2,943', '']","['0', '']","['2,943', '']","['0', '']","['0', '']"
5421,r146,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,144,"['4,374', '']","['4,014', '']","['3,639', '']","['2,943', '']","['0', '']","['2,943', '']","['0', '']","['0', '']"
5421,r147,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,146,"['3,089', '']","['3,124', '']","['2,818', '']","['2,887', '']","['0', '']","['18', '']","['0', '']","['2,869', '']"
5421,r148,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,147,"['2,889', '']","['4,546', '']","['2,613', '']","['2,870', '']","['0', '']","['2,870', '']","['0', '']","['0', '']"
5421,r149,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,148,"['1,873', '']","['2,601', '']","['1,931', '']","['2,837', '']","['0', '']","['2,837', '']","['0', '']","['0', '']"
5421,r150,All institutions -> Stockton U.,All institutions,Stockton U.,2,149,"['ne', '']","['2,171', '']","['2,484', '']","['2,789', '']","['0', '']","['403', '']","['2,295', '']","['91', '']"
5421,r151,All institutions -> U. Vermont,All institutions,U. Vermont,2,150,"['141', '']","['446', '']","['772', '']","['2,716', '']","['1,508', '']","['937', '']","['233', '']","['38', '']"
5421,r152,All institutions -> U. Guam,All institutions,U. Guam,2,151,"['2,578', '']","['2,548', '']","['2,753', '']","['2,696', '']","['0', '']","['355', '']","['2,241', '']","['100', '']"
5421,r153,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,152,"['1,166', '']","['1,245', '']","['3,466', '']","['2,480', '']","['0', '']","['2,480', '']","['0', '']","['0', '']"
5421,r154,All institutions -> U. Iowa,All institutions,U. Iowa,2,153,"['2,434', '']","['2,113', '']","['2,088', '']","['2,441', '']","['0', '']","['1,196', '']","['0', '']","['1,245', '']"
5421,r155,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,154,"['1,018', '']","['1,087', '']","['1,178', '']","['2,354', '']","['0', '']","['1,873', '']","['0', '']","['481', '']"
5421,r156,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,155,"['1,815', '']","['2,559', '']","['2,096', '']","['2,310', '']","['18', '']","['0', '']","['2,292', '']","['0', '']"
5421,r157,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,156,"['3,091', '']","['2,978', '']","['2,582', '']","['2,234', '']","['0', '']","['1,322', '']","['517', '']","['395', '']"
5421,r158,All institutions -> Portland State U.,All institutions,Portland State U.,2,157,"['1,999', '']","['2,094', '']","['2,090', '']","['2,212', '']","['226', '']","['1,810', '']","['171', '']","['5', '']"
5421,r159,All institutions -> Baylor U.,All institutions,Baylor U.,2,158,"['2,070', '']","['2,573', '']","['2,685', '']","['2,185', '']","['275', '']","['1,343', '']","['345', '']","['222', '']"
5421,r160,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,159,"['787', '']","['1,938', '']","['1,977', '']","['2,177', '']","['1,038', '']","['1,139', '']","['0', '']","['0', '']"
5421,r161,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,160,"['1,993', '']","['1,859', '']","['1,832', '']","['2,158', '']","['0', '']","['467', '']","['625', '']","['1,066', '']"
5421,r162,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,161,"['746', '']","['1,452', '']","['1,827', '']","['2,089', '']","['0', '']","['0', '']","['2,089', '']","['0', '']"
5421,r163,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,162,"['698', '']","['747', '']","['1,444', '']","['2,064', '']","['0', '']","['2,064', '']","['0', '']","['0', '']"
5421,r164,All institutions -> Temple U.,All institutions,Temple U.,2,163,"['1,229', '']","['1,721', '']","['1,559', '']","['2,044', '']","['0', '']","['2,044', '']","['0', '']","['0', '']"
5421,r165,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,164,"['1,496', '']","['1,987', '']","['1,383', '']","['1,979', '']","['0', '']","['1,623', '']","['0', '']","['356', '']"
5421,r166,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,165,"['3,608', '']","['3,355', '']","['1,586', '']","['1,919', '']","['0', '']","['1,919', '']","['0', '']","['0', '']"
5421,r167,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,166,"['1,884', '']","['2,108', '']","['2,026', '']","['1,916', '']","['196', '']","['1,658', '']","['0', '']","['62', '']"
5421,r168,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,167,"['657', '']","['723', '']","['1,112', '']","['1,903', '']","['0', '']","['473', '']","['1,430', '']","['0', '']"
5421,r169,All institutions -> Clark U.,All institutions,Clark U.,2,168,"['909', '']","['1,052', '']","['1,787', '']","['1,890', '']","['0', '']","['1,781', '']","['109', '']","['0', '']"
5421,r170,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,169,"['2,963', '']","['2,913', '']","['1,447', '']","['1,792', '']","['0', '']","['941', '']","['0', '']","['851', '']"
5421,r171,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,170,"['1,122', '']","['1,280', '']","['2,049', '']","['1,769', '']","['0', '']","['27', '']","['1,640', '']","['102', '']"
5421,r172,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,171,"['1,935', '']","['1,266', '']","['2,455', '']","['1,760', '']","['0', '']","['1,760', '']","['0', '']","['0', '']"
5421,r173,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,172,"['1,438', '']","['2,113', '']","['2,459', '']","['1,699', '']","['0', '']","['1,699', '']","['0', '']","['0', '']"
5421,r174,All institutions -> Ohio U.,All institutions,Ohio U.,2,173,"['2,232', 'i']","['1,400', 'i']","['1,618', '']","['1,697', '']","['134', '']","['1,563', '']","['0', '']","['0', '']"
5421,r175,All institutions -> Coastal Carolina U.,All institutions,Coastal Carolina U.,2,174,"['1,617', '']","['1,301', '']","['1,573', '']","['1,690', '']","['573', '']","['0', '']","['1,117', '']","['0', '']"
5421,r176,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,175,"['555', '']","['1,032', '']","['877', '']","['1,654', '']","['0', '']","['0', '']","['1,654', '']","['0', '']"
5421,r177,All institutions -> Monmouth U.,All institutions,Monmouth U.,2,176,"['ne', '']","['ne', '']","['1,082', '']","['1,621', '']","['0', '']","['0', '']","['1,621', '']","['0', '']"
5421,r178,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,177,"['2,488', '']","['2,356', '']","['1,778', '']","['1,585', '']","['0', '']","['1,585', '']","['0', '']","['0', '']"
5421,r179,All institutions -> Central Washington U.,All institutions,Central Washington U.,2,178,"['2,143', '']","['1,779', '']","['2,110', '']","['1,525', '']","['0', '']","['1,525', '']","['0', '']","['0', '']"
5421,r180,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,179,"['1,144', '']","['1,166', '']","['1,191', '']","['1,510', '']","['0', '']","['1,421', '']","['0', '']","['89', '']"
5421,r181,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,180,"['2,525', '']","['3,312', '']","['3,313', '']","['1,485', '']","['0', '']","['1,485', '']","['0', '']","['0', '']"
5421,r182,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,181,"['2,184', '']","['2,574', '']","['2,337', '']","['1,479', '']","['0', '']","['1,479', '']","['0', '']","['0', '']"
5421,r183,All institutions -> Humboldt State U.,All institutions,Humboldt State U.,2,182,"['4,584', '']","['2,660', '']","['1,490', '']","['1,464', '']","['253', '']","['365', '']","['797', '']","['49', '']"
5421,r184,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,183,"['1,575', '']","['1,278', '']","['1,546', '']","['1,402', '']","['0', '']","['1,402', '']","['0', '']","['0', '']"
5421,r185,All institutions -> Miami U.,All institutions,Miami U.,2,184,"['514', '']","['1,241', '']","['1,031', '']","['1,354', '']","['0', '']","['1,354', '']","['0', '']","['0', '']"
5421,r186,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,185,"['1,821', '']","['1,627', '']","['1,547', '']","['1,351', '']","['0', '']","['1,351', '']","['0', '']","['0', '']"
5421,r187,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,186,"['794', '']","['1,297', '']","['1,147', '']","['1,339', '']","['0', '']","['1,339', '']","['0', '']","['0', '']"
5421,r188,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,187,"['189', '']","['1,475', '']","['818', '']","['1,336', '']","['1,336', '']","['0', '']","['0', '']","['0', '']"
5421,r189,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,188,"['740', '']","['922', '']","['1,327', '']","['1,281', '']","['0', '']","['630', '']","['587', '']","['64', '']"
5421,r190,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,189,"['1,164', '']","['1,266', '']","['926', '']","['1,277', '']","['0', '']","['1,277', '']","['0', '']","['0', '']"
5421,r191,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,190,"['1,024', '']","['1,128', '']","['1,685', '']","['1,262', '']","['0', '']","['982', '']","['259', '']","['21', '']"
5421,r192,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,191,"['1,264', '']","['1,131', '']","['554', '']","['1,211', '']","['207', '']","['771', '']","['174', '']","['59', '']"
5421,r193,All institutions -> Alaska Pacific U.,All institutions,Alaska Pacific U.,2,192,"['781', '']","['1,210', '']","['1,406', '']","['1,196', '']","['0', '']","['0', '']","['1,114', '']","['82', '']"
5421,r194,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,193,"['405', '']","['1,017', '']","['1,149', '']","['1,186', '']","['284', '']","['4', '']","['0', '']","['898', '']"
5421,r195,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,194,"['1,453', '']","['1,161', '']","['1,281', '']","['1,174', '']","['0', '']","['1,174', '']","['0', '']","['0', '']"
5421,r196,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,195,"['1,377', '']","['1,439', '']","['1,143', '']","['1,171', '']","['0', '']","['1,171', '']","['0', '']","['0', '']"
5421,r197,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,196,"['1,678', '']","['1,797', '']","['1,726', '']","['1,151', '']","['88', '']","['453', '']","['610', '']","['0', '']"
5421,r198,All institutions -> Heidelberg U.,All institutions,Heidelberg U.,2,197,"['408', '']","['911', '']","['1,222', '']","['1,125', '']","['0', '']","['0', '']","['1,125', '']","['0', '']"
5421,r199,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,198,"['882', '']","['1,410', '']","['1,362', '']","['1,105', '']","['0', '']","['0', '']","['1,105', '']","['0', '']"
5421,r200,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,199,"['971', '']","['1,070', '']","['1,268', '']","['1,104', '']","['0', '']","['1,104', '']","['0', '']","['0', '']"
5421,r201,All institutions -> Occidental C.,All institutions,Occidental C.,2,200,"['133', '']","['573', '']","['817', '']","['1,086', '']","['0', '']","['89', '']","['997', '']","['0', '']"
5421,r202,All institutions -> Emory U.,All institutions,Emory U.,2,201,"['1,391', '']","['1,675', '']","['1,237', '']","['1,075', '']","['0', '']","['0', '']","['0', '']","['1,075', '']"
5421,r203,All institutions -> C. Charleston,All institutions,C. Charleston,2,202,"['1,424', '']","['1,365', '']","['1,212', '']","['1,048', '']","['117', '']","['593', '']","['338', '']","['0', '']"
5421,r204,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,203,"['ne', '']","['466', '']","['1,043', '']","['1,033', 'i']","['287', 'i']","['291', 'i']","['455', 'i']","['0', 'i']"
5421,r205,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,204,"['ne', '']","['ne', '']","['ne', '']","['1,029', '']","['0', '']","['1,029', '']","['0', '']","['0', '']"
5421,r206,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,205,"['650', '']","['653', '']","['701', '']","['1,021', '']","['0', '']","['1,021', '']","['0', '']","['0', '']"
5421,r207,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,206,"['207', '']","['366', '']","['1,111', '']","['1,009', '']","['0', '']","['1,009', '']","['0', '']","['0', '']"
5421,r208,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,207,"['1,481', '']","['1,005', '']","['1,335', '']","['988', '']","['0', '']","['964', '']","['0', '']","['24', '']"
5421,r209,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,208,"['1,086', '']","['1,052', '']","['974', '']","['986', '']","['0', '']","['0', '']","['0', '']","['986', '']"
5421,r210,All institutions -> Kent State U.,All institutions,Kent State U.,2,209,"['940', '']","['1,022', '']","['942', '']","['958', '']","['199', '']","['692', '']","['3', '']","['64', '']"
5421,r211,All institutions -> U. New England,All institutions,U. New England,2,210,"['1,526', '']","['1,092', '']","['1,405', '']","['936', '']","['0', '']","['0', '']","['936', '']","['0', '']"
5421,r212,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,211,"['5,600', '']","['3,991', '']","['1,933', '']","['904', '']","['0', '']","['904', '']","['0', '']","['0', '']"
5421,r213,"All institutions -> SUNY, Buffalo State",All institutions,"SUNY, Buffalo State",2,212,"['960', '']","['915', '']","['1,050', '']","['895', '']","['0', '']","['234', '']","['0', '']","['661', '']"
5421,r214,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,213,"['528', '']","['785', '']","['842', '']","['894', '']","['104', '']","['381', '']","['409', '']","['0', '']"
5421,r215,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,214,"['1,165', '']","['1,274', '']","['1,334', '']","['891', '']","['0', '']","['786', '']","['0', '']","['105', '']"
5421,r216,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,215,"['1,385', '']","['1,275', '']","['1,289', '']","['877', '']","['0', '']","['877', '']","['0', '']","['0', '']"
5421,r217,All institutions -> U. West Florida,All institutions,U. West Florida,2,216,"['42', '']","['189', '']","['138', '']","['875', '']","['0', '']","['875', '']","['0', '']","['0', '']"
5421,r218,All institutions -> Carleton C.,All institutions,Carleton C.,2,217,"['304', '']","['292', '']","['1,607', '']","['863', '']","['0', '']","['863', '']","['0', '']","['0', '']"
5421,r219,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,218,"['920', '']","['938', '']","['907', '']","['856', '']","['0', '']","['856', '']","['0', '']","['0', '']"
5421,r220,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,219,"['1,417', '']","['1,368', '']","['942', '']","['849', '']","['18', '']","['0', '']","['0', '']","['831', '']"
5421,r221,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,220,"['1,182', '']","['1,271', '']","['1,354', '']","['848', '']","['9', '']","['345', '']","['0', '']","['494', '']"
5421,r222,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,221,"['1,270', '']","['1,175', '']","['979', '']","['842', '']","['18', '']","['823', '']","['0', '']","['1', '']"
5421,r223,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,222,"['798', '']","['934', '']","['909', '']","['839', '']","['0', '']","['839', '']","['0', '']","['0', '']"
5421,r224,All institutions -> Villanova U.,All institutions,Villanova U.,2,223,"['437', '']","['824', '']","['809', '']","['826', '']","['64', '']","['762', '']","['0', '']","['0', '']"
5421,r225,"All institutions -> SUNY, C. Plattsburgh",All institutions,"SUNY, C. Plattsburgh",2,224,"['521', '']","['476', '']","['850', '']","['824', '']","['10', '']","['0', '']","['814', '']","['0', '']"
5421,r226,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,225,"['294', '']","['512', '']","['444', '']","['821', '']","['0', '']","['821', '']","['0', '']","['0', '']"
5421,r227,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,226,"['541', '']","['414', '']","['427', '']","['817', '']","['0', '']","['817', '']","['0', '']","['0', '']"
5421,r228,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,227,"['546', '']","['474', '']","['809', '']","['791', '']","['0', '']","['791', '']","['0', '']","['0', '']"
5421,r229,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,228,"['531', '']","['1,110', '']","['1,079', '']","['775', '']","['0', '']","['0', '']","['775', '']","['0', '']"
5421,r230,All institutions -> James Madison U.,All institutions,James Madison U.,2,229,"['745', '']","['678', '']","['1,003', '']","['753', '']","['0', '']","['658', '']","['0', '']","['95', '']"
5421,r231,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,230,"['2,365', '']","['1,792', '']","['967', '']","['742', '']","['742', '']","['0', '']","['0', '']","['0', '']"
5421,r232,All institutions -> Roger Williams U.,All institutions,Roger Williams U.,2,231,"['753', '']","['913', '']","['700', '']","['730', '']","['0', '']","['0', '']","['616', '']","['114', '']"
5421,r233,All institutions -> Savannah State U.,All institutions,Savannah State U.,2,232,"['479', '']","['591', '']","['633', '']","['728', '']","['0', '']","['247', '']","['328', '']","['153', '']"
5421,r234,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,233,"['476', '']","['259', '']","['774', '']","['719', '']","['44', '']","['147', '']","['528', '']","['0', '']"
5421,r235,All institutions -> Towson U.,All institutions,Towson U.,2,234,"['528', '']","['650', '']","['653', '']","['709', '']","['0', '']","['709', '']","['0', '']","['0', '']"
5421,r236,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,235,"['1,496', '']","['1,199', '']","['870', '']","['701', '']","['701', '']","['0', '']","['0', '']","['0', '']"
5421,r237,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,236,"['501', '']","['644', '']","['661', '']","['677', '']","['121', '']","['404', '']","['149', '']","['3', '']"
5421,r238,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,237,"['980', '']","['956', '']","['633', '']","['654', 'i']","['161', 'i']","['0', 'i']","['493', 'i']","['0', 'i']"
5421,r239,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,238,"['784', '']","['625', '']","['631', 'i']","['645', '']","['0', '']","['528', '']","['117', '']","['0', '']"
5421,r240,All institutions -> American U.,All institutions,American U.,2,239,"['396', '']","['511', '']","['482', '']","['642', '']","['0', '']","['0', '']","['0', '']","['642', '']"
5421,r241,All institutions -> Bowdoin C.,All institutions,Bowdoin C.,2,240,"['301', '']","['562', '']","['507', '']","['635', '']","['0', '']","['63', '']","['572', '']","['0', '']"
5421,r242,All institutions -> Skidmore C.,All institutions,Skidmore C.,2,241,"['103', '']","['495', '']","['762', '']","['632', '']","['0', '']","['577', '']","['0', '']","['55', '']"
5421,r243,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,242,"['477', '']","['3,256', '']","['2,200', '']","['612', '']","['582', '']","['30', '']","['0', '']","['0', '']"
5421,r244,All institutions -> Austin Peay State U.,All institutions,Austin Peay State U.,2,243,"['131', '']","['56', '']","['14', '']","['596', '']","['0', '']","['596', '']","['0', '']","['0', '']"
5421,r245,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,244,"['109', '']","['77', '']","['84', '']","['584', '']","['0', '']","['584', '']","['0', '']","['0', '']"
5421,r246,All institutions -> William Paterson U.,All institutions,William Paterson U.,2,245,"['216', '']","['156', '']","['299', '']","['579', '']","['0', '']","['579', '']","['0', '']","['0', '']"
5421,r247,All institutions -> Sonoma State U.,All institutions,Sonoma State U.,2,246,"['ne', '']","['ne', '']","['ne', '']","['571', '']","['0', '']","['38', '']","['72', '']","['461', '']"
5421,r248,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,247,"['612', '']","['296', '']","['714', '']","['553', '']","['0', '']","['553', '']","['0', '']","['0', '']"
5421,r249,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,247,"['290', '']","['568', '']","['395', '']","['553', '']","['0', '']","['354', '']","['0', '']","['199', '']"
5421,r250,All institutions -> New School,All institutions,New School,2,249,"['6', '']","['330', '']","['800', '']","['537', '']","['0', '']","['44', '']","['0', '']","['493', '']"
5421,r251,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,250,"['1,583', '']","['440', '']","['1,077', '']","['528', '']","['418', '']","['10', '']","['0', '']","['100', '']"
5421,r252,"All institutions -> CUNY, York C.",All institutions,"CUNY, York C.",2,251,"['ne', '']","['ne', '']","['85', '']","['527', '']","['0', '']","['527', '']","['0', '']","['0', '']"
5421,r253,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,252,"['877', '']","['789', '']","['591', '']","['523', '']","['0', '']","['523', '']","['0', '']","['0', '']"
5421,r254,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,253,"['276', '']","['209', '']","['125', '']","['514', '']","['0', '']","['514', '']","['0', '']","['0', '']"
5421,r255,All institutions -> Utah State U.,All institutions,Utah State U.,2,254,"['1,431', '']","['1,836', '']","['1,150', '']","['511', '']","['408', '']","['103', '']","['0', '']","['0', '']"
5421,r256,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,255,"['1,268', '']","['945', '']","['583', '']","['499', '']","['238', '']","['205', '']","['56', '']","['0', '']"
5421,r257,All institutions -> Loyola Marymount U.,All institutions,Loyola Marymount U.,2,256,"['297', '']","['805', '']","['761', '']","['489', '']","['0', '']","['66', '']","['0', '']","['423', '']"
5421,r258,All institutions -> Tufts U.,All institutions,Tufts U.,2,257,"['212', '']","['1,151', '']","['482', '']","['472', '']","['148', '']","['299', '']","['20', '']","['5', '']"
5421,r259,All institutions -> Creighton U.,All institutions,Creighton U.,2,258,"['0', 'i']","['474', 'i']","['539', 'i']","['465', 'i']","['465', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5421,r260,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,259,"['627', '']","['302', '']","['567', '']","['461', '']","['0', '']","['461', '']","['0', '']","['0', '']"
5421,r261,All institutions -> Colgate U.,All institutions,Colgate U.,2,260,"['520', '']","['765', '']","['511', '']","['453', '']","['0', '']","['299', '']","['0', '']","['154', '']"
5421,r262,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,261,"['1,228', '']","['1,599', '']","['994', '']","['448', '']","['182', '']","['0', '']","['0', '']","['266', '']"
5421,r263,All institutions -> Amherst C.,All institutions,Amherst C.,2,262,"['92', '']","['74', '']","['169', '']","['439', '']","['0', '']","['439', '']","['0', '']","['0', '']"
5421,r264,All institutions -> George Washington U.,All institutions,George Washington U.,2,263,"['821', '']","['716', '']","['288', '']","['436', '']","['0', '']","['253', '']","['0', '']","['183', '']"
5421,r265,All institutions -> Rowan U.,All institutions,Rowan U.,2,264,"['172', '']","['481', '']","['451', '']","['409', '']","['0', '']","['409', '']","['0', '']","['0', '']"
5421,r266,All institutions -> New York U.,All institutions,New York U.,2,265,"['468', '']","['361', '']","['434', '']","['401', '']","['0', '']","['279', '']","['122', '']","['0', '']"
5421,r267,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,266,"['269', '']","['416', '']","['246', '']","['398', '']","['275', '']","['123', '']","['0', '']","['0', '']"
5421,r268,"All institutions -> California State U., Chico",All institutions,"California State U., Chico",2,267,"['131', '']","['160', '']","['140', '']","['395', '']","['0', '']","['395', '']","['0', '']","['0', '']"
