table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
732,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['296,677', '&nbsp;']","['16,306', '&nbsp;']","['44,344', '&nbsp;']","['236,027', '&nbsp;']"
732,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['195,792', '&nbsp;']","['12,588', '&nbsp;']","['32,751', '&nbsp;']","['150,453', '&nbsp;']"
732,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,644', '&nbsp;']","['439', '&nbsp;']","['1,452', '&nbsp;']","['2,753', '&nbsp;']"
732,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['885', '&nbsp;']","['108', 'i']","['227', '&nbsp;']","['551', 'i']"
732,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['715', '&nbsp;']","['55', '&nbsp;']","['83', '&nbsp;']","['578', '&nbsp;']"
732,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['188', '&nbsp;']","['12', '&nbsp;']","['24', '&nbsp;']","['151', '&nbsp;']"
732,r007,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['189', 'i']","['2', 'i']","['24', 'i']","['163', '&nbsp;']"
732,r008,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['58,769', '&nbsp;']","['6,264', '&nbsp;']","['14,493', '&nbsp;']","['38,012', '&nbsp;']"
732,r009,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['50,242', '&nbsp;']","['5,286', '&nbsp;']","['12,258', '&nbsp;']","['32,698', '&nbsp;']"
732,r010,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['8,526', '&nbsp;']","['977', '&nbsp;']","['2,235', '&nbsp;']","['5,314', '&nbsp;']"
732,r011,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,390', '&nbsp;']","['133', '&nbsp;']","['364', '&nbsp;']","['1,893', '&nbsp;']"
732,r012,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,239', '&nbsp;']","['136', '&nbsp;']","['270', '&nbsp;']","['832', '&nbsp;']"
732,r013,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['579', '&nbsp;']","['45', 'i']","['111', 'i']","['423', 'i']"
732,r014,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,039', '&nbsp;']","['75', 'i']","['337', 'i']","['1,627', 'i']"
732,r015,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['12,544', '&nbsp;']","['636', '&nbsp;']","['1,501', '&nbsp;']","['10,407', '&nbsp;']"
732,r016,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['63,765', '&nbsp;']","['1,994', '&nbsp;']","['8,003', '&nbsp;']","['53,768', '&nbsp;']"
732,r017,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['28,597', '&nbsp;']","['728', 'i']","['4,319', '&nbsp;']","['23,550', 'i']"
732,r018,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['9,218', '&nbsp;']","['514', 'i']","['1,374', 'i']","['7,330', '&nbsp;']"
732,r019,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['25,950', '&nbsp;']","['752', '&nbsp;']","['2,310', '&nbsp;']","['22,888', '&nbsp;']"
732,r020,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['3,852', '&nbsp;']","['135', '&nbsp;']","['570', 'i']","['3,147', '&nbsp;']"
732,r021,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['29,224', '&nbsp;']","['1,934', '&nbsp;']","['3,142', '&nbsp;']","['24,148', '&nbsp;']"
732,r022,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['11,138', '&nbsp;']","['836', '&nbsp;']","['1,267', '&nbsp;']","['9,035', '&nbsp;']"
732,r023,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All industries,Manufacturing industries,Transportation equipment,Other transportation equipment,,4,other 336,"['18,086', '&nbsp;']","['1,098', '&nbsp;']","['1,875', '&nbsp;']","['15,113', '&nbsp;']"
732,r024,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['443', '&nbsp;']","['25', '&nbsp;']","['117', 'i']","['300', '&nbsp;']"
732,r025,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,"322, 324, 339","['14,327', '&nbsp;']","['594', '&nbsp;']","['2,033', '&nbsp;']","['11,700', '&nbsp;']"
732,r026,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['100,885', '&nbsp;']","['3,717', '&nbsp;']","['11,594', '&nbsp;']","['85,575', '&nbsp;']"
732,r027,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['64,578', '&nbsp;']","['1,514', '&nbsp;']","['6,242', '&nbsp;']","['56,823', '&nbsp;']"
732,r028,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['32,598', '&nbsp;']","['914', '&nbsp;']","['2,634', '&nbsp;']","['29,050', '&nbsp;']"
732,r029,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,537', '&nbsp;']","['289', '&nbsp;']","['1,183', '&nbsp;']","['2,066', '&nbsp;']"
732,r030,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['9,314', '&nbsp;']","['227', '&nbsp;']","['1,435', '&nbsp;']","['7,652', '&nbsp;']"
732,r031,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['19,129', '&nbsp;']","['84', '&nbsp;']","['990', '&nbsp;']","['18,055', '&nbsp;']"
732,r032,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['21,915', '&nbsp;']","['1,210', 'i']","['3,454', 'i']","['17,251', '&nbsp;']"
732,r033,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,247', 'i']","['282', 'i']","['602', 'i']","['1,364', 'i']"
732,r034,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['12,418', '&nbsp;']","['476', 'i']","['1,393', 'i']","['10,549', '&nbsp;']"
732,r035,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['3,896', '&nbsp;']","['342', 'i']","['1,186', 'i']","['2,369', 'i']"
732,r036,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['1,536', 'i']","['176', 'i']","['468', 'i']","['893', 'i']"
732,r037,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['2,348', '&nbsp;']","['164', 'i']","['713', 'i']","['1,471', 'i']"
732,r038,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['12', 'i']","['2', 'i']","['5', 'i']","['5', 'i']"
732,r039,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['3,354', '&nbsp;']","['110', '&nbsp;']","['274', '&nbsp;']","['2,970', 'i']"
732,r040,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"21–23, 42–49, 52, 53, 55–81","['14,392', '&nbsp;']","['994', '&nbsp;']","['1,898', '&nbsp;']","['11,501', '&nbsp;']"
732,r041,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['296,677', '&nbsp;']","['16,306', '&nbsp;']","['44,344', '&nbsp;']","['236,027', '&nbsp;']"
732,r042,All companies (number of domestic employees) -> Micro companies<sup>a</sup>,All companies (number of domestic employees),Micro companies<sup>a</sup>,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
732,r043,All companies (number of domestic employees) -> Micro companies<sup>a</sup> -> 5&#8211;9,All companies (number of domestic employees),Micro companies<sup>a</sup>,5&#8211;9,,,3,–,"['1,972', 'i']","['138', 'i']","['412', 'i']","['1,422', 'i']"
732,r044,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
732,r045,All companies (number of domestic employees) -> Small companies -> 10&#8211;19,All companies (number of domestic employees),Small companies,10&#8211;19,,,3,–,"['4,434', 'i']","['304', 'i']","['890', 'i']","['3,239', 'i']"
732,r046,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['7,933', 'i']","['494', 'i']","['1,696', 'i']","['5,743', 'i']"
732,r047,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
732,r048,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['8,803', '&nbsp;']","['517', 'i']","['1,513', '&nbsp;']","['6,772', 'i']"
