table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1983,r001,World,World,,,,1,237838,261470,293306,310900,305854,351381,360681,334316,348201,367978,366341,373055,381912,376778,398177,430968,461559
1983,r002,World -> North America,World,North America,,,2,142479,151700,167826,181052,171711,202336,199805,187510,196842,205310,212504,221376,226467,233849,255928,276430,297200
1983,r003,World -> North America -> Canada,World,North America,Canada,,3,4469,5123,6234,7302,8318,9389,9416,7956,8836,9400,9825,9781,9685,8024,7899,8431,8564
1983,r004,World -> North America -> Mexico,World,North America,Mexico,,3,1079,982,1003,1100,1162,1275,1344,1098,1220,1328,1324,1406,1418,1282,1156,1140,1250
1983,r005,World -> North America -> United States,World,North America,United States,,3,136930,145595,160589,172650,162231,191672,189045,178456,186786,194582,201354,210189,215364,224544,246873,266859,287386
1983,r006,World -> Central and South America,World,Central and South America,,,2,2452,2725,3383,4268,4837,5960,7506,7168,7872,8808,7806,6884,6576,5376,4186,4721,4367
1983,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,139,196,254,304,340,405,497,491,573,647,698,667,649,765,650,757,595
1983,r008,World -> Central and South America -> Bolivia,World,Central and South America,Bolivia,,3,18,16,17,19,23,25,30,32,35,41,44,48,49,55,61,65,69
1983,r009,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,1503,1794,2278,2920,3291,4092,5180,4884,5539,6136,5077,4280,4184,2637,2277,2494,2246
1983,r010,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,176,106,125,158,200,221,260,289,295,286,281,299,246,243,234,237,249
1983,r011,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,198,176,183,260,297,391,500,411,487,590,515,444,395,310,285,300,308
1983,r012,World -> Central and South America -> Costa Rica,World,Central and South America,Costa Rica,,3,24,25,28,29,36,43,47,42,55,64,68,71,78,88,93,96,100
1983,r013,World -> Central and South America -> Ecuador,World,Central and South America,Ecuador,,3,33,40,49,56,50,81,76,86,91,89,99,88,85,80,78,80,82
1983,r014,World -> Central and South America -> Honduras,World,Central and South America,Honduras,,3,23,26,28,28,30,30,34,39,34,41,43,41,42,43,42,42,38
1983,r015,World -> Central and South America -> Jamaica,World,Central and South America,Jamaica,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,r016,World -> Central and South America -> Panama,World,Central and South America,Panama,,3,36,36,43,43,46,61,69,78,79,81,90,97,98,106,108,113,120
1983,r017,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,99,130,145,159,181,189,217,215,251,296,263,247,213,195,192,220,231
1983,r018,World -> Central and South America -> Uruguay,World,Central and South America,Uruguay,,3,39,28,31,41,52,60,77,74,87,100,104,107,103,97,92,101,93
1983,r019,World -> Central and South America -> Venezuela,World,Central and South America,Venezuela,,3,164,151,201,249,292,362,518,527,344,438,525,496,435,757,74,216,236
1983,r020,World -> Europe,World,Europe,,,2,62987,73663,84477,86965,91137,105160,112742,99873,100686,107037,101006,103207,105898,98506,97758,108276,117093
1983,r021,World -> Europe -> EU,World,Europe,EU,,3,59160,69114,78879,80373,83965,96297,102762,92138,92485,98083,91955,94034,97502,92063,91691,101652,110192
1983,r022,World -> Europe -> EU -> Austria,World,Europe,EU,Austria,4,801,927,1030,1109,1162,1321,1419,1218,1242,1375,1306,1494,1438,1252,1292,1332,1433
1983,r023,World -> Europe -> EU -> Belgium,World,Europe,EU,Belgium,4,869,1112,1275,1296,1344,1559,1706,1736,1631,1648,1418,1463,1564,1290,1272,1251,1375
1983,r024,World -> Europe -> EU -> Bulgaria,World,Europe,EU,Bulgaria,4,24,31,41,42,57,73,118,108,98,125,118,140,146,128,161,158,179
1983,r025,World -> Europe -> EU -> Czechia,World,Europe,EU,Czechia,4,310,341,406,538,621,716,867,796,738,758,818,844,936,874,871,1136,1292
1983,r026,World -> Europe -> EU -> Denmark,World,Europe,EU,Denmark,4,1305,1604,1719,1829,1847,2072,2446,2130,2136,2223,1852,2016,2208,2370,2152,2253,2378
1983,r027,World -> Europe -> EU -> Finland,World,Europe,EU,Finland,4,936,1196,1427,1406,1435,1796,2129,2179,2086,2138,1948,1945,1867,1494,1562,1620,1724
1983,r028,World -> Europe -> EU -> France,World,Europe,EU,France,4,9956,11888,13431,13681,14548,16161,17502,15796,15556,16702,15673,16279,16983,14721,15184,15783,16761
1983,r029,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,9977,11770,13268,13513,14098,17041,20193,17838,17689,20249,18914,19329,19188,15864,16119,16579,17462
1983,r030,World -> Europe -> EU -> Greece,World,Europe,EU,Greece,4,611,889,1378,1240,1398,1523,1317,1598,1352,948,834,783,774,558,468,422,438
1983,r031,World -> Europe -> EU -> Hungary,World,Europe,EU,Hungary,4,316,343,447,502,569,707,736,548,537,580,514,586,526,428,478,578,649
1983,r032,World -> Europe -> EU -> Ireland,World,Europe,EU,Ireland,4,2651,3213,4334,4170,4621,6195,6897,7751,8722,10431,10556,11793,13537,12805,14407,19048,21983
1983,r033,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,4605,5085,5685,5819,5967,6670,6927,6041,6267,5703,4276,4148,4138,3240,3389,3567,3673
1983,r034,World -> Europe -> EU -> Netherlands,World,Europe,EU,Netherlands,4,2797,3345,3761,3646,3774,4350,4693,4427,4205,4184,3733,3756,3715,3055,3035,2960,3164
1983,r035,World -> Europe -> EU -> Poland,World,Europe,EU,Poland,4,1160,1281,1597,1912,2062,2886,3410,2677,2537,2579,2168,2093,1915,1519,1603,1875,1986
1983,r036,World -> Europe -> EU -> Portugal,World,Europe,EU,Portugal,4,361,449,541,556,613,685,741,718,666,595,471,480,455,362,362,381,400
