table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
4316,r001,All institutions,All institutions,,1,-,28203273.4,27699527.0,26156379.1,27652453.0,27105722.9,28532827.3,29805219.8,32312580.9,35125460.1
4316,r002,All institutions -> Johns Hopkins U.,All institutions,Johns Hopkins U.,2,1,1374916.0,1359091.4,1266769.9,1402094.6,1340729.6,1805420.1,1658298.8,1753499.8,1856090.9
4316,r003,All institutions -> U. Michigan,All institutions,U. Michigan,2,2,647527.3,623342.2,574995.6,860758.8,606141.5,626142.5,656721.4,703766.6,745826.3
4316,r004,All institutions -> U. Washington,All institutions,U. Washington,2,3,640134.3,666065.9,605210.5,658813.5,611946.1,590270.2,612729.0,665699.3,726633.8
4316,r005,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,4,546832.6,584593.6,510907.1,580763.1,536625.6,554478.3,586656.5,636413.4,679558.4
4316,r006,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,5,525793.2,546048.0,524061.1,546277.7,528493.6,547196.6,573522.0,616954.0,675389.1
4316,r007,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,6,464101.5,478986.4,454301.1,465499.8,476125.7,522580.5,534658.8,601763.8,653356.9
4316,r008,All institutions -> Duke U.,All institutions,Duke U.,2,7,436753.1,431687.6,424451.6,440787.0,428529.6,467847.7,490342.6,543712.1,629089.0
4316,r009,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,8,515717.9,497030.1,498295.4,542396.5,494607.4,512081.9,509277.3,540929.3,625480.2
4316,r010,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,9,240793.1,248670.7,292358.9,249047.5,295180.1,156853.8,465721.3,485259.0,620143.6
4316,r011,All institutions -> Stanford U.,All institutions,Stanford U.,2,10,471489.3,475348.3,461139.2,478346.0,504036.1,513877.0,550246.9,576305.1,612541.2
4316,r012,All institutions -> U. Pittsburgh,All institutions,U. Pittsburgh,2,11,459692.4,475736.2,425886.6,470596.9,450010.9,493567.9,503566.3,558247.7,581755.6
4316,r013,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,12,493091.7,474971.9,452505.3,487210.4,481831.8,490824.4,492364.3,509918.8,555094.6
4316,r014,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,13,421737.5,425506.5,419478.5,450660.5,416768.2,452365.6,430253.5,475556.8,535560.2
4316,r015,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,14,382249.8,393729.2,348060.8,394310.2,391623.6,408896.5,447830.8,484553.6,535084.5
4316,r016,All institutions -> Yale U.,All institutions,Yale U.,2,15,424182.2,409639.7,383426.9,398769.8,370816.1,425575.6,431569.1,466892.3,530722.1
4316,r017,All institutions -> Pennsylvania State U.,All institutions,Pennsylvania State U.,2,16,473445.8,411896.5,349950.7,384725.5,362916.7,362055.0,428910.4,459041.9,519995.7
4316,r018,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,17,389196.4,394013.9,389982.4,385624.7,416666.8,438819.3,442173.1,517162.4,511533.1
4316,r019,All institutions -> Harvard U.,All institutions,Harvard U.,2,18,475246.2,480833.5,425667.7,460629.5,425493.1,448051.5,447531.0,463810.1,486225.3
4316,r020,"All institutions -> Northwestern U., Evanston",All institutions,"Northwestern U., Evanston",2,19,285903.7,302712.2,296763.6,296873.3,337040.6,367407.5,357807.9,421514.8,470831.7
4316,r021,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,20,418226.8,417160.8,386174.5,397471.4,386612.7,411832.9,453755.9,451401.6,435607.6
4316,r022,All institutions -> New York U.,All institutions,New York U.,2,21,236098.3,252038.4,240460.3,287716.8,263765.6,272971.2,328462.7,356173.4,430177.6
4316,r023,All institutions -> U. Minnesota,All institutions,U. Minnesota,2,22,489889.5,388864.0,373370.8,378920.8,359460.9,349788.9,355100.7,397594.9,426879.1
4316,r024,"All institutions -> Cornell U., Ithaca",All institutions,"Cornell U., Ithaca",2,23,325756.1,332492.2,321805.8,329575.8,296350.7,303588.6,369062.8,378104.5,423721.6
4316,r025,All institutions -> Vanderbilt U.,All institutions,Vanderbilt U.,2,24,352638.8,359283.9,347493.1,336787.0,329324.4,379808.6,368557.2,405411.2,422500.3
4316,r026,All institutions -> U. Southern California,All institutions,U. Southern California,2,25,308884.8,306840.1,276893.2,285562.6,289173.2,325150.4,405814.8,411099.4,408661.9
4316,r027,All institutions -> Emory U.,All institutions,Emory U.,2,26,312104.2,303255.5,289807.3,293671.6,324214.1,320630.9,340045.6,366465.8,397957.6
4316,r028,All institutions -> Icahn School of Medicine at Mt. Sinai,All institutions,Icahn School of Medicine at Mt. Sinai,2,27,182633.3,187399.1,207051.3,239509.9,262364.6,277187.3,303700.2,331148.6,395677.6
4316,r029,All institutions -> U. Utah,All institutions,U. Utah,2,28,200067.4,206309.6,195127.7,214776.6,201418.0,211119.2,211853.4,261333.5,375993.6
4316,r030,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,29,238121.3,228808.2,208928.4,238847.1,254213.1,247440.3,249235.3,306666.6,348770.2
4316,r031,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,30,284314.3,282135.6,294866.0,307832.5,315417.6,278725.5,315327.5,331184.5,328475.6
4316,r032,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,31,317966.3,358084.9,309965.2,333968.4,350511.1,340593.3,319450.1,332248.4,320647.6
4316,r033,All institutions -> U. Florida,All institutions,U. Florida,2,32,188534.5,201759.1,199019.0,203232.9,238975.7,227827.7,254677.3,275399.9,314864.5
4316,r034,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,33,231474.1,232397.5,223378.4,229590.2,232525.2,246197.5,261784.3,272198.0,311613.8
4316,r035,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,34,276627.4,272422.8,276652.5,257772.2,273298.6,290269.7,287372.6,299101.8,308891.6
4316,r036,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,35,226431.5,257567.1,215354.1,226548.0,227525.5,234125.9,254509.1,266011.9,302907.9
4316,r037,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,36,190250.6,234211.8,165124.2,186308.9,203401.8,279004.6,299153.8,284126.1,301580.6
4316,r038,All institutions -> Boston U.,All institutions,Boston U.,2,37,227341.6,216258.4,191489.3,205211.7,188238.4,223232.8,205854.5,229864.7,292710.7
4316,r039,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,38,124641.4,110733.1,136323.3,121272.6,104276.9,110746.2,263309.4,259936.1,292261.3
4316,r040,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,39,202914.5,195498.7,196011.0,212631.9,198946.8,187199.1,219293.6,243449.8,280932.7
4316,r041,All institutions -> U. Chicago,All institutions,U. Chicago,2,40,239681.6,232254.1,198845.5,212001.1,224187.8,209138.8,214453.0,235038.7,274077.3
4316,r042,All institutions -> U. Rochester,All institutions,U. Rochester,2,41,249920.7,251590.4,226575.1,234385.7,232202.4,168544.6,243073.7,265203.8,267290.8
4316,r043,"All institutions -> Rutgers, State U. New Jersey",All institutions,"Rutgers, State U. New Jersey",2,42,279797.7,249228.9,212247.1,236767.4,201748.7,231292.5,210942.8,231992.0,258720.4
4316,r044,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,43,326454.8,210483.0,241817.5,280101.3,216463.4,242707.0,246468.3,232650.9,255205.7
4316,r045,All institutions -> U. Arizona,All institutions,U. Arizona,2,44,238860.5,265080.8,215562.9,206746.4,168890.3,185962.2,202668.4,214444.7,252782.1
4316,r046,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,45,273542.4,274769.7,260807.4,279116.6,294999.3,261141.2,254580.7,238419.8,239825.9
4316,r047,"All institutions -> Texas A&M U., College Station",All institutions,"Texas A&M U., College Station",2,46,119933.3,142130.5,115257.2,111965.5,168087.9,172732.1,187550.0,220551.3,238487.5
