table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_hierarchy_depth,field_naics_code,field_all_companies_companies_number_,field_all_companies_amount,field_1_4_employees_companies_number_,field_1_4_employees_amount,field_5_9_employees_companies_number_,field_5_9_employees_amount
7889,r014,All selected industries -> Manufacturing industries -> Primary metals,All selected industries,Manufacturing industries,Primary metals,,3,331,"['13', '&nbsp;']","['9,299', 'r']","['13', '&nbsp;']","['9,299', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
7889,r015,All selected industries -> Manufacturing industries -> Fabricated metal products,All selected industries,Manufacturing industries,Fabricated metal products,,3,332,"['56', 'r']","['59,474', 'r']","['8', '&nbsp;']","['387', '&nbsp;']","['47', 'r']","['59,087', 'r']"
7889,r016,All selected industries -> Manufacturing industries -> Machinery,All selected industries,Manufacturing industries,Machinery,,3,333,"['203', '&nbsp;']","['94,664', '&nbsp;']","['101', '&nbsp;']","['37,612', 'r']","['101', '&nbsp;']","['57,052', '&nbsp;']"
7889,r017,All selected industries -> Manufacturing industries -> Computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,,3,334,"['674', '&nbsp;']","['237,090', '&nbsp;']","['373', '&nbsp;']","['101,714', '&nbsp;']","['300', '&nbsp;']","['135,376', '&nbsp;']"
7889,r018,All selected industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All selected industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,4,3344,"['150', '&nbsp;']","['40,558', '&nbsp;']","['87', '&nbsp;']","['24,002', '&nbsp;']","['64', '&nbsp;']","['16,556', '&nbsp;']"
7889,r019,"All selected industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All selected industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",4,3345,"['432', '&nbsp;']","['175,504', '&nbsp;']","['243', '&nbsp;']","['67,481', '&nbsp;']","['188', '&nbsp;']","['108,022', '&nbsp;']"
7889,r020,All selected industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All selected industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,4,other 334,"['92', '&nbsp;']","['21,029', '&nbsp;']","['43', '&nbsp;']","['10,231', '&nbsp;']","['48', '&nbsp;']","['10,798', '&nbsp;']"
7889,r021,"All selected industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All selected industries,Manufacturing industries,"Electrical equipment, appliances, and components",,3,335,"['80', '&nbsp;']","['32,026', 'r']","['56', '&nbsp;']","['27,642', 'r']","['25', 'r']","['4,383', '&nbsp;']"
7889,r022,All selected industries -> Manufacturing industries -> Transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,,3,336,"['77', '&nbsp;']","['40,780', '&nbsp;']","['35', '&nbsp;']","['12,035', '&nbsp;']","['41', '&nbsp;']","['28,745', '&nbsp;']"
7889,r023,All selected industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All selected industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,4,3364,"['48', '&nbsp;']","['21,446', '&nbsp;']","['26', '&nbsp;']","['11,007', '&nbsp;']","['21', '&nbsp;']","['10,439', '&nbsp;']"
7889,r024,All selected industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All selected industries,Manufacturing industries,Transportation equipment,Other transportation equipment,4,other 336,"['30', '&nbsp;']","['19,333', 'r']","['10', '&nbsp;']","['1,028', '&nbsp;']","['20', '&nbsp;']","['18,305', 'r']"
7889,r025,All selected industries -> Manufacturing industries -> Furniture and related products,All selected industries,Manufacturing industries,Furniture and related products,,3,337,"['2', '&nbsp;']","['124', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['2', '&nbsp;']","['124', '&nbsp;']"
7889,r026,All selected industries -> Manufacturing industries -> Miscellaneous manufacturing,All selected industries,Manufacturing industries,Miscellaneous manufacturing,,3,339,"['144', '&nbsp;']","['104,028', '&nbsp;']","['74', '&nbsp;']","['39,257', '&nbsp;']","['70', '&nbsp;']","['64,770', 'r']"
7889,r027,All selected industries -> Selected nonmanufacturing industries,All selected industries,Selected nonmanufacturing industries,,,2,"42, 51, 5413, 5415, 5417","['13,895', '&nbsp;']","['6,700,152', '&nbsp;']","['9,222', '&nbsp;']","['3,264,059', '&nbsp;']","['4,674', '&nbsp;']","['3,436,093', '&nbsp;']"
7889,r028,All selected industries -> Selected nonmanufacturing industries -> Wholesale trade,All selected industries,Selected nonmanufacturing industries,Wholesale trade,,3,42,"['891', '&nbsp;']","['517,963', '&nbsp;']","['533', '&nbsp;']","['188,633', '&nbsp;']","['357', '&nbsp;']","['329,331', 'r']"
7889,r029,All selected industries -> Selected nonmanufacturing industries -> Information,All selected industries,Selected nonmanufacturing industries,Information,,3,51,"['2,599', '&nbsp;']","['829,283', '&nbsp;']","['1,631', '&nbsp;']","['373,836', '&nbsp;']","['969', '&nbsp;']","['455,448', '&nbsp;']"
7889,r030,All selected industries -> Selected nonmanufacturing industries -> Information -> Software publishers,All selected industries,Selected nonmanufacturing industries,Information,Software publishers,4,5112,"['1,768', '&nbsp;']","['571,286', '&nbsp;']","['1,148', '&nbsp;']","['242,501', '&nbsp;']","['619', '&nbsp;']","['328,785', '&nbsp;']"
7889,r031,"All selected industries -> Selected nonmanufacturing industries -> Information -> Information, excluding software publishers",All selected industries,Selected nonmanufacturing industries,Information,"Information, excluding software publishers",4,51 less 5112,"['832', '&nbsp;']","['257,998', '&nbsp;']","['484', '&nbsp;']","['131,335', '&nbsp;']","['349', '&nbsp;']","['126,663', '&nbsp;']"
7889,r032,"All selected industries -> Selected nonmanufacturing industries -> Architectural, engineering, and related services",All selected industries,Selected nonmanufacturing industries,"Architectural, engineering, and related services",,3,5413,"['1,681', '&nbsp;']","['628,231', '&nbsp;']","['1,153', '&nbsp;']","['286,122', '&nbsp;']","['527', '&nbsp;']","['342,109', '&nbsp;']"
7889,r033,All selected industries -> Selected nonmanufacturing industries -> Computer systems design and related services,All selected industries,Selected nonmanufacturing industries,Computer systems design and related services,,3,5415,"['5,285', '&nbsp;']","['1,473,927', '&nbsp;']","['3,769', '&nbsp;']","['879,174', '&nbsp;']","['1,515', '&nbsp;']","['594,753', '&nbsp;']"
7889,r034,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,,3,5417,"['3,439', '&nbsp;']","['3,250,748', '&nbsp;']","['2,135', '&nbsp;']","['1,536,295', '&nbsp;']","['1,305', '&nbsp;']","['1,714,453', '&nbsp;']"
7889,r035,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in nanotechnology,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in nanotechnology,4,541713,"['344', '&nbsp;']","['196,107', '&nbsp;']","['204', '&nbsp;']","['91,949', '&nbsp;']","['139', '&nbsp;']","['104,158', '&nbsp;']"
7889,r036,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology),All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),4,541714,"['1,142', '&nbsp;']","['1,548,115', '&nbsp;']","['725', '&nbsp;']","['757,706', '&nbsp;']","['416', '&nbsp;']","['790,409', '&nbsp;']"
7889,r037,"All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All selected industries,Selected nonmanufacturing industries,Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",4,541715,"['1,903', '&nbsp;']","['1,479,130', '&nbsp;']","['1,169', '&nbsp;']","['677,617', '&nbsp;']","['734', '&nbsp;']","['801,514', '&nbsp;']"
7889,r038,All selected industries -> Selected nonmanufacturing industries -> Scientific research and development services -> Social sciences and humanities research and development,All selected industries,Selected nonmanufacturing industries,Scientific research and development services,Social sciences and humanities research and development,4,541720,"['51', '&nbsp;']","['27,396', '&nbsp;']","['36', '&nbsp;']","['9,023', '&nbsp;']","['15', '&nbsp;']","['18,373', '&nbsp;']"
