table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
6389,r001,All agencies,All agencies,,,,,1,6150070.1,3105970.3,677515.5,222083.8,350607.7,867811.2,125270.3,793747.5,6652.9,410.9
6389,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
6389,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,789827.6,789827.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,780407.1,780407.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,9420.5,9420.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r006,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,359142.7,359142.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r007,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,142897.3,142897.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r008,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,216245.4,216245.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r009,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,311736.4,297404.6,14331.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r010,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,15460.0,3335.2,12124.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r011,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,240734.5,240734.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r012,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,44688.0,44688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r013,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,10853.9,8646.9,2206.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r014,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,2324950.3,42675.0,369832.9,222083.8,40000.0,850611.2,0.0,793747.5,6000.0,0.0
6389,r015,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,53288.0,0.0,0.0,0.0,0.0,0.0,0.0,53288.0,0.0,0.0
6389,r016,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,28675.0,28675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r017,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,573916.7,0.0,365832.9,203883.8,0.0,0.0,0.0,4200.0,0.0,0.0
6389,r018,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,326936.7,0.0,118852.9,203883.8,0.0,0.0,0.0,4200.0,0.0,0.0
6389,r019,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Naval Nuclear Propulsion Program,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Naval Nuclear Propulsion Program,5,246980.0,0.0,246980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r020,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,1669070.6,14000.0,4000.0,18199.9,40000.0,850611.2,0.0,736259.5,6000.0,0.0
6389,r021,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,1769029.1,1532057.3,181928.7,0.0,55043.1,0.0,0.0,0.0,0.0,0.0
6389,r022,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,1295716.2,1113787.5,181928.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r023,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,20312.9,20312.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r024,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,453000.0,397956.9,0.0,0.0,55043.1,0.0,0.0,0.0,0.0,0.0
6389,r025,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,7156.6,1526.9,5553.2,0.0,0.0,0.0,0.0,0.0,76.5,0.0
6389,r026,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,1704.5,1178.0,450.0,0.0,0.0,0.0,0.0,0.0,76.5,0.0
6389,r027,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,5452.1,348.9,5103.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r028,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,40321.8,5802.8,34519.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
6389,r029,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,38380.9,4011.8,34369.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
6389,r030,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,1940.9,1790.9,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r031,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
6389,r032,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,4499.0,0.0,4499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6389,r033,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,35801.5,216.4,18385.0,0.0,0.0,17200.0,0.0,0.0,0.0,0.0
