table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
3902,r001,All agencies,All agencies,,,,,1,43507176.5,11529819.4,7290441.5,3661107.4,14754275.6,468359.2,4288840.2,859716.3,385791.1,268825.7
3902,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
3902,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1506354.8,806821.7,33963.5,0.0,640258.5,0.0,19593.1,0.0,4776.9,941.0
3902,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3476.3,3476.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3902,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,565600.0,522113.1,0.0,0.0,38195.5,0.0,4291.8,0.0,104.5,895.0
3902,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,85257.0,73633.0,5700.0,0.0,3680.0,0.0,2235.0,0.0,9.0,0.0
3902,r007,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,500.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0
3902,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,173164.4,150758.3,416.3,0.0,15163.2,0.0,2266.2,0.0,4514.4,46.0
3902,r009,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5407.9,4779.5,0.0,0.0,249.3,0.0,379.2,0.0,0.0,0.0
3902,r010,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,669000.0,52061.5,27847.2,0.0,581321.4,0.0,7620.9,0.0,149.0,0.0
