table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_basic_research,field_applied_research,field_development
2058,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['339,036', '  ']","['18,732', '  ']","['49,149', '  ']","['271,155', '  ']"
2058,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['216,155', '  ']","['14,016', '  ']","['36,658', '  ']","['165,480', '  ']"
2058,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,453', 'i ']","['452', 'i ']","['1,439', 'i ']","['2,562', '  ']"
2058,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['968', '  ']","['131', '  ']","['235', '  ']","['602', '  ']"
2058,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['919', '  ']","['35', '  ']","['78', '  ']","['805', '  ']"
2058,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['170', '  ']","['11', '  ']","['38', '  ']","['121', '  ']"
2058,r007,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['218', '  ']","['16', '  ']","['52', '  ']","['150', '  ']"
2058,r008,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['63,285', '  ']","['7,476', '  ']","['15,286', '  ']","['40,522', '  ']"
2058,r009,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['55,229', '  ']","['6,768', '  ']","['13,507', '  ']","['34,953', '  ']"
2058,r010,All industries -> Manufacturing industries -> Chemicals -> Other chemicals,All industries,Manufacturing industries,Chemicals,Other chemicals,,4,other 325,"['8,057', '  ']","['708', '  ']","['1,779', '  ']","['5,569', '  ']"
2058,r011,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['3,637', '  ']","['375', '  ']","['770', '  ']","['2,493', '  ']"
2058,r012,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,303', '  ']","['158', 'i ']","['274', 'i ']","['872', 'i ']"
2058,r013,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['741', '  ']","['35', '  ']","['79', '  ']","['626', '  ']"
2058,r014,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,099', '  ']","['185', '  ']","['333', '  ']","['1,581', '  ']"
2058,r015,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['12,257', '  ']","['610', '  ']","['1,439', '  ']","['10,209', '  ']"
2058,r016,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['69,942', '  ']","['2,024', 'i ']","['9,818', 'i ']","['58,100', '  ']"
2058,r017,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['27,859', '  ']","['838', 'i ']","['4,276', 'i ']","['22,744', 'i ']"
2058,r018,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['10,089', '  ']","['608', 'i ']","['1,588', '  ']","['7,893', '  ']"
2058,r019,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['31,994', '  ']","['578', '  ']","['3,953', '  ']","['27,464', '  ']"
2058,r020,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,110', '  ']","['299', 'i ']","['686', '  ']","['3,125', '  ']"
2058,r021,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['34,629', '  ']","['1,532', '  ']","['3,825', '  ']","['29,271', '  ']"
2058,r022,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['11,903', '  ']","['481', '  ']","['1,846', '  ']","['9,576', '  ']"
2058,r023,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation equipment,All industries,Manufacturing industries,Transportation equipment,Other transportation equipment,,4,other 336,"['22,726', '  ']","['1,051', '  ']","['1,979', '  ']","['19,695', '  ']"
2058,r024,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['419', '  ']","['32', '  ']","['77', '  ']","['310', '  ']"
2058,r025,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,"322, 324, 339","['17,004', '  ']","['645', '  ']","['2,229', '  ']","['14,130', '  ']"
2058,r026,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['122,881', '  ']","['4,716', '  ']","['12,490', '  ']","['105,675', '  ']"
2058,r027,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['78,898', '  ']","['2,072', '  ']","['7,290', '  ']","['69,536', '  ']"
2058,r028,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['33,276', '  ']","['1,007', '  ']","['2,433', '  ']","['29,835', '  ']"
2058,r029,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,643', '  ']","['188 - 269', '  ']","['1,454 - 1,512', '  ']","['1,863 - 2,001', '  ']"
2058,r030,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['16,037', '  ']","['682', '  ']","['1,993', '  ']","['13,362', '  ']"
2058,r031,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['25,943', '  ']","['114 - 195', '  ']","['1,351 - 1,409', '  ']","['24,339 - 24,476', '  ']"
2058,r032,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['18,972', '  ']","['1,252', '  ']","['3,122', '  ']","['14,598', '  ']"
2058,r033,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,561', '  ']","['191', '  ']","['361', '  ']","['1,009', '  ']"
2058,r034,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['11,669', '  ']","['760', '  ']","['1,807', '  ']","['9,101', '  ']"
2058,r035,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['2,817', '  ']","['204', '  ']","['537', '  ']","['2,076', '  ']"
2058,r036,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['795', '  ']","['91', '  ']","['120', '  ']","['585', '  ']"
2058,r037,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['1,936', '  ']","['112', '  ']","['388', '  ']","['1,435', '  ']"
2058,r038,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['86', '  ']","['1', '  ']","['29', '  ']","['56', '  ']"
2058,r039,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['2,925', '  ']","['97', '  ']","['417', '  ']","['2,411', '  ']"
2058,r040,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"21–23, 42–49, 52, 53, 55–81","['25,011', '  ']","['1,391', '  ']","['2,079', '  ']","['21,541', 'i ']"
2058,r041,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['339,036', '  ']","['18,732', '  ']","['49,149', '  ']","['271,155', '  ']"
2058,r042,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2058,r043,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['2,402', '  ']","['241', '  ']","['531', '  ']","['1,630', '  ']"
