table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_1998_uspto,field_1998_euipo,field_1999_uspto,field_1999_euipo,field_2000_uspto,field_2000_euipo,field_2001_uspto,field_2001_euipo,field_2002_uspto,field_2002_euipo,field_2003_uspto,field_2003_euipo,field_2004_uspto,field_2004_euipo,field_2005_uspto,field_2005_euipo,field_2006_uspto,field_2006_euipo,field_2007_uspto,field_2007_euipo,field_2008_uspto,field_2008_euipo,field_2009_uspto,field_2009_euipo,field_2010_uspto,field_2010_euipo,field_2011_uspto,field_2011_euipo,field_2012_uspto,field_2012_euipo,field_2013_uspto,field_2013_euipo,field_2014_uspto,field_2014_euipo,field_2015_uspto,field_2015_euipo,field_2016_uspto,field_2016_euipo,field_2017_uspto,field_2017_euipo,field_2018_uspto,field_2018_euipo
1959,r001,World,World,,,,1,4144,1947,4476,3097,5771,2721,5438,2679,7465,2382,6271,2380,5433,2530,5637,4352,7087,4412,7987,4719,8835,5603,8056,6103,7088,6723,7607,6043,7558,6333,7895,6218,8062,6374,8181,6591,9315,7609,10138,7791,10841,8113
1959,r002,World -> North America,World,North America,,,2,3377,499,3586,548,4656,504,4387,480,5667,466,4614,425,3985,383,4268,653,5166,662,5725,630,6244,693,5685,782,5000,716,5373,579,5274,742,5483,642,5575,693,5598,769,6021,733,6344,714,6216,761
1959,r003,World -> North America -> Canada,World,North America,Canada,,3,112,12,113,22,171,26,122,26,220,29,224,30,163,30,176,45,234,34,212,33,232,42,248,49,208,72,194,49,215,38,209,37,204,52,216,65,237,50,261,60,248,62
1959,r004,World -> North America -> Mexico,World,North America,Mexico,,3,16,5,6,3,20,1,15,12,9,3,24,5,13,2,14,3,13,3,20,2,29,7,26,12,27,3,26,4,29,4,38,6,29,7,39,9,18,5,31,7,30,9
1959,r005,World -> North America -> Puerto Rico,World,North America,Puerto Rico,,3,0,0,2,0,1,0,2,0,0,0,1,0,2,0,1,0,3,0,11,0,4,0,2,0,6,0,3,0,6,0,3,0,4,0,4,0,5,0,4,0,3,0
1959,r006,World -> North America -> United States,World,North America,United States,,3,3249,482,3464,523,4465,476,4248,443,5438,435,4365,390,3807,352,4078,605,4917,624,5481,595,5979,643,5409,721,4760,641,5150,526,5024,700,5233,599,5338,635,5339,695,5761,678,6048,647,5936,691
1959,r007,World -> North America -> All others,World,North America,All others,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,r008,World -> Central and South America,World,Central and South America,,,2,28,7,27,12,33,18,24,23,41,32,35,14,42,32,41,55,38,42,39,30,55,27,55,47,55,48,46,39,49,28,45,35,45,28,62,20,62,24,71,21,60,33
1959,r009,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,2,0,3,1,1,3,1,6,2,1,4,3,1,5,2,4,3,11,1,6,10,2,3,6,5,5,8,7,3,2,2,0,7,5,5,1,7,3,5,2,5,13
1959,r010,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,10,3,4,6,17,7,5,8,8,21,10,6,15,17,14,32,12,13,8,11,9,11,18,24,11,27,10,19,20,12,15,17,15,14,22,10,18,7,24,11,26,8
1959,r011,World -> Central and South America -> All others,World,Central and South America,All others,,3,16,4,20,6,16,7,18,9,31,9,20,5,25,10,26,18,23,18,30,13,36,14,34,17,38,16,28,14,25,14,28,18,23,9,35,9,37,13,42,8,30,11
1959,r012,World -> Europe,World,Europe,,,2,480,1176,583,2134,692,1813,673,1835,1154,1614,1082,1674,887,1785,839,3222,1216,3218,1381,3521,1560,4207,1463,4556,1257,5162,1296,4722,1335,4714,1353,4636,1341,4669,1372,4821,1624,5490,1529,5548,1685,5715
1959,r013,World -> Europe -> EU,World,Europe,EU,,3,439,1120,532,2078,615,1751,613,1775,1052,1570,986,1615,807,1717,776,3117,1121,3087,1225,3361,1412,4041,1291,4326,1140,4927,1165,4496,1209,4458,1205,4345,1207,4387,1231,4552,1464,5166,1388,5227,1489,5356
1959,r014,World -> Europe -> EU -> Austria,World,Europe,EU,Austria,4,6,23,9,42,17,35,16,32,35,46,37,34,16,23,21,67,25,80,19,94,35,107,32,98,32,167,41,130,33,171,43,155,35,164,28,153,43,163,37,170,45,186
1959,r015,World -> Europe -> EU -> Belgium,World,Europe,EU,Belgium,4,6,17,7,33,7,37,4,40,20,36,11,24,7,21,10,44,22,40,10,61,18,52,15,75,17,80,8,74,18,55,19,94,18,74,15,82,22,90,18,100,23,99
1959,r016,World -> Europe -> EU -> Denmark,World,Europe,EU,Denmark,4,4,21,11,40,11,31,7,31,10,19,15,42,16,27,17,52,19,55,28,53,25,78,29,85,19,88,34,79,23,61,36,80,29,72,30,87,37,81,24,98,32,97
1959,r017,World -> Europe -> EU -> Finland,World,Europe,EU,Finland,4,8,10,9,32,11,40,9,29,15,20,16,23,9,22,11,33,16,38,22,37,14,47,24,54,18,68,15,57,15,62,13,66,16,60,13,70,18,79,13,92,29,97
1959,r018,World -> Europe -> EU -> France,World,Europe,EU,France,4,48,74,45,125,68,147,67,131,109,129,97,136,73,129,60,287,82,319,92,339,111,307,112,372,108,439,104,378,97,362,105,379,91,330,123,369,110,389,116,418,109,440
1959,r019,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,129,359,241,776,229,460,222,541,438,463,415,470,320,448,314,887,440,907,490,1003,568,1295,489,1377,416,1493,421,1440,429,1545,464,1369,420,1341,441,1330,540,1543,505,1566,478,1572
1959,r020,World -> Europe -> EU -> Hungary,World,Europe,EU,Hungary,4,0,1,0,0,0,1,1,1,2,1,2,2,2,0,2,1,5,2,3,5,2,3,1,13,4,13,1,21,2,14,2,17,1,18,0,22,2,22,0,32,4,32
1959,r021,World -> Europe -> EU -> Ireland,World,Europe,EU,Ireland,4,1,6,3,12,4,14,8,13,6,12,5,13,6,14,6,20,6,19,6,21,8,21,7,34,5,33,7,22,7,28,16,17,9,27,8,39,9,27,10,28,16,27
1959,r022,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,67,136,74,276,83,253,86,250,130,223,99,189,102,237,101,370,184,378,181,444,203,536,196,527,152,525,131,486,174,486,177,482,152,474,159,535,177,692,173,669,228,759
1959,r023,World -> Europe -> EU -> Netherlands,World,Europe,EU,Netherlands,4,17,24,18,97,35,63,24,58,51,51,44,49,25,60,38,152,44,137,51,134,43,160,61,222,48,292,46,258,66,233,47,221,60,210,51,231,70,274,73,257,63,275
1959,r024,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,17,195,7,172,21,266,19,251,31,245,32,258,26,386,26,635,48,535,46,515,60,599,36,564,53,687,53,580,59,509,41,496,42,484,55,515,39,530,47,473,47,481
1959,r025,World -> Europe -> EU -> Sweden,World,Europe,EU,Sweden,4,33,48,32,136,41,89,54,83,61,58,51,98,50,73,42,100,41,100,49,116,61,144,61,138,55,167,58,168,58,148,46,159,60,154,50,156,66,176,63,189,72,178
1959,r026,World -> Europe -> EU -> United Kingdom,World,Europe,EU,United Kingdom,4,85,186,68,297,78,275,84,269,132,239,142,234,136,229,109,352,147,341,188,367,194,411,180,440,172,474,195,440,173,418,144,426,215,509,196,482,248,531,244,488,260,488
1959,r027,World -> Europe -> EU -> All others,World,Europe,EU,All others,4,21,20,9,41,10,42,13,45,13,29,21,42,18,47,20,118,41,133,41,171,68,282,49,331,41,402,50,364,55,365,52,384,58,470,61,481,82,568,67,647,84,625
1959,r028,World -> Europe -> Other Europe,World,Europe,Other Europe,,3,41,57,51,56,77,61,59,60,102,44,97,59,80,68,63,105,94,131,157,160,149,166,172,230,117,235,131,226,127,257,148,290,135,281,142,270,160,325,141,322,196,360
1959,r029,World -> Europe -> Other Europe -> Former Soviet Union,World,Europe,Other Europe,Former Soviet Union,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,1,5,1,0,4,1,6,4,3,5,4,3,2,8,8,12,7
1959,r030,World -> Europe -> Other Europe -> Norway,World,Europe,Other Europe,Norway,4,1,4,4,8,8,3,5,3,7,4,5,8,6,8,5,9,5,15,19,12,10,18,11,20,10,24,16,20,10,15,12,27,12,21,7,19,12,27,11,26,15,46
1959,r031,World -> Europe -> Other Europe -> Russia,World,Europe,Other Europe,Russia,4,1,0,1,0,1,0,1,2,3,0,1,1,1,1,1,1,5,2,5,1,3,2,15,5,9,4,9,5,10,10,12,11,11,10,7,5,8,11,8,23,19,18
1959,r032,World -> Europe -> Other Europe -> Switzerland,World,Europe,Other Europe,Switzerland,4,38,45,42,37,64,50,48,46,87,33,83,46,68,50,51,81,73,99,109,112,110,126,126,175,75,175,80,162,82,174,88,173,84,173,104,170,89,183,75,182,107,190
1959,r033,World -> Europe -> Other Europe -> All others,World,Europe,Other Europe,All others,4,1,8,4,11,4,9,6,10,4,7,8,4,5,9,3,14,11,14,24,35,24,20,21,30,23,30,22,39,24,54,35,73,24,74,20,72,47,101,39,81,42,100
1959,r034,World -> Asia,World,Asia,,,2,188,180,198,270,289,264,259,214,415,190,388,204,385,255,390,351,552,424,702,454,809,591,731,605,645,692,751,609,777,758,901,800,975,853,1015,864,1421,1190,2007,1369,2622,1419
1959,r035,World -> Asia -> China,World,Asia,China,,3,12,12,21,16,35,14,22,15,32,15,54,18,46,23,49,37,124,82,210,89,246,137,266,141,237,200,275,215,301,276,358,283,403,304,435,370,829,564,1419,776,1975,910
1959,r036,World -> Asia -> India,World,Asia,India,,3,3,3,5,3,1,2,9,3,4,4,6,2,10,1,7,10,13,11,15,10,11,9,8,20,10,15,14,23,11,14,21,19,12,4,14,18,13,12,18,14,13,16
1959,r037,World -> Asia -> Japan,World,Asia,Japan,,3,107,135,119,194,146,167,135,130,219,131,213,120,207,168,193,202,260,213,276,231,326,306,245,266,222,241,233,203,238,263,286,312,293,262,268,239,336,281,279,260,343,265
1959,r038,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,1,0,1,2,3,2,2,3,1,3,0,2,3,2,3,5,4,6,7,2,2,3,5,1,2,2,7,10,1,3,1,2,1,5,2,1,2,2,1,5,4,2
1959,r039,World -> Asia -> Singapore,World,Asia,Singapore,,3,5,4,4,4,7,7,3,5,12,4,7,2,10,5,7,6,4,10,12,13,17,11,14,16,11,9,6,12,11,7,14,12,18,16,19,19,20,27,14,34,29,11
1959,r040,World -> Asia -> South Korea,World,Asia,South Korea,,3,10,9,14,3,23,12,19,11,30,9,38,15,31,11,25,9,21,10,44,37,69,33,69,52,72,118,93,56,100,84,100,71,95,109,136,93,101,201,145,170,123,103
1959,r041,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,47,17,32,45,66,57,67,41,108,22,67,41,65,40,99,77,122,85,130,68,131,84,115,101,86,98,107,85,107,104,109,92,132,140,131,109,111,90,116,102,122,98
1959,r042,World -> Asia -> All others,World,Asia,All others,,3,3,1,1,1,8,2,1,5,10,3,3,3,13,5,7,5,3,6,7,3,7,8,9,8,4,10,16,4,7,8,12,11,20,13,10,14,9,13,15,7,13,13
1959,r043,World -> Middle East,World,Middle East,,,2,3,6,4,14,12,9,5,6,10,13,12,6,13,13,16,18,14,19,24,16,14,16,15,40,16,27,20,28,11,30,18,29,15,53,26,36,37,49,32,42,50,74
1959,r044,World -> Middle East -> Israel,World,Middle East,Israel,,3,3,2,3,11,12,6,2,4,8,7,11,3,13,11,12,10,8,9,17,7,10,10,11,23,12,12,13,5,5,13,6,12,9,6,17,15,19,22,18,16,35,47
1959,r045,World -> Middle East -> All others,World,Middle East,All others,,3,0,4,2,3,1,4,3,2,3,6,1,3,0,2,4,8,6,11,7,10,3,6,4,16,4,15,6,23,6,17,12,17,6,47,9,21,17,27,14,26,15,27
1959,r046,World -> Africa,World,Africa,,,2,7,1,7,6,13,4,8,8,14,4,14,8,18,7,7,9,5,6,9,14,22,13,16,12,22,14,12,17,14,13,12,10,13,16,15,16,19,6,9,15,8,15
1959,r047,World -> Africa -> South Africa,World,Africa,South Africa,,3,4,1,6,5,1,4,3,5,3,3,4,7,5,5,5,7,2,3,5,6,5,6,6,6,6,7,5,5,8,8,4,5,4,5,6,4,6,2,1,6,2,6
1959,r048,World -> Africa -> All others,World,Africa,All others,,3,3,0,2,1,11,0,5,3,11,1,9,1,13,2,2,2,3,3,3,9,18,7,10,6,16,7,7,13,6,5,7,5,10,11,9,11,13,4,8,9,6,9
1959,r049,World -> Australia and Oceania,World,Australia and Oceania,,,2,23,11,21,17,25,14,28,26,56,15,57,17,55,25,34,33,60,28,78,47,104,45,80,54,82,56,90,46,87,43,72,57,85,50,82,58,113,99,123,78,120,88
1959,r050,World -> Australia and Oceania -> Australia,World,Australia and Oceania,Australia,,3,19,9,16,14,22,11,25,18,41,8,39,11,48,21,26,25,49,21,63,34,81,37,62,41,60,46,69,32,74,33,55,49,69,37,70,44,84,79,96,64,98,68
1959,r051,World -> Australia and Oceania -> New Zealand,World,Australia and Oceania,New Zealand,,3,3,2,5,4,3,3,4,6,12,6,10,6,5,4,9,8,11,8,14,10,22,8,12,9,15,7,19,14,10,8,13,7,14,12,12,8,25,16,25,11,21,18
1959,r052,World -> Australia and Oceania -> All others,World,Australia and Oceania,All others,,3,0,0,1,0,0,0,0,2,3,1,7,1,1,0,0,0,0,0,1,2,1,0,6,5,7,3,1,1,2,1,4,1,2,0,0,5,5,3,2,3,1,2
1959,r053,World -> Unclassified,World,Unclassified,,,2,37,66,48,95,51,96,53,86,107,48,68,32,47,29,41,11,36,13,30,6,27,12,12,6,12,8,20,2,12,4,11,9,12,12,10,7,17,18,22,4,79,7
