table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10848,r020,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,121735,0,0,0,0,0,0,0,0,121735
10848,r021,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,318128,12777,7640,6351,0,33164,0,0,258197,0
10848,r022,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,73287,3507,0,6351,0,10606,0,0,52823,0
10848,r023,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,3663,0,0,0,0,0,0,0,3663,0
10848,r024,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,88000,0,0,0,0,0,0,0,88000,0
10848,r025,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,80418,0,7640,0,0,12786,0,0,59992,0
10848,r026,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,9857,0,0,0,0,9772,0,0,85,0
10848,r027,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,9807,0,0,0,0,9772,0,0,35,0
10848,r028,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,50,0,0,0,0,0,0,0,50,0
10848,r029,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,53634,0,0,0,0,0,0,0,53634,0
10848,r030,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,9270,9270,0,0,0,0,0,0,0,0
10848,r031,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,13259050,1828,191506,9387676,100839,347736,1441813,471213,944777,371661
10848,r032,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,1800,0,0,0,0,0,0,1800,0,0
10848,r033,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,77027,0,0,0,0,0,0,77027,0,0
10848,r034,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,103809,1828,0,1192,0,10848,0,10152,79789,0
10848,r035,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,7529,0,7529,0,0,0,0,0,0,0
10848,r036,All agencies -> Departments -> Department of Health and Human Services -> Biomedical Advanced Research and Development Authority,All agencies,Departments,Department of Health and Human Services,Biomedical Advanced Research and Development Authority,,4,46050,0,0,46050,0,0,0,0,0,0
10848,r037,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,208955,0,0,177462,0,0,0,30180,1314,0
10848,r038,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,82155,0,0,82155,0,0,0,0,0,0
10848,r039,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,30121,0,0,30121,0,0,0,0,0,0
10848,r040,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,12701157,0,183978,9050696,100839,336889,1441813,351608,863674,371661
10848,r041,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,447,0,0,0,0,0,0,447,0,0
10848,r042,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,447,0,0,0,0,0,0,447,0,0
10848,r043,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,6609,400,0,0,0,2050,0,0,4098,60
10848,r044,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,6609,400,0,0,0,2050,0,0,4098,60
10848,r045,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,46612,282,27633,9543,0,959,0,6278,1514,404
10848,r046,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,4347,0,0,4347,0,0,0,0,0,0
10848,r047,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,9798,282,7071,0,0,959,0,1082,0,404
10848,r048,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,1128,0,0,0,0,0,0,0,1128,0
10848,r049,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,461,0,76,0,0,0,0,0,385,0
10848,r050,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,20486,0,20486,0,0,0,0,0,0,0
10848,r051,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,10391,0,0,5196,0,0,0,5196,0,0
10848,r052,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,35225,306,0,4615,266,4934,1438,21784,531,1350
10848,r053,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,1350,0,0,0,0,0,0,0,0,1350
10848,r054,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,33875,306,0,4615,266,4934,1438,21784,531,0
10848,r055,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,116220,1028,63,5439,779,0,1053,4930,101477,1452
10848,r056,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,67047,1028,63,102,779,0,1053,0,63071,952
10848,r057,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,11141,0,0,0,0,0,0,0,11141,0
10848,r058,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,6526,0,0,0,0,0,0,0,6526,0
10848,r059,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,1875,0,0,0,0,0,0,0,1375,500
10848,r060,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,24237,0,0,5337,0,0,0,4930,13970,0
10848,r061,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,5394,0,0,0,0,0,0,0,5394,0
10848,r062,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10848,r063,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,32549,0,0,31599,0,0,0,0,0,950
10848,r064,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,162,0,0,0,0,0,0,162,0,0
10848,r065,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,46217,633,19049,18258,351,1104,0,267,6555,0
10848,r066,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,208129,0,60530,14706,0,17312,0,0,115570,11
10848,r067,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,748262,169194,13895,5488,692,18481,10,1975,154499,384028
10848,r068,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,15592,0,0,0,0,0,0,0,15592,0
10848,r069,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,3825,0,0,0,0,0,0,3825,0,0
