table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10848,r001,All agencies,All agencies,,,,,1,16808860,399645,704711,10073227,109915,480015,1469912,573349,2015822,982265
10848,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10848,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,602498,4741,13050,410468,3448,19416,11353,55759,34329,49935
10848,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,92120,120,405,84631,0,5914,0,221,829,0
10848,r005,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,5166,0,0,0,0,0,0,5166,0,0
10848,r006,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,20762,1163,4703,8881,0,316,0,5318,380,0
10848,r007,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,54,54,0,0,0,0,0,0,0,0
10848,r008,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,483754,3405,7941,316314,3448,13185,11353,45053,33120,49935
10848,r009,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,642,0,0,642,0,0,0,0,0,0
10848,r010,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,300880,6278,226011,12512,157,10619,0,6961,35983,2359
10848,r011,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,40120,4705,2247,115,0,905,0,374,31774,0
10848,r012,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,260759,1573,223763,12397,157,9714,0,6587,4208,2359
10848,r013,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,947167,202178,145334,166572,3382,24239,14246,196,342701,48320
10848,r014,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,310374,160513,11910,82389,0,3970,8164,0,42888,540
10848,r015,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,34264,0,0,34264,0,0,0,0,0,0
10848,r016,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,57316,390,0,128,2,236,0.05,0.05,56433,128
10848,r017,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,148579,13103,917,23007,3380,497,5605,0,67749,34323
10848,r018,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,347537,22037,132155,14725,0,11544,252,0,164257,2568
10848,r019,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,49096,6135,352,12059,0,7993,224,196,11375,10762
