table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_companies_number_,field_product_or_business_process_innovation_number_yes,field_product_or_business_process_innovation_number_no,field_product_or_business_process_innovation_percent_yes,field_product_or_business_process_innovation_percent_no
5661,r042,All states -> South Carolina,All states,South Carolina,2,"['    63,398 ', '&nbsp;']","['    18,195 ', '&nbsp;']","['    45,203 ', '&nbsp;']","['    28.7 ', '&nbsp;']","['    71.3 ', '&nbsp;']"
5661,r043,All states -> South Dakota,All states,South Dakota,2,"['    18,018 ', '&nbsp;']","['    4,418 ', '&nbsp;']","['    13,600 ', '&nbsp;']","['    24.5 ', '&nbsp;']","['    75.5 ', '&nbsp;']"
5661,r044,All states -> Tennessee,All states,Tennessee,2,"['    71,803 ', '&nbsp;']","['    19,352 ', '&nbsp;']","['    52,451 ', '&nbsp;']","['    27.0 ', '&nbsp;']","['    73.0 ', '&nbsp;']"
5661,r045,All states -> Texas,All states,Texas,2,"['    323,126 ', '&nbsp;']","['    99,729 ', '&nbsp;']","['    223,397 ', '&nbsp;']","['    30.9 ', '&nbsp;']","['    69.1 ', '&nbsp;']"
5661,r046,All states -> Utah,All states,Utah,2,"['    54,544 ', '&nbsp;']","['    17,174 ', '&nbsp;']","['    37,370 ', '&nbsp;']","['    31.5 ', '&nbsp;']","['    68.5 ', '&nbsp;']"
5661,r047,All states -> Vermont,All states,Vermont,2,"['    13,776 ', '&nbsp;']","['    3,786 ', '&nbsp;']","['    9,990 ', '&nbsp;']","['    27.5 ', '&nbsp;']","['    72.5 ', '&nbsp;']"
5661,r048,All states -> Virginia,All states,Virginia,2,"['    120,855 ', '&nbsp;']","['    35,481 ', '&nbsp;']","['    85,374 ', '&nbsp;']","['    29.4 ', '&nbsp;']","['    70.6 ', '&nbsp;']"
5661,r049,All states -> Washington,All states,Washington,2,"['    121,736 ', '&nbsp;']","['    36,476 ', '&nbsp;']","['    85,260 ', '&nbsp;']","['    30.0 ', '&nbsp;']","['    70.0 ', '&nbsp;']"
5661,r050,All states -> West Virginia,All states,West Virginia,2,"['    20,066 ', '&nbsp;']","['    4,595 ', '&nbsp;']","['    15,471 ', '&nbsp;']","['    22.9 ', '&nbsp;']","['    77.1 ', '&nbsp;']"
5661,r051,All states -> Wisconsin,All states,Wisconsin,2,"['    95,652 ', '&nbsp;']","['    25,774 ', '&nbsp;']","['    69,878 ', '&nbsp;']","['    26.9 ', '&nbsp;']","['    73.1 ', '&nbsp;']"
5661,r052,All states -> Wyoming,All states,Wyoming,2,"['    13,264 ', '&nbsp;']","['    3,486 ', '&nbsp;']","['    9,778 ', '&nbsp;']","['    26.3 ', '&nbsp;']","['    73.7 ', '&nbsp;']"
5661,r053,All states -> Undistributed,All states,Undistributed,2,"['    42,675 ', '&nbsp;']","['    14,787 ', '&nbsp;']","['    27,888 ', '&nbsp;']","['    34.7 ', '&nbsp;']","['    65.3 ', '&nbsp;']"
