table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_10_19a,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_999,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
2045,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['400,100', '  ']","['3,311', '  ']","['9,435', '  ']","['10,141', '  ']",17216,,"['14,103', '  ']","['17,871', '  ']","['65,112', '  ']","['40,198', '  ']","['73,485', '  ']","['149,227', '  ']"
2045,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['257,227', '  ']","['1,189', '  ']","['4,782', '  ']","['5,490', '  ']",10315,,"['8,561', '  ']","['10,987', '  ']","['43,637', '  ']","['22,664', '  ']","['55,683', '  ']","['93,919', '  ']"
2045,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['4,697', 'i ']","['0', '  ']","['48', '  ']","['31', '  ']",225,,"['181', '  ']","['146', '  ']","['564', '  ']","['292', '  ']","['2,328', 'i ']","['881', 'i ']"
2045,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['1,076', '  ']","['0', '  ']","['5', '  ']","['14', '  ']",10,,"['120', '  ']","['17', '  ']","['41', '  ']","['177', '  ']","['140', '  ']","['553', '  ']"
2045,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['920', '  ']","['0 - 47', '  ']","['10', '  ']","['28', '  ']",38,,"['46', '  ']","['22', '  ']","['222', '  ']","['284', '  ']","['89', '  ']","['130 - 186', '  ']"
2045,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['175', '  ']","['2', '  ']","['4', '  ']","['4', '  ']",8,,"['7', '  ']","['33', '  ']","['57', '  ']","['22', '  ']","['38', '  ']","['0', '  ']"
2045,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['1,322', '  ']","['0', '  ']","['2', '  ']","['10', '  ']",34,,"['19', '  ']","['22', '  ']","['89', '  ']","['255', '  ']","['326', '  ']","['565', '  ']"
2045,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['229', '  ']","['0', '  ']","['10', '  ']","['13', '  ']",20,,"['27', '  ']","['51', '  ']","['51', 'i ']","['31', '  ']","['26', '  ']","['0', '  ']"
2045,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['316', '  ']","['2', '  ']","['8', '  ']","['23', '  ']",14,,"['84', 'i ']","['46', '  ']","['20', '  ']","['0', '  ']","['119', '  ']","['0', '  ']"
2045,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['74,977', '  ']","['466', '  ']","['1,994', '  ']","['2,664', '  ']",4534,,"['3,379', '  ']","['3,046', '  ']","['16,236', '  ']","['5,413', '  ']","['23,627', '  ']","['13,620', '  ']"
