table_id,row_id,business_activity_sup_a_sup_full_path,business_activity_sup_a_sup_level_1,business_activity_sup_a_sup_level_2,business_activity_sup_a_sup_hierarchy_depth,field_business_codeb,field_amount
2040,r022,All business activities -> Biotechnology-based pharmaceutical and biological products (except diagnostic substances),All business activities,Biotechnology-based pharmaceutical and biological products (except diagnostic substances),2,32543,"['30,008', '  ']"
2040,r023,"All business activities -> Soap, cleaning compound, and toilet preparation manufacturing",All business activities,"Soap, cleaning compound, and toilet preparation manufacturing",2,32591,"['3,056', '  ']"
2040,r024,"All business activities -> Paint, adhesive, and other chemicals manufacturing",All business activities,"Paint, adhesive, and other chemicals manufacturing",2,32592,"['2,228', '  ']"
2040,r025,All business activities -> Plastics and rubber products manufacturing,All business activities,Plastics and rubber products manufacturing,2,32600,"['3,918', '  ']"
2040,r026,All business activities -> Clay and glass products manufacturing,All business activities,Clay and glass products manufacturing,2,32710,"['1,383', '  ']"
2040,r027,"All business activities -> Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",All business activities,"Cement, concrete, lime, gypsum, and other nonmetallic mineral products manufacturing",2,32790,"['449', '  ']"
2040,r028,All business activities -> Primary metal manufacturing,All business activities,Primary metal manufacturing,2,33100,"['699', '  ']"
2040,r029,All business activities -> Fabricated metal products manufacturing,All business activities,Fabricated metal products manufacturing,2,33200,"['2,651', '  ']"
2040,r030,All business activities -> Agricultural machinery and equipment manufacturing,All business activities,Agricultural machinery and equipment manufacturing,2,33311,"['1,875', '  ']"
2040,r031,All business activities -> Construction machinery manufacturing,All business activities,Construction machinery manufacturing,2,33312,"['1,569', '  ']"
2040,r032,"All business activities -> Mining, oil, and gas field machinery and equipment manufacturing",All business activities,"Mining, oil, and gas field machinery and equipment manufacturing",2,33319,"['1,550', '  ']"
2040,r033,All business activities -> Semiconductor machinery manufacturing,All business activities,Semiconductor machinery manufacturing,2,33321,"['3,950', '  ']"
2040,r034,All business activities -> Industrial machinery manufacturing (except semiconductor machinery),All business activities,Industrial machinery manufacturing (except semiconductor machinery),2,33322,"['1,185', '  ']"
2040,r035,All business activities -> Photographic and photocopying equipment manufacturing,All business activities,Photographic and photocopying equipment manufacturing,2,33331,"['54', '  ']"
2040,r036,"All business activities -> Commercial, service industry, temperature control, and air-flow control machinery manufacturing",All business activities,"Commercial, service industry, temperature control, and air-flow control machinery manufacturing",2,33332,"['2,311', '  ']"
2040,r037,All business activities -> Digital cameras manufacturing,All business activities,Digital cameras manufacturing,2,33333,"['511', '  ']"
2040,r038,"All business activities -> Engine, turbine, and power transmission equipment manufacturing",All business activities,"Engine, turbine, and power transmission equipment manufacturing",2,33360,"['3,120', '  ']"
2040,r039,All business activities -> Metalworking and other general purpose machinery manufacturing,All business activities,Metalworking and other general purpose machinery manufacturing,2,33390,"['2,623', '  ']"
2040,r040,All business activities -> Computers and peripheral equipment manufacturing and magnetic and optical media,All business activities,Computers and peripheral equipment manufacturing and magnetic and optical media,2,33412,"['26,759', '  ']"
2040,r041,"All business activities -> Telephone apparatus manufacturing, including routers, modems, and gateways",All business activities,"Telephone apparatus manufacturing, including routers, modems, and gateways",2,33421,"['10,575', '  ']"
2040,r042,"All business activities -> Radio, television, and wireless communication equipment manufacturing",All business activities,"Radio, television, and wireless communication equipment manufacturing",2,33422,"['2,517', '  ']"
2040,r043,"All business activities -> Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",All business activities,"Other communication equipment manufacturing (except radio, television, and wireless communication equipment)",2,33429,"['2,002', '  ']"
2040,r044,All business activities -> Audio and video equipment manufacturing,All business activities,Audio and video equipment manufacturing,2,33430,"['1,146', '  ']"
2040,r045,All business activities -> Semiconductor and other electronic components manufacturing,All business activities,Semiconductor and other electronic components manufacturing,2,33440,"['40,730', '  ']"
2040,r046,"All business activities -> Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",All business activities,"Electromedical, electrotherapeutic, and irradiation apparatus manufacturing",2,33451,"['3,926', '  ']"
2040,r047,"All business activities -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing",All business activities,"Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing",2,33452,"['2,300', '  ']"
2040,r048,All business activities -> Measuring and control instruments manufacturing (not listed elsewhere),All business activities,Measuring and control instruments manufacturing (not listed elsewhere),2,33459,"['5,664', '  ']"
2040,r049,"All business activities -> Electrical equipment, appliances, and components manufacturing",All business activities,"Electrical equipment, appliances, and components manufacturing",2,33500,"['6,238', '  ']"
2040,r050,All business activities -> Motor vehicles manufacturing,All business activities,Motor vehicles manufacturing,2,33610,"['22,807', '  ']"
2040,r051,All business activities -> Motor vehicle body and trailer manufacturing,All business activities,Motor vehicle body and trailer manufacturing,2,33620,"['46', '  ']"
2040,r052,All business activities -> Motor vehicle parts manufacturing,All business activities,Motor vehicle parts manufacturing,2,33630,"['7,811', '  ']"
2040,r053,All business activities -> Aircraft manufacturing,All business activities,Aircraft manufacturing,2,33641,"['4,644', '  ']"
2040,r054,All business activities -> Aircraft engine and engine parts manufacturing,All business activities,Aircraft engine and engine parts manufacturing,2,33642,"['1,448', '  ']"
2040,r055,All business activities -> Other aircraft parts and auxiliary equipment manufacturing,All business activities,Other aircraft parts and auxiliary equipment manufacturing,2,33643,"['3,176', '  ']"
2040,r056,"All business activities -> Guided missile, space vehicle, and related parts manufacturing",All business activities,"Guided missile, space vehicle, and related parts manufacturing",2,33644,"['1,132', '  ']"
2040,r057,All business activities -> Railroad rolling stock manufacturing,All business activities,Railroad rolling stock manufacturing,2,33651,"['251', '  ']"
2040,r058,All business activities -> Ship and boat building,All business activities,Ship and boat building,2,33660,"['156', '  ']"
2040,r059,"All business activities -> Motorcycle, bicycle, and parts manufacturing",All business activities,"Motorcycle, bicycle, and parts manufacturing",2,33691,"['358', '  ']"
2040,r060,"All business activities -> Military armored vehicle, tank, and tank component manufacturing",All business activities,"Military armored vehicle, tank, and tank component manufacturing",2,33692,"['367', 'i ']"
2040,r061,All business activities -> All other transportation equipment manufacturing,All business activities,All other transportation equipment manufacturing,2,33699,"['507', '  ']"
2040,r062,All business activities -> Furniture and related products manufacturing,All business activities,Furniture and related products manufacturing,2,33700,"['471', '  ']"
2040,r063,All business activities -> Medical equipment and supplies manufacturing,All business activities,Medical equipment and supplies manufacturing,2,33910,"['16,683', '  ']"
2040,r064,"All business activities -> Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",All business activities,"Miscellaneous manufacturing not listed elsewhere (games, office supplies, slot machines, etc.)",2,33990,"['2,720', '  ']"
2040,r065,"All business activities -> Merchant wholesalers, durable goods",All business activities,"Merchant wholesalers, durable goods",2,42300,"['588', '  ']"
2040,r066,"All business activities -> Merchant wholesalers, nondurable goods",All business activities,"Merchant wholesalers, nondurable goods",2,42400,"['329', '  ']"
2040,r067,All business activities -> Wholesale electronic markets and agents and brokers (business to business),All business activities,Wholesale electronic markets and agents and brokers (business to business),2,42500,"['24 - 188', 'i ']"
2040,r068,All business activities -> Retail trade (except electronic shopping and electronic auctions),All business activities,Retail trade (except electronic shopping and electronic auctions),2,44000,"['131', '  ']"
2040,r069,All business activities -> Electronic shopping and electronic auctions,All business activities,Electronic shopping and electronic auctions,2,45411,"['12,193', '  ']"
2040,r070,All business activities -> Transportation,All business activities,Transportation,2,48000,"['808', '  ']"
2040,r071,"All business activities -> Couriers, messengers, and express delivery services",All business activities,"Couriers, messengers, and express delivery services",2,49200,"['268', '  ']"
2040,r072,All business activities -> Warehousing and storage,All business activities,Warehousing and storage,2,49300,"['89', '  ']"
2040,r073,"All business activities -> Newspaper, periodical, book, and directory publishers (except Internet)",All business activities,"Newspaper, periodical, book, and directory publishers (except Internet)",2,51110,"['108', '  ']"
2040,r074,All business activities -> Software publishers (except Internet),All business activities,Software publishers (except Internet),2,51120,"['32,186', '  ']"
2040,r075,All business activities -> Motion picture and sound recording (except Internet),All business activities,Motion picture and sound recording (except Internet),2,51200,"['24 - 188', 'i ']"
2040,r076,All business activities -> Broadcasting (except Internet),All business activities,Broadcasting (except Internet),2,51500,"['466', '  ']"
2040,r077,All business activities -> Wired telecommunications carriers,All business activities,Wired telecommunications carriers,2,51710,"['1,017', '  ']"
2040,r078,All business activities -> Wireless telecommunications carriers (except satellite),All business activities,Wireless telecommunications carriers (except satellite),2,51720,"['1,953', '  ']"
2040,r079,All business activities -> Satellite telecommunications,All business activities,Satellite telecommunications,2,51740,"['621', '  ']"
2040,r080,All business activities -> Other telecommunications (not listed elsewhere),All business activities,Other telecommunications (not listed elsewhere),2,51790,"['370', '  ']"
2040,r081,"All business activities -> Data processing, hosting, and related services",All business activities,"Data processing, hosting, and related services",2,51800,"['6,778', '  ']"
2040,r082,All business activities -> Cloud computing applications and Internet-based software services,All business activities,Cloud computing applications and Internet-based software services,2,51801,"['19,237', '  ']"
2040,r083,"All business activities -> Other information services, including Internet publishing, broadcasting, and Web search portals",All business activities,"Other information services, including Internet publishing, broadcasting, and Web search portals",2,51910,"['32,696', '  ']"
2040,r084,All business activities -> Finance: banking and credit intermediation,All business activities,Finance: banking and credit intermediation,2,52200,"['5,640', '  ']"
2040,r085,"All business activities -> Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",All business activities,"Securities, commodity contracts, and other financial investments and related activities, including funds and trusts",2,52310,"['1,799', '  ']"
2040,r086,All business activities -> Insurance carriers and related activities,All business activities,Insurance carriers and related activities,2,52400,"['1,428', '  ']"
2040,r087,All business activities -> Real estate,All business activities,Real estate,2,53100,"['390', '  ']"
2040,r088,All business activities -> Rental and leasing services,All business activities,Rental and leasing services,2,53200,"['213', 'i ']"
2040,r089,"All business activities -> Lessors of nonfinancial intangible assets, including patent licensing",All business activities,"Lessors of nonfinancial intangible assets, including patent licensing",2,53300,"['330', 'i ']"
2040,r090,"All business activities -> Legal, accounting, tax preparation, bookkeeping, and payroll services",All business activities,"Legal, accounting, tax preparation, bookkeeping, and payroll services",2,54111,"['1,047', '  ']"
2040,r091,"All business activities -> Architectural, engineering, and related services",All business activities,"Architectural, engineering, and related services",2,54130,"['1,893', '  ']"
2040,r092,All business activities -> Specialized design services,All business activities,Specialized design services,2,54140,"['132', '  ']"
2040,r093,All business activities -> Computer systems design and related services,All business activities,Computer systems design and related services,2,54150,"['14,040', '  ']"
2040,r094,"All business activities -> Management, scientific, and technical consulting services",All business activities,"Management, scientific, and technical consulting services",2,54160,"['1,611', '  ']"
2040,r095,All business activities -> Research and development services in social sciences and humanities,All business activities,Research and development services in social sciences and humanities,2,54172,"['0 - 430', '  ']"
2040,r096,All business activities -> Research and development services in biotechnology,All business activities,Research and development services in biotechnology,2,54173,"['918', '  ']"
2040,r097,"All business activities -> Research and development services in physical, engineering, and life sciences (except biotechnology)",All business activities,"Research and development services in physical, engineering, and life sciences (except biotechnology)",2,54174,"['2,393', '  ']"
2040,r098,All business activities -> Advertising and related services,All business activities,Advertising and related services,2,54180,"['383', '  ']"
2040,r099,"All business activities -> Professional, scientific, and technical services (not listed elsewhere)",All business activities,"Professional, scientific, and technical services (not listed elsewhere)",2,54190,"['660', '  ']"
2040,r100,All business activities -> Management of companies and enterprises,All business activities,Management of companies and enterprises,2,55100,"['93', '  ']"
2040,r101,All business activities -> Administrative and support services,All business activities,Administrative and support services,2,56100,"['1,730', '  ']"
2040,r102,All business activities -> Waste management and remediation services,All business activities,Waste management and remediation services,2,56200,"['0 - 187', '  ']"
2040,r103,All business activities -> Offices of physicians,All business activities,Offices of physicians,2,62110,"['107', 'i ']"
2040,r104,All business activities -> Medical and diagnostic laboratories,All business activities,Medical and diagnostic laboratories,2,62150,"['1,022', '  ']"
2040,r105,"All business activities -> Other ambulatory health care services (ambulance, dental, home health care)",All business activities,"Other ambulatory health care services (ambulance, dental, home health care)",2,62199,"['87', '  ']"
2040,r106,All business activities -> Hospitals and nursing care facilities,All business activities,Hospitals and nursing care facilities,2,62200,"['18', '  ']"
2040,r107,All business activities -> Social assistance services,All business activities,Social assistance services,2,62400,"['0 - 430', '  ']"
2040,r108,"All business activities -> Arts, entertainment, and recreation",All business activities,"Arts, entertainment, and recreation",2,71000,"['53', '  ']"
2040,r109,All business activities -> Accommodation and food services,All business activities,Accommodation and food services,2,72000,"['77', '  ']"
2040,r110,All business activities -> Other services (not listed elsewhere),All business activities,Other services (not listed elsewhere),2,81000,"['891', '  ']"
2040,r111,All business activities -> Undistributed,All business activities,Undistributed,2,–,"['0', '  ']"
