table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramurala,field_extramural_united_states_and_u_s_territories_industry,field_extramural_united_states_and_u_s_territories_industry_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_universities_and_colleges,field_extramural_united_states_and_u_s_territories_university_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_other_nonprofits,field_extramural_united_states_and_u_s_territories_nonprofit_administered_ffrdcs,field_extramural_united_states_and_u_s_territories_state_local_governments,field_extramural_foreign
6375,r001,All agencies,All agencies,,,,,1,43924162.8,12477021.8,7273614.7,2799098.7,14801786.1,381106.1,4594999.2,821135.1,492120.3,283280.9
6375,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
6375,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1272905.4,800618.1,3890.3,0.0,433658.4,0.0,26564.5,0.0,6419.8,1754.3
6375,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,3500.3,3500.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6375,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,634800.0,582110.6,0.0,0.0,46978.4,0.0,4293.5,0.0,89.7,1327.9
6375,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,87000.0,79901.0,1753.9,0.0,4095.9,0.0,1240.8,0.0,8.4,0.0
6375,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,149933.1,120164.2,1347.9,0.0,18978.6,0.0,3954.5,0.0,5061.6,426.4
6375,r008,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,5172.0,4764.2,0.0,0.0,78.5,0.0,329.3,0.0,0.0,0.0
6375,r009,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,389700.0,10177.9,788.5,0.0,360727.0,0.0,16746.5,0.0,1260.1,0.0
6375,r010,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,2800.0,0.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0
